date,country_code,supplier_id,financial_risk,operational_risk,geopolitical_risk,compliance_risk,cyber_risk,climate_risk,supply_chain_risk,currency_risk,overall_risk_score,overall_risk,risk_category,risk_trend,assessment_method,assessed_by,mitigation_plan,next_review_date
2018-01,CN,SUP-0029,49.23,48.53,29.63,47.29,32.52,4.72,32.43,7.55,31.49,31.49,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,CN,SUP-0030,47.97,15.67,35.78,44.69,34.8,3.85,17.09,10.08,26.24,26.24,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,CN,SUP-0031,55.71,42.34,38.68,47.04,31.36,7.53,28.7,7.67,32.38,32.38,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,CN,SUP-0032,37.12,44.34,36.16,41.74,25.0,6.02,34.12,8.15,29.08,29.08,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,CN,SUP-0033,45.99,34.89,39.61,40.91,23.96,6.28,30.28,4.89,28.35,28.35,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,CN,SUP-0034,46.27,35.19,32.51,47.47,34.28,0,30.45,7.2,29.17,29.17,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,CN,SUP-0035,49.26,31.38,36.49,44.26,34.85,6.88,32.76,11.82,30.96,30.96,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0036,35.97,21.29,44.36,45.85,32.76,19.23,20.93,2.78,27.9,27.9,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0037,40.91,18.91,41.69,53.12,30.67,14.41,11.89,5.37,27.12,27.12,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0038,40.38,27.69,42.93,50.41,24.0,13.2,13.57,0,26.52,26.52,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0039,42.24,26.37,42.03,50.28,35.17,12.57,23.76,4.55,29.62,29.62,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0040,42.87,29.15,42.65,43.73,35.11,11.8,24.04,0,28.67,28.67,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0041,35.82,33.64,38.88,43.05,34.8,14.53,29.21,0.95,28.86,28.86,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0042,38.85,19.25,50.46,46.35,27.32,13.52,17.62,1.72,26.89,26.89,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0043,46.39,36.3,41.89,41.91,37.37,13.51,27.8,0,30.65,30.65,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0044,38.66,41.61,42.31,42.71,31.1,17.0,25.05,0,29.8,29.8,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0045,38.64,52.29,44.67,50.03,31.21,15.94,34.43,0.43,33.45,33.45,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0046,41.53,35.07,41.62,50.97,31.76,13.97,27.03,2.4,30.54,30.54,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0047,43.98,38.02,42.98,47.64,29.22,14.42,29.82,0.83,30.87,30.87,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0048,43.82,36.31,41.64,50.7,34.07,12.35,24.15,2.29,30.67,30.67,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0049,41.57,38.37,44.99,49.97,31.72,12.18,32.43,2.59,31.73,31.73,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0050,37.34,29.23,47.5,46.54,26.04,7.83,22.31,3.29,27.51,27.51,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0051,42.99,35.01,43.62,46.81,37.23,16.11,22.36,0,30.51,30.51,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0052,44.5,39.48,43.52,40.15,36.66,15.86,28.24,4.92,31.67,31.67,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0053,44.26,23.57,45.9,45.66,30.77,16.28,21.17,0,28.45,28.45,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0054,39.54,32.14,42.02,47.23,37.24,12.16,28.22,3.37,30.24,30.24,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0055,42.21,32.15,39.58,51.26,31.68,13.41,37.15,0,30.93,30.93,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0056,36.31,37.56,46.37,46.95,33.71,16.81,36.34,0,31.76,31.76,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0057,44.51,32.0,44.39,48.08,37.71,12.67,25.82,2.28,30.93,30.93,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0058,39.72,29.25,49.31,47.31,35.86,12.98,19.17,0,29.2,29.2,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0059,45.98,26.77,43.11,47.46,38.23,17.99,25.03,1.63,30.78,30.78,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0060,33.04,40.64,43.87,45.91,25.53,12.83,26.91,0.84,28.7,28.7,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0061,34.27,34.82,49.03,48.58,34.6,16.3,25.63,3.74,30.87,30.87,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0062,47.88,19.97,39.34,45.45,28.29,16.86,19.08,6.69,27.94,27.94,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0063,46.22,37.59,40.33,48.83,29.42,15.9,25.6,0,30.49,30.49,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0064,39.45,25.38,41.39,50.47,36.64,17.39,18.4,0,28.64,28.64,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,IN,SUP-0065,39.17,34.76,41.39,44.55,37.34,15.0,25.12,0,29.67,29.67,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0066,26.3,31.5,16.86,26.42,27.91,2.27,22.06,17.8,21.39,21.39,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0067,24.34,34.48,16.96,30.64,33.53,3.66,19.87,17.96,22.68,22.68,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0068,31.7,18.25,17.1,26.14,42.24,3.56,15.46,13.85,21.04,21.04,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0069,35.05,22.95,19.24,28.25,36.14,9.0,16.4,20.22,23.41,23.41,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0070,36.25,41.13,16.9,34.83,33.6,6.3,22.62,21.28,26.61,26.61,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0071,33.47,23.41,13.5,26.24,35.15,2.72,16.37,18.39,21.16,21.16,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0072,35.37,27.84,15.48,30.39,29.69,2.01,10.14,17.73,21.08,21.08,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0073,33.94,36.06,21.02,33.94,28.32,6.37,12.43,17.99,23.76,23.76,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0074,34.58,23.18,20.93,28.0,34.19,6.39,9.09,14.83,21.4,21.4,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0075,30.06,23.26,18.49,33.14,31.76,9.84,11.81,17.78,22.02,22.02,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0076,34.14,24.93,14.69,30.17,31.16,5.16,12.71,17.91,21.36,21.36,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0077,22.74,28.34,16.64,29.97,33.64,7.44,19.74,23.3,22.72,22.72,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0078,28.97,35.19,14.45,28.56,37.05,8.34,25.56,17.77,24.49,24.49,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0079,31.66,42.58,15.59,25.6,34.29,7.67,22.38,18.25,24.76,24.76,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0080,35.44,9.5,12.92,27.59,33.34,5.6,6.33,22.21,19.12,19.12,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0081,27.4,27.91,17.44,29.93,36.17,6.32,16.7,17.11,22.37,22.37,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0082,44.34,11.8,13.46,21.64,38.88,11.98,7.93,8.6,19.83,19.83,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0083,28.88,32.03,20.82,31.58,36.98,7.41,18.62,18.54,24.36,24.36,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0084,33.41,46.16,19.4,28.15,32.84,5.83,28.29,12.17,25.78,25.78,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0085,31.09,32.59,20.15,31.64,38.16,8.93,16.44,11.98,23.87,23.87,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0086,34.7,22.81,14.11,23.66,31.75,5.92,14.36,21.34,21.08,21.08,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0087,30.33,26.73,14.95,23.95,31.01,6.04,15.98,13.85,20.35,20.35,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0088,30.18,26.84,16.67,22.97,26.7,6.71,16.54,21.68,21.03,21.03,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0089,25.43,31.93,16.39,29.65,36.46,3.77,18.93,20.99,22.94,22.94,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,US,SUP-0090,30.93,45.95,21.46,29.19,27.68,6.96,19.45,13.02,24.33,24.33,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0091,22.65,32.86,20.71,27.58,37.26,4.03,14.28,19.11,22.31,22.31,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0092,24.67,33.55,18.05,23.59,31.35,6.81,23.83,21.47,22.91,22.91,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0093,25.21,32.91,19.4,17.99,34.07,4.69,17.25,20.76,21.53,21.53,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0094,23.01,31.05,15.52,19.96,31.6,4.04,7.86,20.47,19.19,19.19,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0095,26.92,35.27,17.92,26.37,34.55,2.62,17.46,21.48,22.82,22.82,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0096,24.2,29.4,10.58,24.67,25.79,9.12,15.04,16.08,19.36,19.36,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0097,32.74,32.7,14.95,23.65,33.24,6.19,14.29,18.84,22.07,22.07,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0098,35.24,28.53,13.46,21.48,35.85,1.46,13.57,20.23,21.23,21.23,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0099,21.28,15.7,14.55,20.82,24.59,8.16,13.63,21.12,17.48,17.48,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0100,24.17,23.39,13.35,20.84,31.57,3.68,12.71,20.21,18.74,18.74,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0101,25.02,38.43,20.58,21.92,32.5,0,22.29,15.37,22.01,22.01,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0102,27.78,29.99,14.28,23.46,33.57,4.3,18.16,15.01,20.82,20.82,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0103,28.19,22.5,10.66,19.56,31.73,1.63,9.36,22.84,18.31,18.31,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0104,18.12,37.57,15.18,19.94,30.58,8.53,22.88,19.46,21.53,21.53,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0105,25.7,23.12,21.12,19.5,28.36,6.67,7.25,19.5,18.9,18.9,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0106,26.32,40.45,16.74,24.27,32.12,5.02,18.71,18.14,22.72,22.72,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0107,32.72,27.04,16.44,18.79,32.99,4.38,11.87,16.66,20.11,20.11,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,DE,SUP-0108,27.57,33.09,12.59,21.82,31.15,7.05,14.49,20.89,21.08,21.08,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0109,26.59,25.38,5.72,25.35,31.81,0.88,14.71,19.77,18.78,18.78,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0110,25.92,28.72,4.78,28.56,28.41,0,11.92,22.84,18.89,18.89,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0111,33.35,28.85,3.29,25.22,35.54,6.29,7.74,27.75,21.0,21.0,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0112,23.95,20.37,0,25.8,30.2,3.32,9.06,19.63,16.54,16.54,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0113,31.52,31.78,7.38,26.75,38.37,0,14.79,26.01,22.07,22.07,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0114,23.94,27.82,2.86,29.07,29.54,4.22,13.19,21.92,19.07,19.07,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0115,24.53,27.59,7.57,27.83,31.11,2.48,13.09,18.8,19.12,19.12,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0116,22.26,23.6,3.0,24.94,39.42,3.09,10.41,24.94,18.96,18.96,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0117,25.69,27.67,9.64,23.56,25.92,3.05,11.83,22.61,18.75,18.75,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0118,24.17,32.42,1.6,23.3,33.38,0,20.25,24.44,19.95,19.95,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0119,25.17,30.02,2.53,24.19,29.97,0,9.57,26.28,18.47,18.47,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0120,24.37,27.27,2.34,28.21,35.2,1.75,7.39,20.47,18.37,18.37,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0121,23.44,21.93,2.54,20.81,31.38,0.17,11.24,25.47,17.12,17.12,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0122,21.61,27.64,4.56,25.11,37.84,5.83,11.8,25.79,20.02,20.02,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,JP,SUP-0123,26.49,39.73,0.89,27.82,31.87,6.24,18.32,21.75,21.64,21.64,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0124,38.77,37.65,26.06,45.85,36.35,12.96,24.62,18.91,30.15,30.15,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0125,35.38,34.06,30.35,47.21,31.45,11.05,21.15,10.21,27.61,27.61,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0126,34.54,23.93,26.43,52.26,36.61,13.33,18.68,22.49,28.53,28.53,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0127,40.39,34.66,23.61,44.23,32.24,20.92,26.3,21.09,30.43,30.43,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0128,34.2,30.96,31.08,46.09,36.58,11.22,24.64,17.81,29.07,29.07,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0129,37.43,28.38,28.44,41.56,32.23,14.37,18.54,16.6,27.19,27.19,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0130,45.06,9.73,28.46,53.15,35.81,14.02,14.21,15.65,27.01,27.01,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0131,37.36,29.74,23.22,43.11,36.82,18.5,20.35,21.83,28.87,28.87,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0132,33.9,25.62,31.71,49.32,32.72,18.63,15.84,18.34,28.26,28.26,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0133,32.67,20.32,31.02,44.3,33.6,16.01,10.54,23.27,26.47,26.47,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0134,38.95,27.46,26.75,44.75,29.67,17.62,21.96,14.91,27.76,27.76,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0135,38.06,36.22,35.3,44.97,27.4,11.81,33.35,15.98,30.38,30.38,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0136,35.61,24.93,29.06,43.29,29.45,18.56,25.35,15.77,27.75,27.75,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0137,34.42,31.74,26.65,48.5,33.3,15.74,19.72,18.46,28.57,28.57,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,VN,SUP-0138,40.37,34.62,27.54,50.1,33.64,15.14,29.74,15.03,30.77,30.77,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0139,31.06,22.23,21.71,32.25,34.96,5.41,13.44,26.84,23.49,23.49,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0140,27.32,26.95,17.96,27.95,30.81,0,13.88,23.2,21.01,21.01,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0141,33.33,21.18,17.81,34.49,39.26,6.47,11.92,25.48,23.74,23.74,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0142,29.52,37.03,22.9,30.15,31.65,0,20.25,24.08,24.45,24.45,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0143,31.27,14.48,18.67,32.61,31.31,4.22,6.83,22.36,20.22,20.22,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0144,28.65,31.54,14.8,30.01,35.8,6.94,23.32,22.36,24.18,24.18,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0145,28.68,21.69,22.18,31.27,22.43,1.08,7.91,26.9,20.27,20.27,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0146,31.02,21.16,20.45,31.09,32.47,5.55,18.05,20.4,22.52,22.52,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0147,29.64,29.67,17.66,30.34,37.08,0,24.9,20.05,23.67,23.67,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0148,28.46,16.99,22.73,32.91,34.18,4.27,13.48,25.67,22.34,22.34,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0149,36.92,34.65,18.34,27.31,27.39,7.4,18.95,27.88,24.85,24.85,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,KR,SUP-0150,34.28,32.27,23.77,27.1,31.08,8.03,20.0,24.18,25.09,25.09,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0151,46.34,24.93,29.26,53.32,37.47,17.86,27.34,21.17,32.21,32.21,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0152,41.1,24.82,37.34,45.97,36.82,14.25,22.7,17.2,30.03,30.03,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0153,44.5,40.1,36.4,47.2,29.26,15.19,35.28,21.89,33.73,33.73,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0154,41.46,25.31,32.6,48.19,42.46,15.66,15.67,22.44,30.47,30.47,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0155,43.14,49.39,30.55,52.17,35.14,16.03,38.76,20.82,35.75,35.75,Medium,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0156,45.75,38.08,30.43,44.04,27.73,15.83,31.44,16.61,31.24,31.24,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0157,50.29,18.06,36.38,51.31,35.8,22.89,23.04,17.49,31.91,31.91,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0158,47.86,25.61,33.6,46.98,35.66,17.17,27.29,25.12,32.41,32.41,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0159,36.31,35.52,27.32,47.88,26.94,18.06,31.39,16.16,29.95,29.95,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,BR,SUP-0160,43.98,33.62,30.62,48.17,35.58,18.97,22.87,21.48,31.91,31.91,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0161,43.24,30.29,22.28,51.07,30.56,14.96,25.83,15.82,29.26,29.26,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0162,42.81,32.07,28.7,52.93,26.52,12.8,24.76,19.18,29.97,29.97,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0163,44.71,29.19,27.14,52.8,31.66,17.14,23.2,12.01,29.73,29.73,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0164,41.32,28.4,26.44,54.32,29.39,9.62,13.93,12.22,26.96,26.96,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0165,39.87,42.06,29.92,55.42,38.32,16.32,24.93,15.28,32.77,32.77,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0166,40.99,35.97,28.1,53.89,30.58,13.77,27.14,16.93,30.92,30.92,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0167,44.64,22.59,38.03,51.18,38.52,10.3,25.26,18.79,31.16,31.16,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0168,46.05,35.09,23.76,50.11,36.73,11.92,24.77,18.78,30.9,30.9,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0169,50.38,28.23,26.18,55.6,34.63,16.5,16.99,17.13,30.71,30.71,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,MX,SUP-0170,46.15,24.15,29.35,53.17,27.97,13.8,20.54,17.32,29.06,29.06,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,TH,SUP-0171,31.75,36.78,27.94,50.07,28.1,10.49,25.94,23.17,29.28,29.28,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,TH,SUP-0172,37.29,33.61,25.89,46.89,33.74,10.82,20.5,29.86,29.82,29.82,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,TH,SUP-0173,36.84,19.84,21.33,49.18,31.82,9.79,18.95,25.67,26.68,26.68,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,TH,SUP-0174,41.31,25.22,28.65,54.49,29.02,13.36,17.62,24.93,29.33,29.33,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,TH,SUP-0175,36.25,30.61,27.6,46.67,36.63,9.32,21.27,27.59,29.49,29.49,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
2018-01,TH,SUP-0176,38.46,23.61,20.47,48.13,36.17,18.31,23.87,20.96,28.75,28.75,Low,stable,ensemble_score,risk-engine-v2,Quarterly monitoring,2018-02-15
