date,country_code,country,gdp_growth,gdp_growth_rate,inflation,inflation_rate,interest_rate,industrial_production_index,unemployment_rate,manufacturing_pmi,retail_sales_index,consumer_confidence,business_confidence,exchange_rate_usd,trade_balance_usd,government_debt_percent_gdp,credit_rating,stock_market_index,oil_price_usd,gold_price_usd
2017-06,TR,Turkey,0.805,0.805,52.883,52.883,26.99,67.559,7.595,46.527,95.019,57.031,59.035,25.912452,20914404.58,94.408,A,1036.307,63.712,1309.557
2017-06,ZA,South Africa,2.084,2.084,5.508,5.508,5.39,61.82,6.5,52.518,99.585,64.335,67.252,18.146675,34886728.87,129.301,AA,1109.353,63.712,1309.557
2017-06,AU,Australia,0.98,0.98,2.859,2.859,4.445,77.56,7.446,47.899,95.642,58.027,60.156,1.476372,-9619338.76,84.829,BBB,1046.274,63.712,1309.557
2017-06,CA,Canada,0.917,0.917,3.137,3.137,4.49,79.371,7.499,47.687,95.419,57.671,59.755,1.310555,68152174.78,48.889,AA,1042.707,63.712,1309.557
2017-07,IN,India,1.709,1.709,4.092,4.092,5.058,77.042,6.821,51.445,98.246,62.194,64.843,79.439415,-17451939.94,62.547,AAA,1091.937,62.246,1304.755
2017-07,CN,China,2.118,2.118,1.129,1.129,3.573,94.806,6.47,54.341,99.708,64.533,67.475,6.9242,60159976.29,120.622,A,1115.33,62.246,1304.755
2017-07,US,United States,2.258,2.258,2.935,2.935,4.293,88.128,6.35,54.691,100.208,65.333,68.374,0.979728,21427143.36,51.32,BBB,1123.326,62.246,1304.755
2017-07,DE,Germany,1.842,1.842,2.141,2.141,3.888,91.177,6.707,52.811,98.722,62.956,65.7,0.902459,55087530.05,89.73,AA,1099.557,62.246,1304.755
2017-07,JP,Japan,1.979,1.979,1.94,1.94,3.798,89.503,6.589,53.396,99.211,63.738,66.58,143.944332,25495034.04,125.091,BB,1107.38,62.246,1304.755
2017-07,VN,Vietnam,3.513,3.513,1.997,1.997,4.113,74.364,5.274,60.166,104.69,72.504,76.442,23693.733973,-3504082.22,123.537,A,1195.04,62.246,1304.755
2017-07,BR,Brazil,1.237,1.237,3.289,3.289,4.698,66.363,7.225,48.586,96.561,59.498,61.81,4.78693,-13540663.4,108.176,BBB,1064.979,62.246,1304.755
2017-07,KR,South Korea,1.14,1.14,2.487,2.487,4.248,86.643,7.308,49.152,96.216,58.946,61.189,1294.871698,70995024.96,83.073,BBB,1059.456,62.246,1304.755
2017-07,MX,Mexico,0.831,0.831,3.935,3.935,4.743,71.468,7.573,46.857,95.112,57.18,59.202,16.845309,41547406.65,63.565,AAA,1041.798,62.246,1304.755
2017-07,TH,Thailand,0.963,0.963,0.1,0.1,3.168,68.805,7.46,47.366,95.583,57.932,60.049,33.880697,19561496.39,67.937,A,1049.324,62.246,1304.755
2017-07,PL,Poland,0.904,0.904,4.657,4.657,5.328,73.537,7.511,47.319,95.371,57.593,59.668,3.834838,34638962.15,114.704,AAA,1045.935,62.246,1304.755
2017-07,TR,Turkey,0.825,0.825,53.266,53.266,26.883,67.593,7.579,46.623,95.088,57.14,59.158,26.207682,11587835.79,53.557,BB,1041.404,62.246,1304.755
2017-07,ZA,South Africa,2.224,2.224,4.901,4.901,5.283,62.036,6.38,53.218,100.084,65.135,68.151,17.96407,27305945.26,32.882,BBB,1121.345,62.246,1304.755
2017-07,AU,Australia,0.917,0.917,2.716,2.716,4.338,77.435,7.499,47.587,95.419,57.671,59.755,1.472164,33289646.3,63.33,BBB,1046.707,62.246,1304.755
2017-07,CA,Canada,0.868,0.868,2.803,2.803,4.383,79.269,7.542,47.439,95.242,57.387,59.436,1.311323,64833996.61,99.609,AA,1043.872,62.246,1304.755
2017-08,IN,India,1.58,1.58,4.673,4.673,4.961,76.792,6.931,50.802,97.787,61.46,64.017,80.714616,-15985830.06,28.51,BBB,1088.598,60.72,1300.141
2017-08,CN,China,1.979,1.979,0.323,0.323,3.476,94.475,6.589,53.646,99.211,63.738,66.58,6.907021,14739741.77,30.35,BBB,1111.38,60.72,1300.141
2017-08,US,United States,2.118,2.118,2.554,2.554,4.196,87.82,6.47,53.991,99.708,64.533,67.475,0.998979,1688619.81,125.397,AAA,1119.33,60.72,1300.141
2017-08,DE,Germany,1.709,1.709,1.922,1.922,3.791,90.87,6.821,52.145,98.246,62.194,64.843,0.891026,49255608.5,74.294,A,1095.937,60.72,1300.141
2017-08,JP,Japan,1.842,1.842,1.622,1.622,3.701,89.195,6.707,52.711,98.722,62.956,65.7,145.600794,47079463.98,29.262,AA,1103.557,60.72,1300.141
2017-08,VN,Vietnam,3.555,3.555,2.189,2.189,4.016,74.439,5.238,60.375,104.84,72.743,76.711,24102.227848,10126869.26,26.812,BBB,1201.434,60.72,1300.141
2017-08,BR,Brazil,1.14,1.14,4.01,4.01,4.601,66.199,7.308,48.102,96.216,58.946,61.189,4.754794,-12257824.57,47.997,AAA,1063.456,60.72,1300.141
2017-08,KR,South Korea,1.054,1.054,2.794,2.794,4.151,86.451,7.382,48.722,95.909,58.454,60.636,1279.942043,52926773.31,124.529,A,1058.538,60.72,1300.141
2017-08,MX,Mexico,0.809,0.809,3.6,3.6,4.646,71.426,7.592,46.744,95.032,57.05,59.057,16.757411,56120605.94,67.285,AAA,1044.505,60.72,1300.141
2017-08,TH,Thailand,1.035,1.035,0.127,0.127,3.071,68.932,7.399,47.724,95.839,58.342,60.51,34.460973,1144977.19,77.65,AA,1057.419,60.72,1300.141
2017-08,PL,Poland,0.963,0.963,4.999,4.999,5.231,73.65,7.46,47.616,95.583,57.932,60.049,3.829265,79843956.46,41.431,A,1053.324,60.72,1300.141
2017-08,TR,Turkey,0.858,0.858,52.758,52.758,26.786,67.651,7.551,46.788,95.205,57.329,59.37,26.314967,12017811.74,120.911,BBB,1047.286,60.72,1300.141
2017-08,ZA,South Africa,2.363,2.363,5.202,5.202,5.186,62.253,6.26,53.916,100.583,65.932,69.049,17.972314,36746968.8,108.77,AA,1133.324,60.72,1300.141
2017-08,AU,Australia,0.868,0.868,2.44,2.44,4.241,77.336,7.542,47.339,95.242,57.387,59.436,1.473433,26039155.11,115.346,AAA,1047.872,60.72,1300.141
2017-08,CA,Canada,0.831,0.831,2.63,2.63,4.286,79.194,7.573,47.257,95.112,57.18,59.202,1.310698,34000759.68,62.206,AA,1045.798,60.72,1300.141
2017-09,IN,India,1.458,1.458,4.472,4.472,4.873,76.554,7.036,50.191,97.351,60.761,63.231,79.792813,71204261.81,64.973,AAA,1085.613,59.147,1295.821
2017-09,CN,China,1.842,1.842,1.048,1.048,3.388,94.15,6.707,52.961,98.722,62.956,65.7,6.912687,17123486.44,41.838,A,1107.557,59.147,1295.821
2017-09,US,United States,1.979,1.979,3.101,3.101,4.108,87.514,6.589,53.296,99.211,63.738,66.58,0.979388,-15317683.56,30.486,AAA,1115.38,59.147,1295.821
2017-09,DE,Germany,1.58,1.58,1.529,1.529,3.703,90.575,6.931,51.502,97.787,61.46,64.017,0.89063,44743281.45,126.882,A,1092.598,59.147,1295.821
2017-09,JP,Japan,1.709,1.709,1.326,1.326,3.613,88.895,6.821,52.045,98.246,62.194,64.843,144.93378,22865610.88,50.364,AA,1099.937,59.147,1295.821
2017-09,VN,Vietnam,3.583,3.583,2.209,2.209,3.928,74.49,5.214,60.517,104.941,72.905,76.894,23872.661178,69648075.31,51.361,AA,1207.053,59.147,1295.821
2017-09,BR,Brazil,1.054,1.054,3.655,3.655,4.513,66.053,7.382,47.672,95.909,58.454,60.636,4.7575,61624708.74,77.586,BBB,1062.538,59.147,1295.821
2017-09,KR,South Korea,0.98,0.98,2.564,2.564,4.063,86.285,7.446,48.349,95.642,58.027,60.156,1282.873188,17407543.28,60.106,BBB,1058.274,59.147,1295.821
2017-09,MX,Mexico,0.8,0.8,3.833,3.833,4.558,71.41,7.6,46.701,95.0,57.001,59.001,16.806725,9313304.55,84.185,BB,1048.006,59.147,1295.821
2017-09,TH,Thailand,1.118,1.118,0.255,0.255,2.983,69.08,7.327,48.141,96.136,58.818,61.045,34.587652,57864518.92,83.665,AA,1066.179,59.147,1295.821
2017-09,PL,Poland,1.035,1.035,4.971,4.971,5.143,73.786,7.399,47.974,95.839,58.342,60.51,3.873305,53152347.95,67.319,AA,1061.419,59.147,1295.821
2017-09,TR,Turkey,0.904,0.904,53.021,53.021,26.698,67.732,7.511,47.019,95.371,57.593,59.668,26.464897,-999844.73,61.035,AA,1053.935,59.147,1295.821
2017-09,ZA,South Africa,2.501,2.501,4.892,4.892,5.098,62.467,6.142,54.606,101.076,66.721,69.936,17.952183,-15213018.24,62.242,BBB,1145.21,59.147,1295.821
2017-09,AU,Australia,0.831,0.831,2.728,2.728,4.153,77.263,7.573,47.157,95.112,57.18,59.202,1.482036,-10049855.38,104.215,AA,1049.798,59.147,1295.821
2017-09,CA,Canada,0.809,0.809,2.921,2.921,4.198,79.148,7.592,47.144,95.032,57.05,59.057,1.296818,71574031.49,119.999,BBB,1048.505,59.147,1295.821
2017-10,IN,India,1.343,1.343,4.084,4.084,4.798,76.33,7.134,49.617,96.941,60.105,62.493,80.964461,61333113.67,62.998,A,1083.051,57.54,1291.898
2017-10,CN,China,1.709,1.709,1.305,1.305,3.313,93.834,6.821,52.295,98.246,62.194,64.843,6.795455,-12067612.32,46.287,A,1103.937,57.54,1291.898
2017-10,US,United States,1.842,1.842,2.61,2.61,4.033,87.213,6.707,52.611,98.722,62.956,65.7,0.975445,6001792.37,60.247,AAA,1111.557,57.54,1291.898
2017-10,DE,Germany,1.458,1.458,1.417,1.417,3.628,90.294,7.036,50.891,97.351,60.761,63.231,0.888405,66313744.44,81.054,BBB,1089.613,57.54,1291.898
2017-10,JP,Japan,1.58,1.58,1.689,1.689,3.538,88.606,6.931,51.402,97.787,61.46,64.017,144.010713,2728502.61,32.927,AAA,1096.598,57.54,1291.898
2017-10,VN,Vietnam,3.598,3.598,2.386,2.386,3.853,74.516,5.202,60.59,104.993,72.988,76.987,23565.961675,15804596.39,37.365,BB,1211.883,57.54,1291.898
2017-10,BR,Brazil,0.98,0.98,3.077,3.077,4.438,65.926,7.446,47.299,95.642,58.027,60.156,4.86799,-1594634.26,27.751,AAA,1062.274,57.54,1291.898
2017-10,KR,South Korea,0.917,0.917,2.616,2.616,3.988,86.146,7.499,48.037,95.419,57.671,59.755,1290.876794,7572578.72,52.909,AAA,1058.707,57.54,1291.898
2017-10,MX,Mexico,0.805,0.805,3.565,3.565,4.483,71.42,7.595,46.727,95.019,57.031,59.035,16.722587,51234266.97,65.687,A,1052.307,57.54,1291.898
2017-10,TH,Thailand,1.212,1.212,0.1,0.1,2.908,69.247,7.247,48.611,96.472,59.356,61.65,34.170879,-9869541.62,101.485,BB,1075.557,57.54,1291.898
2017-10,PL,Poland,1.118,1.118,5.312,5.312,5.068,73.944,7.327,48.391,96.136,58.818,61.045,3.971956,41680989.92,73.502,A,1070.179,57.54,1291.898
2017-10,TR,Turkey,0.963,0.963,52.912,52.912,26.623,67.836,7.46,47.316,95.583,57.932,60.049,26.062479,1110.15,65.916,BBB,1061.324,57.54,1291.898
2017-10,ZA,South Africa,2.636,2.636,4.501,4.501,5.023,62.676,6.026,55.281,101.558,67.492,70.804,17.714203,45959896.3,65.65,BBB,1156.923,57.54,1291.898
2017-10,AU,Australia,0.809,0.809,2.466,2.466,4.078,77.218,7.592,47.044,95.032,57.05,59.057,1.472792,-18985759.65,68.205,AA,1052.505,57.54,1291.898
2017-10,CA,Canada,0.8,0.8,3.008,3.008,4.123,79.13,7.6,47.101,95.0,57.001,59.001,1.306456,4081008.54,129.486,A,1052.006,57.54,1291.898
2017-11,IN,India,1.237,1.237,4.317,4.317,4.735,76.122,7.225,49.086,96.561,59.498,61.81,80.523367,8139796.2,111.12,AAA,1080.979,55.912,1288.47
2017-11,CN,China,1.58,1.58,1.199,1.199,3.25,93.529,6.931,51.652,97.787,61.46,64.017,6.991336,59481682.05,118.836,AAA,1100.598,55.912,1288.47
2017-11,US,United States,1.709,1.709,2.601,2.601,3.97,86.92,6.821,51.945,98.246,62.194,64.843,0.973318,884056.9,90.605,AA,1107.937,55.912,1288.47
2017-11,DE,Germany,1.343,1.343,1.774,1.774,3.565,90.03,7.134,50.317,96.941,60.105,62.493,0.906662,2506880.82,86.523,AA,1087.051,55.912,1288.47
2017-11,JP,Japan,1.458,1.458,1.548,1.548,3.475,88.331,7.036,50.791,97.351,60.761,63.231,144.019589,61024286.96,50.567,BB,1093.613,55.912,1288.47
2017-11,VN,Vietnam,3.599,3.599,2.022,2.022,3.79,74.517,5.201,60.593,104.995,72.992,76.99,23890.920418,59483976.98,70.366,BBB,1215.915,55.912,1288.47
2017-11,BR,Brazil,0.917,0.917,3.581,3.581,4.375,65.82,7.499,46.987,95.419,57.671,59.755,4.783459,9040152.2,66.57,BBB,1062.707,55.912,1288.47
2017-11,KR,South Korea,0.868,0.868,2.742,2.742,3.925,86.036,7.542,47.789,95.242,57.387,59.436,1295.641808,65783843.51,83.772,BB,1059.872,55.912,1288.47
2017-11,MX,Mexico,0.825,0.825,3.037,3.037,4.42,71.455,7.579,46.823,95.088,57.14,59.158,16.661827,62273350.94,73.617,BBB,1057.404,55.912,1288.47
2017-11,TH,Thailand,1.316,1.316,0.1,0.1,2.845,69.431,7.158,49.131,96.844,59.95,62.319,34.996936,3319971.72,83.926,BB,1085.499,55.912,1288.47
2017-11,PL,Poland,1.212,1.212,4.87,4.87,5.005,74.123,7.247,48.861,96.472,59.356,61.65,3.916064,50063342.76,101.151,AAA,1079.557,55.912,1288.47
2017-11,TR,Turkey,1.035,1.035,52.731,52.731,26.56,67.961,7.399,47.674,95.839,58.342,60.51,26.270537,30703527.58,121.169,BBB,1069.419,55.912,1288.47
2017-11,ZA,South Africa,2.767,2.767,4.594,4.594,4.96,62.879,5.914,55.934,102.024,68.239,71.644,18.225479,32117846.49,127.506,BBB,1168.388,55.912,1288.47
2017-11,AU,Australia,0.8,0.8,2.407,2.407,4.015,77.2,7.6,47.001,95.0,57.001,59.001,1.482772,13741880.2,25.863,BBB,1056.006,55.912,1288.47
2017-11,CA,Canada,0.805,0.805,3.067,3.067,4.06,79.141,7.595,47.127,95.019,57.031,59.035,1.305937,69687772.79,120.126,BB,1056.307,55.912,1288.47
2017-12,IN,India,1.14,1.14,4.53,4.53,4.686,75.934,7.308,48.602,96.216,58.946,61.189,81.708975,60876194.37,58.263,BB,1079.456,54.276,1285.627
2017-12,CN,China,1.458,1.458,1.279,1.279,3.201,93.238,7.036,51.041,97.351,60.761,63.231,6.875467,16014341.69,31.977,A,1097.613,54.276,1285.627
2017-12,US,United States,1.58,1.58,2.549,2.549,3.921,86.637,6.931,51.302,97.787,61.46,64.017,0.967065,45249096.96,28.324,BBB,1104.598,54.276,1285.627
2017-12,DE,Germany,1.237,1.237,1.915,1.915,3.516,89.785,7.225,49.786,96.561,59.498,61.81,0.896248,74382290.7,61.723,BBB,1084.979,54.276,1285.627
2017-12,JP,Japan,1.343,1.343,1.684,1.684,3.426,88.073,7.134,50.217,96.941,60.105,62.493,147.064181,13012778.15,52.207,AA,1091.051,54.276,1285.627
2017-12,VN,Vietnam,3.585,3.585,2.169,2.169,3.741,74.493,5.213,60.526,104.947,72.915,76.904,24138.296368,71533710.65,42.986,AA,1219.149,54.276,1285.627
2017-12,BR,Brazil,0.868,0.868,3.801,3.801,4.326,65.735,7.542,46.739,95.242,57.387,59.436,4.867907,34212533.64,110.597,AA,1063.872,54.276,1285.627
2017-12,KR,South Korea,0.831,0.831,2.642,2.642,3.876,85.955,7.573,47.607,95.112,57.18,59.202,1303.724067,-7937534.21,37.688,BBB,1061.798,54.276,1285.627
2017-12,MX,Mexico,0.858,0.858,3.519,3.519,4.371,71.516,7.551,46.988,95.205,57.329,59.37,16.699963,43256989.64,127.177,AA,1063.286,54.276,1285.627
2017-12,TH,Thailand,1.429,1.429,0.182,0.182,2.796,69.632,7.061,49.695,97.247,60.595,63.044,34.207908,2577290.94,122.253,AAA,1095.945,54.276,1285.627
2017-12,PL,Poland,1.316,1.316,4.563,4.563,4.956,74.321,7.158,49.381,96.844,59.95,62.319,3.952603,75685397.58,74.606,AA,1089.499,54.276,1285.627
2017-12,TR,Turkey,1.118,1.118,52.779,52.779,26.511,68.107,7.327,48.091,96.136,58.818,61.045,26.125777,3491191.14,123.651,BB,1078.179,54.276,1285.627
2017-12,ZA,South Africa,2.892,2.892,4.746,4.746,4.911,63.072,5.807,56.559,102.471,68.953,72.447,18.159331,53050764.77,70.586,A,1179.529,54.276,1285.627
2017-12,AU,Australia,0.805,0.805,2.604,2.604,3.966,77.211,7.595,47.027,95.019,57.031,59.035,1.457079,54039723.63,115.563,A,1060.307,54.276,1285.627
2017-12,CA,Canada,0.825,0.825,2.69,2.69,4.011,79.18,7.579,47.223,95.088,57.14,59.158,1.327381,-10945441.49,99.784,BB,1061.404,54.276,1285.627
2018-01,IN,India,1.054,1.054,4.518,4.518,4.652,75.766,7.382,48.172,95.909,58.454,60.636,81.26819,43493342.91,91.159,AA,1078.538,52.646,1283.456
2018-01,CN,China,1.343,1.343,1.484,1.484,3.167,92.966,7.134,50.467,96.941,60.105,62.493,6.884157,-12781762.6,85.62,AAA,1095.051,52.646,1283.456
2018-01,US,United States,1.458,1.458,3.031,3.031,3.887,86.368,7.036,50.691,97.351,60.761,63.231,0.98292,16801820.1,39.144,AA,1101.613,52.646,1283.456
2018-01,DE,Germany,1.14,1.14,1.469,1.469,3.482,89.563,7.308,49.302,96.216,58.946,61.189,0.904813,10668055.32,75.637,AAA,1083.456,52.646,1283.456
2018-01,JP,Japan,1.237,1.237,1.946,1.946,3.392,87.834,7.225,49.686,96.561,59.498,61.81,143.724187,41288217.35,115.239,BBB,1088.979,52.646,1283.456
2018-01,VN,Vietnam,3.558,3.558,2.454,2.454,3.707,74.444,5.236,60.389,104.849,72.759,76.729,23881.07814,55749265.52,124.236,A,1221.591,52.646,1283.456
2018-01,BR,Brazil,0.831,0.831,4.084,4.084,4.292,65.673,7.573,46.557,95.112,57.18,59.202,4.85022,36103338.25,122.114,AAA,1065.798,52.646,1283.456
2018-01,KR,South Korea,0.809,0.809,2.621,2.621,3.842,85.905,7.592,47.494,95.032,57.05,59.057,1270.232982,78236408.03,26.981,AA,1064.505,52.646,1283.456
2018-01,MX,Mexico,0.904,0.904,3.788,3.788,4.337,71.602,7.511,47.219,95.371,57.593,59.668,17.078241,10705281.2,107.369,A,1069.935,52.646,1283.456
2018-01,TH,Thailand,1.55,1.55,0.277,0.277,2.762,69.845,6.958,50.298,97.677,61.283,63.819,34.281275,-8961277.36,113.701,AAA,1106.832,52.646,1283.456
2018-01,PL,Poland,1.429,1.429,4.849,4.849,4.922,74.535,7.061,49.945,97.247,60.595,63.044,3.894002,3101758.3,72.826,BB,1099.945,52.646,1283.456
2018-01,TR,Turkey,1.212,1.212,52.919,52.919,26.477,68.271,7.247,48.561,96.472,59.356,61.65,26.621591,37368657.79,63.16,AA,1087.557,52.646,1283.456
2018-01,ZA,South Africa,3.01,3.01,4.841,4.841,4.877,63.255,5.706,57.149,102.892,69.628,73.206,18.050682,1321932.46,100.715,BB,1190.275,52.646,1283.456
2018-01,AU,Australia,0.825,0.825,3.078,3.078,3.932,77.249,7.579,47.123,95.088,57.14,59.158,1.476688,66622487.86,93.53,BB,1065.404,52.646,1283.456
2018-01,CA,Canada,0.858,0.858,2.656,2.656,3.977,79.248,7.551,47.388,95.205,57.329,59.37,1.325247,67102217.76,34.338,A,1067.286,52.646,1283.456
2018-02,IN,India,0.98,0.98,4.599,4.599,4.634,75.621,7.446,47.799,95.642,58.027,60.156,80.597814,46689512.27,47.456,AAA,1078.274,51.036,1282.031
2018-02,CN,China,1.237,1.237,0.826,0.826,3.149,92.713,7.225,49.936,96.561,59.498,61.81,7.058703,1617072.73,99.017,BBB,1092.979,51.036,1282.031
2018-02,US,United States,1.343,1.343,3.107,3.107,3.869,86.115,7.134,50.117,96.941,60.105,62.493,0.975221,-705028.1,113.785,AA,1099.051,51.036,1282.031
2018-02,DE,Germany,1.054,1.054,2.039,2.039,3.464,89.365,7.382,48.872,95.909,58.454,60.636,0.901828,51116939.44,125.227,BB,1082.538,51.036,1282.031
2018-02,JP,Japan,1.14,1.14,1.844,1.844,3.374,87.616,7.308,49.202,96.216,58.946,61.189,145.520544,44040814.03,54.756,AA,1087.456,51.036,1282.031
2018-02,VN,Vietnam,3.517,3.517,2.599,2.599,3.689,74.371,5.271,60.185,104.704,72.526,76.467,23755.773331,7247501.25,44.27,AAA,1223.258,51.036,1282.031
2018-02,BR,Brazil,0.809,0.809,4.169,4.169,4.274,65.635,7.592,46.444,95.032,57.05,59.057,4.758673,17338223.33,74.685,BB,1068.505,51.036,1282.031
2018-02,KR,South Korea,0.8,0.8,2.782,2.782,3.824,85.885,7.6,47.451,95.0,57.001,59.001,1294.382168,-7280238.36,118.08,BBB,1068.006,51.036,1282.031
2018-02,MX,Mexico,0.963,0.963,3.45,3.45,4.319,71.712,7.46,47.516,95.583,57.932,60.049,16.981483,49001862.94,124.279,A,1077.324,51.036,1282.031
2018-02,TH,Thailand,1.677,1.677,0.1,0.1,2.744,70.071,6.849,50.933,98.131,62.009,64.635,34.605525,65548940.52,117.641,AAA,1118.09,51.036,1282.031
2018-02,PL,Poland,1.55,1.55,5.468,5.468,4.904,74.764,6.958,50.548,97.677,61.283,63.819,3.991419,39138828.36,88.148,BB,1110.832,51.036,1282.031
2018-02,TR,Turkey,1.316,1.316,53.025,53.025,26.459,68.453,7.158,49.081,96.844,59.95,62.319,26.821568,69226043.32,89.875,AAA,1097.499,51.036,1282.031
2018-02,ZA,South Africa,3.12,3.12,4.764,4.764,4.859,63.426,5.612,57.699,103.285,70.256,73.913,17.938449,40939418.19,91.433,A,1200.559,51.036,1282.031
2018-02,AU,Australia,0.858,0.858,3.037,3.037,3.914,77.315,7.551,47.288,95.205,57.329,59.37,1.488379,22957626.74,65.798,A,1071.286,51.036,1282.031
2018-02,CA,Canada,0.904,0.904,3.25,3.25,3.959,79.343,7.511,47.619,95.371,57.593,59.668,1.326808,33397945.47,44.647,BBB,1073.935,51.036,1282.031
2018-03,IN,India,0.917,0.917,4.311,4.311,4.631,75.499,7.499,47.487,95.419,57.671,59.755,81.499768,38411830.08,78.845,AAA,1078.707,49.458,1281.42
2018-03,CN,China,1.14,1.14,1.398,1.398,3.146,92.484,7.308,49.452,96.216,58.946,61.189,7.023858,-1371241.46,117.952,BB,1091.456,49.458,1281.42
2018-03,US,United States,1.237,1.237,3.032,3.032,3.866,85.882,7.225,49.586,96.561,59.498,61.81,0.979922,-17196763.64,37.129,BBB,1096.979,49.458,1281.42
2018-03,DE,Germany,0.98,0.98,1.92,1.92,3.461,89.194,7.446,48.499,95.642,58.027,60.156,0.914038,17283153.31,97.898,AAA,1082.274,49.458,1281.42
2018-03,JP,Japan,1.054,1.054,2.063,2.063,3.371,87.422,7.382,48.772,95.909,58.454,60.636,146.122851,79820709.8,66.622,BBB,1086.538,49.458,1281.42
2018-03,VN,Vietnam,3.463,3.463,2.458,2.458,3.686,74.273,5.317,59.915,104.511,72.217,76.12,24183.090419,7938483.17,66.696,AA,1224.174,49.458,1281.42
2018-03,BR,Brazil,0.8,0.8,3.398,3.398,4.271,65.62,7.6,46.401,95.0,57.001,59.001,4.826161,27626567.5,39.556,BBB,1072.006,49.458,1281.42
2018-03,KR,South Korea,0.805,0.805,2.938,2.938,3.821,85.897,7.595,47.477,95.019,57.031,59.035,1315.770174,49482731.56,109.877,BB,1072.307,49.458,1281.42
2018-03,MX,Mexico,1.035,1.035,3.726,3.726,4.316,71.844,7.399,47.874,95.839,58.342,60.51,17.019129,-18576353.29,77.45,A,1085.419,49.458,1281.42
2018-03,TH,Thailand,1.809,1.809,0.447,0.447,2.741,70.306,6.735,51.594,98.603,62.765,65.485,34.709104,41305404.75,129.471,BB,1129.647,49.458,1281.42
2018-03,PL,Poland,1.677,1.677,5.407,5.407,4.901,75.005,6.849,51.183,98.131,62.009,64.635,3.921288,43954712.65,110.237,AAA,1122.09,49.458,1281.42
2018-03,TR,Turkey,1.429,1.429,53.29,53.29,26.456,68.651,7.061,49.645,97.247,60.595,63.044,26.226183,61849588.9,128.543,AAA,1107.945,49.458,1281.42
2018-03,ZA,South Africa,3.221,3.221,5.323,5.323,4.856,63.582,5.525,58.203,103.645,70.832,74.561,18.156318,2024286.03,44.574,AA,1210.318,49.458,1281.42
2018-03,AU,Australia,0.904,0.904,2.98,2.98,3.911,77.408,7.511,47.519,95.371,57.593,59.668,1.5082,6479817.55,67.949,BBB,1077.935,49.458,1281.42
2018-03,CA,Canada,0.963,0.963,3.354,3.354,3.956,79.464,7.46,47.916,95.583,57.932,60.049,1.320603,67741051.96,36.935,BBB,1081.324,49.458,1281.42
2018-04,IN,India,0.868,0.868,4.824,4.824,4.643,75.402,7.542,47.239,95.242,57.387,59.436,81.411554,56358551.67,93.05,BBB,1079.872,47.926,1281.679
2018-04,CN,China,1.054,1.054,1.557,1.557,3.158,92.279,7.382,49.022,95.909,58.454,60.636,7.073495,-3270206.2,86.432,A,1090.538,47.926,1281.679
2018-04,US,United States,1.14,1.14,3.085,3.085,3.878,85.669,7.308,49.102,96.216,58.946,61.189,0.990303,74098042.69,124.907,BBB,1095.456,47.926,1281.679
2018-04,DE,Germany,0.917,0.917,2.242,2.242,3.473,89.05,7.499,48.187,95.419,57.671,59.755,0.89121,41482365.47,46.813,BB,1082.707,47.926,1281.679
2018-04,JP,Japan,0.98,0.98,2.093,2.093,3.383,87.255,7.446,48.399,95.642,58.027,60.156,145.512674,58423514.21,83.638,AA,1086.274,47.926,1281.679
2018-04,VN,Vietnam,3.396,3.396,2.731,2.731,3.698,74.154,5.374,59.582,104.273,71.837,75.691,23901.53629,14321008.95,32.071,AA,1224.368,47.926,1281.679
2018-04,BR,Brazil,0.805,0.805,3.562,3.562,4.283,65.629,7.595,46.427,95.019,57.031,59.035,4.877777,-18759859.88,58.657,AAA,1076.307,47.926,1281.679
2018-04,KR,South Korea,0.825,0.825,2.582,2.582,3.833,85.94,7.579,47.573,95.088,57.14,59.158,1324.19379,-9844134.45,121.418,BBB,1077.404,47.926,1281.679
2018-04,MX,Mexico,1.118,1.118,3.972,3.972,4.328,71.999,7.327,48.291,96.136,58.818,61.045,16.944831,52536138.49,96.665,A,1094.179,47.926,1281.679
2018-04,TH,Thailand,1.945,1.945,0.169,0.169,2.753,70.547,6.619,52.275,99.089,63.543,66.361,35.584547,67086064.13,56.505,A,1141.427,47.926,1281.679
2018-04,PL,Poland,1.809,1.809,5.183,5.183,4.913,75.257,6.735,51.844,98.603,62.765,65.485,3.931005,39820417.08,125.454,BB,1133.647,47.926,1281.679
2018-04,TR,Turkey,1.55,1.55,52.923,52.923,26.468,68.862,6.958,50.248,97.677,61.283,63.819,26.606416,68809805.87,44.321,AA,1118.832,47.926,1281.679
2018-04,ZA,South Africa,3.311,3.311,4.895,4.895,4.868,63.722,5.448,58.656,103.968,71.349,75.143,17.966402,78431570.85,97.825,AAA,1219.493,47.926,1281.679
2018-04,AU,Australia,0.963,0.963,3.419,3.419,3.923,77.526,7.46,47.816,95.583,57.932,60.049,1.479682,38149178.39,42.944,AA,1085.324,47.926,1281.679
2018-04,CA,Canada,1.035,1.035,3.065,3.065,3.968,79.611,7.399,48.274,95.839,58.342,60.51,1.350282,12707336.55,119.465,AAA,1089.419,47.926,1281.679
2018-05,IN,India,0.831,0.831,4.548,4.548,4.671,75.331,7.573,47.057,95.112,57.18,59.202,82.021675,5991035.6,101.811,BBB,1081.798,46.453,1282.855
2018-05,CN,China,0.98,0.98,1.383,1.383,3.186,92.102,7.446,48.649,95.642,58.027,60.156,6.98367,19927110.57,68.932,BBB,1090.274,46.453,1282.855
