date,year,month,quarter,country_code,commodity_code,country,commodity,unit,price_usd,price_local_currency,currency_code,exchange_rate,volume_traded,market_volatility_index,economic_cycle_phase,price_change_pct,is_anomaly
2015-09,2015,9,3,ZA,PAP,South Africa,Paper,USD/ton,572.4682,10414.4263,ZAR,18.192147,24851,4.292,expansion,0.834,false
2015-09,2015,9,3,AU,STL,Australia,Steel,USD/ton,367.4262,549.7916,AUD,1.496332,31879,6.773,expansion,-5.066,false
2015-09,2015,9,3,AU,COP,Australia,Copper,USD/ton,4978.4412,7447.1481,AUD,1.49588,8012,9.129,expansion,3.226,false
2015-09,2015,9,3,AU,PLA,Australia,Plastic,USD/ton,1285.8008,1963.7814,AUD,1.527283,21208,4.442,expansion,1.263,false
2015-09,2015,9,3,AU,CTN,Australia,Cotton,USD/ton,1707.5548,2574.0795,AUD,1.507465,22862,6.716,expansion,-2.045,false
2015-09,2015,9,3,AU,SLC,Australia,Silicon,USD/ton,2801.5467,4201.8387,AUD,1.499828,47273,12.035,expansion,-8.671,false
2015-09,2015,9,3,AU,ALM,Australia,Aluminum,USD/ton,1578.8816,2336.628,AUD,1.479926,37513,5.147,expansion,0.42,false
2015-09,2015,9,3,AU,LIT,Australia,Lithium,USD/ton,18970.6716,28356.6287,AUD,1.494761,6032,15.751,expansion,2.146,false
2015-09,2015,9,3,AU,NIC,Australia,Nickel,USD/ton,11330.2265,16822.5017,AUD,1.484745,33607,13.245,expansion,-3.557,false
2015-09,2015,9,3,AU,REE,Australia,Rare Earth,USD/ton,57989.4971,87658.0722,AUD,1.51162,7344,21.089,expansion,8.826,false
2015-09,2015,9,3,AU,SEM,Australia,Semiconductors,USD/unit,6.5367,9.8541,AUD,1.507508,19845,10.162,expansion,0.464,false
2015-09,2015,9,3,AU,RBR,Australia,Rubber,USD/ton,1611.1989,2370.5517,AUD,1.471297,7954,6.531,expansion,-1.518,false
2015-09,2015,9,3,AU,TIM,Australia,Timber,USD/m³,466.5388,714.1159,AUD,1.530668,63834,8.834,expansion,5.241,false
2015-09,2015,9,3,AU,CEM,Australia,Cement,USD/ton,137.6486,208.5092,AUD,1.514793,3347,8.095,expansion,-11.701,false
2015-09,2015,9,3,AU,GLS,Australia,Glass,USD/ton,948.5014,1402.7576,AUD,1.47892,15599,6.348,expansion,3.851,false
2015-09,2015,9,3,AU,PAP,Australia,Paper,USD/ton,757.1284,1125.6977,AUD,1.486799,32521,4.005,expansion,0.015,false
2015-09,2015,9,3,CA,STL,Canada,Steel,USD/ton,366.8009,482.7458,CAD,1.316098,49412,7.202,expansion,-6.291,false
2015-09,2015,9,3,CA,COP,Canada,Copper,USD/ton,4749.3097,6267.8077,CAD,1.31973,36666,8.301,expansion,-0.861,false
2015-09,2015,9,3,CA,PLA,Canada,Plastic,USD/ton,1254.6,1650.4322,CAD,1.315505,4281,4.108,expansion,-0.308,false
2015-09,2015,9,3,CA,CTN,Canada,Cotton,USD/ton,1715.2392,2253.0058,CAD,1.313523,13867,6.34,expansion,0.971,false
2015-09,2015,9,3,CA,SLC,Canada,Silicon,USD/ton,2784.7225,3702.52,CAD,1.329583,53495,9.954,expansion,2.727,false
2015-09,2015,9,3,CA,ALM,Canada,Aluminum,USD/ton,1531.6566,2044.059,CAD,1.334541,30155,5.443,expansion,1.267,false
2015-09,2015,9,3,CA,LIT,Canada,Lithium,USD/ton,19109.209,25541.0243,CAD,1.336582,40832,16.684,expansion,4.813,false
2015-09,2015,9,3,CA,NIC,Canada,Nickel,USD/ton,11764.01,15573.863,CAD,1.323857,42631,13.533,expansion,-4.38,false
2015-09,2015,9,3,CA,REE,Canada,Rare Earth,USD/ton,55191.9019,73640.6905,CAD,1.334266,22079,18.65,expansion,1.856,false
2015-09,2015,9,3,CA,SEM,Canada,Semiconductors,USD/unit,6.6564,8.7997,CAD,1.321975,3585,11.052,expansion,3.005,false
2015-09,2015,9,3,CA,RBR,Canada,Rubber,USD/ton,1583.1358,2122.2674,CAD,1.340547,38608,6.755,expansion,-2.157,false
2015-09,2015,9,3,CA,TIM,Canada,Timber,USD/m³,438.2706,576.7688,CAD,1.316011,42584,7.864,expansion,-2.47,false
2015-09,2015,9,3,CA,CEM,Canada,Cement,USD/ton,134.8528,179.6829,CAD,1.332437,19432,7.88,expansion,-11.086,false
2015-09,2015,9,3,CA,GLS,Canada,Glass,USD/ton,904.0159,1202.5151,CAD,1.330192,23100,5.491,expansion,-1.402,false
2015-09,2015,9,3,CA,PAP,Canada,Paper,USD/ton,731.2653,971.0279,CAD,1.327873,15942,4.386,expansion,-1.104,false
2015-10,2015,10,4,IN,STL,India,Steel,USD/ton,261.6441,21246.9595,INR,81.20559,23177,5.45,expansion,-1.286,false
2015-10,2015,10,4,IN,COP,India,Copper,USD/ton,3385.7777,279490.7087,INR,82.548453,33986,8.136,expansion,-0.388,false
2015-10,2015,10,4,IN,PLA,India,Plastic,USD/ton,912.2326,74438.3159,INR,81.600144,32170,4.33,expansion,0.943,false
2015-10,2015,10,4,IN,CTN,India,Cotton,USD/ton,1374.4053,112068.0148,INR,81.539279,16290,9.369,expansion,9.626,false
2015-10,2015,10,4,IN,SLC,India,Silicon,USD/ton,1951.1687,159466.9613,INR,81.728945,65962,11.552,expansion,-7.292,false
2015-10,2015,10,4,IN,ALM,India,Aluminum,USD/ton,1123.1133,90824.1095,INR,80.86816,11809,5.567,expansion,1.621,false
2015-10,2015,10,4,IN,LIT,India,Lithium,USD/ton,13896.3185,1134495.7262,INR,81.640021,104359,15.901,expansion,-2.573,false
2015-10,2015,10,4,IN,NIC,India,Nickel,USD/ton,8396.4467,691244.3602,INR,82.325821,31622,12.997,expansion,-2.849,false
2015-10,2015,10,4,IN,REE,India,Rare Earth,USD/ton,41852.5029,3365015.0832,INR,80.401764,6883,21.912,expansion,11.177,false
2015-10,2015,10,4,IN,SEM,India,Semiconductors,USD/unit,4.7132,387.586,INR,82.234435,36601,11.834,expansion,-5.24,false
2015-10,2015,10,4,IN,RBR,India,Rubber,USD/ton,1164.8342,95788.3843,INR,82.233492,11445,6.386,expansion,1.104,false
2015-10,2015,10,4,IN,TIM,India,Timber,USD/m³,293.1035,24027.961,INR,81.977743,40809,10.698,expansion,-10.565,false
2015-10,2015,10,4,IN,CEM,India,Cement,USD/ton,101.3845,8172.607,INR,80.609993,19275,4.008,expansion,-0.024,false
2015-10,2015,10,4,IN,GLS,India,Glass,USD/ton,674.7514,54690.7329,INR,81.053159,1483,5.324,expansion,-0.926,false
2015-10,2015,10,4,IN,PAP,India,Paper,USD/ton,586.7781,47926.3508,INR,81.677129,58150,7.034,expansion,8.67,false
2015-10,2015,10,4,CN,STL,China,Steel,USD/ton,274.766,1908.2532,CNY,6.945012,19843,5.576,expansion,-1.645,false
2015-10,2015,10,4,CN,COP,China,Copper,USD/ton,3656.1563,26004.1456,CNY,7.112427,46980,8.155,expansion,-0.444,false
2015-10,2015,10,4,CN,PLA,China,Plastic,USD/ton,974.6677,6852.9692,CNY,7.031083,20686,4.14,expansion,-0.401,false
2015-10,2015,10,4,CN,CTN,China,Cotton,USD/ton,1507.6352,10322.3789,CNY,6.846735,48919,12.16,expansion,17.6,false
2015-10,2015,10,4,CN,SLC,China,Silicon,USD/ton,2183.8524,15371.7007,CNY,7.0388,27442,9.165,expansion,-0.471,false
2015-10,2015,10,4,CN,ALM,China,Aluminum,USD/ton,1186.4745,8376.5965,CNY,7.060073,2542,5.381,expansion,1.089,false
2015-10,2015,10,4,CN,LIT,China,Lithium,USD/ton,16789.6825,118248.7401,CNY,7.042941,41123,19.865,expansion,13.9,false
2015-10,2015,10,4,CN,NIC,China,Nickel,USD/ton,8932.3331,61994.4402,CNY,6.940453,31435,12.387,expansion,-1.105,false
2015-10,2015,10,4,CN,REE,China,Rare Earth,USD/ton,41419.5396,290930.5605,CNY,7.023993,37956,18.9,expansion,2.571,false
2015-10,2015,10,4,CN,SEM,China,Semiconductors,USD/unit,4.8839,34.1274,CNY,6.987709,18178,11.312,expansion,-3.747,false
2015-10,2015,10,4,CN,RBR,China,Rubber,USD/ton,1244.068,8715.8319,CNY,7.005913,26414,6.694,expansion,1.981,false
2015-10,2015,10,4,CN,TIM,China,Timber,USD/m³,314.932,2192.038,CNY,6.960353,33461,8.927,expansion,-5.506,false
2015-10,2015,10,4,CN,CEM,China,Cement,USD/ton,107.9755,743.5854,CNY,6.88661,43558,4.608,expansion,1.738,false
2015-10,2015,10,4,CN,GLS,China,Glass,USD/ton,697.5033,4862.155,CNY,6.970798,4246,5.358,expansion,1.023,false
2015-10,2015,10,4,CN,PAP,China,Paper,USD/ton,623.891,4364.4495,CNY,6.995533,29446,7.455,expansion,9.872,false
2015-10,2015,10,4,US,STL,United States,Steel,USD/ton,371.1187,361.849,USD,0.975022,26501,5.102,expansion,-0.292,false
2015-10,2015,10,4,US,COP,United States,Copper,USD/ton,5017.7978,4915.2783,USD,0.979569,16103,9.551,expansion,4.432,false
2015-10,2015,10,4,US,PLA,United States,Plastic,USD/ton,1301.1247,1280.1236,USD,0.983859,30822,4.196,expansion,0.559,false
2015-10,2015,10,4,US,CTN,United States,Cotton,USD/ton,1948.9118,1906.6401,USD,0.97831,78730,10.121,expansion,11.775,false
2015-10,2015,10,4,US,SLC,United States,Silicon,USD/ton,2943.4388,2950.5221,USD,1.002406,84478,10.282,expansion,-3.663,false
2015-10,2015,10,4,US,ALM,United States,Aluminum,USD/ton,1627.1651,1603.8729,USD,0.985685,14863,5.599,expansion,1.711,false
2015-10,2015,10,4,US,LIT,United States,Lithium,USD/ton,23514.4211,22862.5095,USD,0.972276,29014,22.12,expansion,20.344,true
2015-10,2015,10,4,US,NIC,United States,Nickel,USD/ton,12708.1739,12439.7357,USD,0.978877,34194,12.393,expansion,1.123,false
2015-10,2015,10,4,US,REE,United States,Rare Earth,USD/ton,54315.876,53628.957,USD,0.987353,17516,18.016,expansion,-0.046,false
2015-10,2015,10,4,US,SEM,United States,Semiconductors,USD/unit,6.6852,6.6179,USD,0.989935,48083,11.527,expansion,-4.362,false
2015-10,2015,10,4,US,RBR,United States,Rubber,USD/ton,1671.4727,1637.1949,USD,0.979492,49632,6.473,expansion,-1.351,false
2015-10,2015,10,4,US,TIM,United States,Timber,USD/m³,418.6069,409.4376,USD,0.978096,35222,10.454,expansion,-9.867,false
2015-10,2015,10,4,US,CEM,United States,Cement,USD/ton,145.9663,141.6993,USD,0.970768,34834,4.641,expansion,1.831,false
2015-10,2015,10,4,US,GLS,United States,Glass,USD/ton,941.4006,913.5787,USD,0.970446,34475,5.706,expansion,-2.017,false
2015-10,2015,10,4,US,PAP,United States,Paper,USD/ton,846.488,844.154,USD,0.997243,8280,7.569,expansion,10.197,false
2015-10,2015,10,4,DE,STL,Germany,Steel,USD/ton,367.1578,335.8024,EUR,0.9146,47581,5.92,expansion,2.63,false
2015-10,2015,10,4,DE,COP,Germany,Copper,USD/ton,4633.9638,4165.3967,EUR,0.898884,45978,8.608,expansion,-1.736,false
2015-10,2015,10,4,DE,PLA,Germany,Plastic,USD/ton,1261.928,1134.6747,EUR,0.89916,44295,4.675,expansion,1.93,false
2015-10,2015,10,4,DE,CTN,Germany,Cotton,USD/ton,1910.6933,1730.8622,EUR,0.905882,13663,9.806,expansion,10.873,false
2015-10,2015,10,4,DE,SLC,Germany,Silicon,USD/ton,2823.3859,2569.4999,EUR,0.910077,68346,9.415,expansion,1.187,false
2015-10,2015,10,4,DE,ALM,Germany,Aluminum,USD/ton,1548.1,1391.1563,EUR,0.898622,21047,5.522,expansion,1.49,false
2015-10,2015,10,4,DE,LIT,Germany,Lithium,USD/ton,21767.6703,19799.78,EUR,0.909596,56833,20.275,expansion,15.073,false
2015-10,2015,10,4,DE,NIC,Germany,Nickel,USD/ton,10763.9743,9664.0422,EUR,0.897814,16374,14.212,expansion,-6.32,false
2015-10,2015,10,4,DE,REE,Germany,Rare Earth,USD/ton,56236.3326,51088.1349,EUR,0.908454,29193,19.758,expansion,5.023,false
2015-10,2015,10,4,DE,SEM,Germany,Semiconductors,USD/unit,6.4452,5.8429,EUR,0.906556,27868,10.594,expansion,1.698,false
2015-10,2015,10,4,DE,RBR,Germany,Rubber,USD/ton,1607.2707,1454.3998,EUR,0.904888,2948,6.056,expansion,-0.159,false
2015-10,2015,10,4,DE,TIM,Germany,Timber,USD/m³,402.5606,362.1813,EUR,0.899694,6296,9.407,expansion,-6.876,false
2015-10,2015,10,4,DE,CEM,Germany,Cement,USD/ton,136.7072,122.4229,EUR,0.895512,42338,4.129,expansion,-0.369,false
2015-10,2015,10,4,DE,GLS,Germany,Glass,USD/ton,929.7253,856.0694,EUR,0.920777,37698,5.367,expansion,1.048,false
2015-10,2015,10,4,DE,PAP,Germany,Paper,USD/ton,796.6655,719.816,EUR,0.903536,100908,6.492,expansion,7.119,false
2015-10,2015,10,4,JP,STL,Japan,Steel,USD/ton,351.192,51071.7572,JPY,145.42402,5567,5.163,expansion,0.466,false
2015-10,2015,10,4,JP,COP,Japan,Copper,USD/ton,4626.8741,673139.3576,JPY,145.484692,32090,8.703,expansion,2.007,false
2015-10,2015,10,4,JP,PLA,Japan,Plastic,USD/ton,1222.7663,176919.0445,JPY,144.68754,27330,4.389,expansion,-1.111,false
2015-10,2015,10,4,JP,CTN,Japan,Cotton,USD/ton,1890.0467,277663.7481,JPY,146.908406,36652,9.925,expansion,11.214,false
2015-10,2015,10,4,JP,SLC,Japan,Silicon,USD/ton,2777.3373,410688.2397,JPY,147.871212,50217,9.518,expansion,1.479,false
2015-10,2015,10,4,JP,ALM,Japan,Aluminum,USD/ton,1499.1212,222697.0611,JPY,148.55174,4111,5.306,expansion,0.875,false
2015-10,2015,10,4,JP,LIT,Japan,Lithium,USD/ton,21076.0009,3097203.4446,JPY,146.954038,9056,21.869,expansion,19.627,true
2015-10,2015,10,4,JP,NIC,Japan,Nickel,USD/ton,11668.4361,1716173.9256,JPY,147.078315,20692,13.805,expansion,5.157,false
2015-10,2015,10,4,JP,REE,Japan,Rare Earth,USD/ton,52903.2923,7775582.0767,JPY,146.977281,8236,18.85,expansion,-2.428,false
2015-10,2015,10,4,JP,SEM,Japan,Semiconductors,USD/unit,6.4027,937.4331,JPY,146.412719,29737,10.661,expansion,1.887,false
2015-10,2015,10,4,JP,RBR,Japan,Rubber,USD/ton,1553.119,227843.5907,JPY,146.700666,29097,6.477,expansion,-1.363,false
2015-10,2015,10,4,JP,TIM,Japan,Timber,USD/m³,393.9032,57631.1468,JPY,146.307903,26542,11.298,expansion,-12.281,false
2015-10,2015,10,4,JP,CEM,Japan,Cement,USD/ton,130.4854,19263.3823,JPY,147.628646,24713,5.1,expansion,-3.143,false
2015-10,2015,10,4,JP,GLS,Japan,Glass,USD/ton,890.1613,130029.515,JPY,146.074103,36057,5.178,expansion,0.509,false
2015-10,2015,10,4,JP,PAP,Japan,Paper,USD/ton,775.9751,114329.4421,JPY,147.336477,39554,6.588,expansion,7.395,false
2015-10,2015,10,4,VN,STL,Vietnam,Steel,USD/ton,276.077,6645679.4123,VND,24071.831812,44132,6.504,expansion,4.298,false
2015-10,2015,10,4,VN,COP,Vietnam,Copper,USD/ton,3476.7458,82949551.8254,VND,23858.388515,5058,8.71,expansion,2.028,false
2015-10,2015,10,4,VN,PLA,Vietnam,Plastic,USD/ton,941.5564,22760817.9231,VND,24173.611189,32023,4.118,expansion,0.338,false
2015-10,2015,10,4,VN,CTN,Vietnam,Cotton,USD/ton,1466.9998,34977848.7699,VND,23843.117736,18310,10.851,expansion,13.86,false
2015-10,2015,10,4,VN,SLC,Vietnam,Silicon,USD/ton,2123.663,51496363.6755,VND,24248.839617,4271,10.663,expansion,4.753,false
2015-10,2015,10,4,VN,ALM,Vietnam,Aluminum,USD/ton,1134.3958,27095383.8975,VND,23885.300798,8795,5.385,expansion,-1.099,false
2015-10,2015,10,4,VN,LIT,Vietnam,Lithium,USD/ton,17097.4166,408901715.559,VND,23915.994139,94535,24.385,expansion,26.814,true
2015-10,2015,10,4,VN,NIC,Vietnam,Nickel,USD/ton,8795.0443,209595174.1735,VND,23831.053854,43704,12.571,expansion,1.63,false
2015-10,2015,10,4,VN,REE,Vietnam,Rare Earth,USD/ton,41846.4325,987720556.9589,VND,23603.459063,3783,20.071,expansion,5.916,false
2015-10,2015,10,4,VN,SEM,Vietnam,Semiconductors,USD/unit,4.7876,115115.4958,VND,24044.313174,25431,10.346,expansion,0.99,false
2015-10,2015,10,4,VN,RBR,Vietnam,Rubber,USD/ton,1195.0463,28708122.4375,VND,24022.602926,4853,6.213,expansion,-0.607,false
2015-10,2015,10,4,VN,TIM,Vietnam,Timber,USD/m³,303.2631,7307957.6419,VND,24097.750544,43043,9.783,expansion,-7.951,false
2015-10,2015,10,4,VN,CEM,Vietnam,Cement,USD/ton,101.3837,2436652.3576,VND,24033.975673,34519,4.825,expansion,-2.357,false
2015-10,2015,10,4,VN,GLS,Vietnam,Glass,USD/ton,695.4192,16484142.6531,VND,23703.89498,30309,5.046,expansion,-0.132,false
2015-10,2015,10,4,VN,PAP,Vietnam,Paper,USD/ton,598.8317,14411107.9293,VND,24065.372656,101038,7.078,expansion,8.795,false
2015-10,2015,10,4,BR,STL,Brazil,Steel,USD/ton,288.3072,1416.047,BRL,4.911591,18324,5.744,expansion,2.127,false
2015-10,2015,10,4,BR,COP,Brazil,Copper,USD/ton,3825.1816,18788.4243,BRL,4.911773,19120,9.995,expansion,5.699,false
2015-10,2015,10,4,BR,PLA,Brazil,Plastic,USD/ton,1010.6747,4997.4557,BRL,4.944673,9457,4.497,expansion,1.419,false
2015-10,2015,10,4,BR,CTN,Brazil,Cotton,USD/ton,1503.2279,7316.3579,BRL,4.867098,23368,9.313,expansion,9.464,false
2015-10,2015,10,4,BR,SLC,Brazil,Silicon,USD/ton,2259.8077,10987.3928,BRL,4.862092,61759,10.592,expansion,4.55,false
2015-10,2015,10,4,BR,ALM,Brazil,Aluminum,USD/ton,1225.5589,6033.8979,BRL,4.923385,6166,5.402,expansion,-1.148,false
2015-10,2015,10,4,BR,LIT,Brazil,Lithium,USD/ton,17647.3014,86662.7705,BRL,4.910823,19853,22.855,expansion,22.442,true
2015-10,2015,10,4,BR,NIC,Brazil,Nickel,USD/ton,9327.1622,45090.1475,BRL,4.834284,19099,13.079,expansion,3.083,false
2015-10,2015,10,4,BR,REE,Brazil,Rare Earth,USD/ton,45777.7733,224311.69,BRL,4.900013,41480,20.55,expansion,7.285,false
2015-10,2015,10,4,BR,SEM,Brazil,Semiconductors,USD/unit,5.1757,25.3637,BRL,4.900533,40923,10.358,expansion,-1.022,false
2015-10,2015,10,4,BR,RBR,Brazil,Rubber,USD/ton,1281.2519,6279.8804,BRL,4.901363,30937,6.263,expansion,-0.753,false
2015-10,2015,10,4,BR,TIM,Brazil,Timber,USD/m³,325.6307,1584.8206,BRL,4.866926,40111,10.526,expansion,-10.074,false
2015-10,2015,10,4,BR,CEM,Brazil,Cement,USD/ton,106.9217,518.6899,BRL,4.85112,5831,5.595,expansion,-4.558,false
2015-10,2015,10,4,BR,GLS,Brazil,Glass,USD/ton,731.3975,3571.6747,BRL,4.883357,47043,5.112,expansion,-0.32,false
2015-10,2015,10,4,BR,PAP,Brazil,Paper,USD/ton,639.7352,3105.6287,BRL,4.854553,72625,6.303,expansion,6.58,false
2015-10,2015,10,4,KR,STL,South Korea,Steel,USD/ton,343.5942,453338.7732,KRW,1319.401801,1280,5.794,expansion,-2.268,false
2015-10,2015,10,4,KR,COP,South Korea,Copper,USD/ton,4418.1533,5770708.3717,KRW,1306.135844,25909,8.215,expansion,-0.615,false
2015-10,2015,10,4,KR,PLA,South Korea,Plastic,USD/ton,1189.7702,1538763.0446,KRW,1293.327966,29364,4.059,expansion,-0.168,false
2015-10,2015,10,4,KR,CTN,South Korea,Cotton,USD/ton,1835.9811,2405499.0414,KRW,1310.198166,51006,10.002,expansion,11.433,false
2015-10,2015,10,4,KR,SLC,South Korea,Silicon,USD/ton,2751.649,3608569.5033,KRW,1311.4207,8608,11.283,expansion,6.523,false
2015-10,2015,10,4,KR,ALM,South Korea,Aluminum,USD/ton,1457.8714,1882928.8304,KRW,1291.560316,47869,5.402,expansion,-1.149,false
2015-10,2015,10,4,KR,LIT,South Korea,Lithium,USD/ton,20978.1009,27562825.1552,KRW,1313.885621,45761,22.293,expansion,20.836,true
2015-10,2015,10,4,KR,NIC,South Korea,Nickel,USD/ton,11530.3677,15265056.9746,KRW,1323.90027,49814,12.2,expansion,0.572,false
2015-10,2015,10,4,KR,REE,South Korea,Rare Earth,USD/ton,49510.7117,64841118.553,KRW,1309.638185,20271,18.134,expansion,-0.383,false
2015-10,2015,10,4,KR,SEM,South Korea,Semiconductors,USD/unit,5.8434,7653.926,KRW,1309.845963,43189,11.991,expansion,-5.69,false
2015-10,2015,10,4,KR,RBR,South Korea,Rubber,USD/ton,1514.0923,1990836.4726,KRW,1314.871295,41327,6.246,expansion,-0.702,false
2015-10,2015,10,4,KR,TIM,South Korea,Timber,USD/m³,369.2178,485647.0935,KRW,1315.340438,1007,11.474,expansion,-12.784,false
2015-10,2015,10,4,KR,CEM,South Korea,Cement,USD/ton,130.5045,168262.4505,KRW,1289.323219,48375,4.04,expansion,-0.114,false
2015-10,2015,10,4,KR,GLS,South Korea,Glass,USD/ton,879.8392,1155116.286,KRW,1312.872058,17981,5.364,expansion,-1.041,false
2015-10,2015,10,4,KR,PAP,South Korea,Paper,USD/ton,766.3819,994591.5849,KRW,1297.775456,73967,6.619,expansion,7.483,false
2015-10,2015,10,4,MX,STL,Mexico,Steel,USD/ton,291.7203,4915.0509,MXN,16.848508,44938,5.571,expansion,-1.632,false
2015-10,2015,10,4,MX,COP,Mexico,Copper,USD/ton,3767.9303,64577.8886,MXN,17.138822,21650,10.581,expansion,-7.375,false
2015-10,2015,10,4,MX,PLA,Mexico,Plastic,USD/ton,1020.9656,17411.7622,MXN,17.054211,23393,4.463,expansion,-1.323,false
2015-10,2015,10,4,MX,CTN,Mexico,Cotton,USD/ton,1563.9924,26633.0322,MXN,17.028876,50782,10.518,expansion,12.909,false
2015-10,2015,10,4,MX,SLC,Mexico,Silicon,USD/ton,2306.2106,38850.4766,MXN,16.846023,70456,9.505,expansion,1.444,false
2015-10,2015,10,4,MX,ALM,Mexico,Aluminum,USD/ton,1239.1741,20947.3621,MXN,16.904294,21513,5.69,expansion,-1.972,false
2015-10,2015,10,4,MX,LIT,Mexico,Lithium,USD/ton,18704.7828,312045.1681,MXN,16.682641,19806,21.433,expansion,18.381,true
2015-10,2015,10,4,MX,NIC,Mexico,Nickel,USD/ton,9994.0407,169232.819,MXN,16.933373,18427,12.285,expansion,0.815,false
2015-10,2015,10,4,MX,REE,Mexico,Rare Earth,USD/ton,40109.8177,671551.3653,MXN,16.742818,38678,21.586,expansion,-10.244,false
2015-10,2015,10,4,MX,SEM,Mexico,Semiconductors,USD/unit,5.1318,86.2135,MXN,16.799692,7579,13.134,expansion,-8.955,false
2015-10,2015,10,4,MX,RBR,Mexico,Rubber,USD/ton,1301.1049,21945.502,MXN,16.86682,48430,6.098,expansion,0.279,false
2015-10,2015,10,4,MX,TIM,Mexico,Timber,USD/m³,333.0435,5616.5433,MXN,16.864296,12718,9.465,expansion,-7.043,false
2015-10,2015,10,4,MX,CEM,Mexico,Cement,USD/ton,112.2304,1871.6852,MXN,16.677172,34786,4.344,expansion,-0.984,false
2015-10,2015,10,4,MX,GLS,Mexico,Glass,USD/ton,750.1688,12658.8313,MXN,16.874645,31949,5.72,expansion,2.057,false
2015-10,2015,10,4,MX,PAP,Mexico,Paper,USD/ton,655.6552,10830.0423,MXN,16.517892,71813,7.089,expansion,8.826,false
2015-10,2015,10,4,TH,STL,Thailand,Steel,USD/ton,273.3285,9465.3191,THB,34.629828,34884,5.159,expansion,-0.455,false
2015-10,2015,10,4,TH,COP,Thailand,Copper,USD/ton,3388.5241,120168.0398,THB,35.463239,21302,8.567,expansion,-1.62,false
2015-10,2015,10,4,TH,PLA,Thailand,Plastic,USD/ton,963.0466,33241.592,THB,34.517117,5814,4.312,expansion,0.89,false
2015-10,2015,10,4,TH,CTN,Thailand,Cotton,USD/ton,1470.4715,51993.3695,THB,35.358297,70672,10.854,expansion,13.87,false
2015-10,2015,10,4,TH,SLC,Thailand,Silicon,USD/ton,2122.4639,73817.0135,THB,34.778926,58686,9.945,expansion,-2.7,false
2015-10,2015,10,4,TH,ALM,Thailand,Aluminum,USD/ton,1148.5714,40117.4863,THB,34.928159,12327,5.691,expansion,1.976,false
2015-10,2015,10,4,TH,LIT,Thailand,Lithium,USD/ton,15644.0652,548184.1334,THB,35.041029,90392,19.983,expansion,14.238,false
2015-10,2015,10,4,TH,NIC,Thailand,Nickel,USD/ton,8125.778,284423.395,THB,35.002605,33346,14.284,expansion,-6.527,false
2015-10,2015,10,4,TH,REE,Thailand,Rare Earth,USD/ton,40618.7632,1421068.3488,THB,34.985515,2341,19.353,expansion,3.866,false
2015-10,2015,10,4,TH,SEM,Thailand,Semiconductors,USD/unit,4.8211,167.4937,THB,34.742064,30069,11.383,expansion,-3.95,false
2015-10,2015,10,4,TH,RBR,Thailand,Rubber,USD/ton,1209.4074,42166.2371,THB,34.865205,38333,6.06,expansion,0.171,false
2015-10,2015,10,4,TH,TIM,Thailand,Timber,USD/m³,306.8321,10763.8248,THB,35.080504,21952,10.469,expansion,-9.911,false
2015-10,2015,10,4,TH,CEM,Thailand,Cement,USD/ton,105.0444,3671.1131,THB,34.94821,8893,4.864,expansion,2.469,false
2015-10,2015,10,4,TH,GLS,Thailand,Glass,USD/ton,692.192,24133.6832,THB,34.865591,31508,5.247,expansion,-0.706,false
2015-10,2015,10,4,TH,PAP,Thailand,Paper,USD/ton,600.9437,21063.6686,THB,35.050982,48958,6.607,expansion,7.448,false
2015-10,2015,10,4,PL,STL,Poland,Steel,USD/ton,308.0208,1226.8637,PLN,3.983054,36825,5.514,expansion,-1.47,false
2015-10,2015,10,4,PL,COP,Poland,Copper,USD/ton,4199.1032,16680.7397,PLN,3.972453,36602,9.671,expansion,4.774,false
2015-10,2015,10,4,PL,PLA,Poland,Plastic,USD/ton,1089.4738,4272.8294,PLN,3.92192,26645,4.48,expansion,1.373,false
2015-10,2015,10,4,PL,CTN,Poland,Cotton,USD/ton,1690.8411,6548.4154,PLN,3.872874,31253,10.855,expansion,13.871,false
2015-10,2015,10,4,PL,SLC,Poland,Silicon,USD/ton,2447.2866,9486.3642,PLN,3.876278,78318,9.594,expansion,-1.697,false
2015-10,2015,10,4,PL,ALM,Poland,Aluminum,USD/ton,1317.6145,5122.9974,PLN,3.888085,6354,5.042,expansion,0.119,false
2015-10,2015,10,4,PL,LIT,Poland,Lithium,USD/ton,18759.332,73660.1605,PLN,3.926588,66648,20.392,expansion,15.406,false
2015-10,2015,10,4,PL,NIC,Poland,Nickel,USD/ton,10686.0192,41297.0109,PLN,3.864583,20868,14.967,expansion,8.478,false
2015-10,2015,10,4,PL,REE,Poland,Rare Earth,USD/ton,47444.894,186906.5186,PLN,3.939444,47664,18.539,expansion,1.539,false
2015-10,2015,10,4,PL,SEM,Poland,Semiconductors,USD/unit,5.5798,22.0332,PLN,3.948756,44404,10.325,expansion,-0.928,false
2015-10,2015,10,4,PL,RBR,Poland,Rubber,USD/ton,1400.3712,5561.0015,PLN,3.971091,17435,6.813,expansion,2.322,false
2015-10,2015,10,4,PL,TIM,Poland,Timber,USD/m³,347.3475,1367.1757,PLN,3.936046,26090,11.164,expansion,-11.898,false
2015-10,2015,10,4,PL,CEM,Poland,Cement,USD/ton,118.4714,471.5441,PLN,3.980236,16260,4.567,expansion,1.619,false
