date,commodity_code,country_code,region,commodity,historical_demand_units,forecast_demand_units,actual_demand_units,demand_units,demand_variance_percent,seasonal_index,trend_component,cyclical_component,irregular_component,demand_type,customer_segment_breakdown,is_anomaly
2016-02,GLS,CN,Asia,Glass,33160,33118,31953,31953,-3.641,0.96,1.1261,0.9636,-0.0364,seasonal,"{""enterprise"": 13420, ""mid_market"": 10545, ""small_business"": 5752, ""startup"": 2237}",false
2016-02,PAP,CN,Asia,Paper,53534,54166,53028,53028,-0.945,0.96,1.0806,0.9636,-0.0095,seasonal,"{""enterprise"": 22272, ""mid_market"": 17499, ""small_business"": 9545, ""startup"": 3712}",false
2016-02,STL,US,North America,Steel,57389,57470,55948,55948,-2.509,0.96,1.117,0.9636,-0.0251,seasonal,"{""enterprise"": 23499, ""mid_market"": 18463, ""small_business"": 10071, ""startup"": 3916}",false
2016-02,COP,US,North America,Copper,49754,47996,49959,49959,0.412,0.96,1.1625,0.9636,0.0041,seasonal,"{""enterprise"": 20983, ""mid_market"": 16487, ""small_business"": 8993, ""startup"": 3497}",false
2016-02,PLA,US,North America,Plastic,50178,51364,50998,50998,1.635,0.96,1.0942,0.9636,0.0163,seasonal,"{""enterprise"": 21420, ""mid_market"": 16830, ""small_business"": 9180, ""startup"": 3570}",false
2016-02,CTN,US,North America,Cotton,74807,74574,74194,74194,-0.82,0.96,1.0715,0.9636,-0.0082,seasonal,"{""enterprise"": 31162, ""mid_market"": 24484, ""small_business"": 13355, ""startup"": 5194}",false
2016-02,SLC,US,North America,Silicon,52126,53787,50113,50113,-3.861,0.96,1.208,0.9636,-0.0386,seasonal,"{""enterprise"": 21048, ""mid_market"": 16537, ""small_business"": 9020, ""startup"": 3508}",false
2016-02,ALM,US,North America,Aluminum,70491,69665,76448,76448,8.45,0.96,1.1398,0.9636,0.0845,seasonal,"{""enterprise"": 32108, ""mid_market"": 25228, ""small_business"": 13761, ""startup"": 5351}",false
2016-02,LIT,US,North America,Lithium,48754,46437,46457,46457,-4.711,0.96,1.7085,0.9636,-0.0471,seasonal,"{""enterprise"": 19512, ""mid_market"": 15331, ""small_business"": 8362, ""startup"": 3252}",false
2016-02,NIC,US,North America,Nickel,97019,94932,96544,96544,-0.49,0.96,1.39,0.9636,-0.0049,seasonal,"{""enterprise"": 40549, ""mid_market"": 31860, ""small_business"": 17378, ""startup"": 6758}",false
2016-02,REE,US,North America,Rare Earth,75344,76471,80214,80214,6.464,0.96,1.481,0.9636,0.0646,seasonal,"{""enterprise"": 33690, ""mid_market"": 26471, ""small_business"": 14439, ""startup"": 5615}",false
2016-02,SEM,US,North America,Semiconductors,75844,77133,88876,88876,17.181,0.96,1.299,0.9636,0.1718,seasonal,"{""enterprise"": 37328, ""mid_market"": 29329, ""small_business"": 15998, ""startup"": 6221}",false
2016-02,RBR,US,North America,Rubber,81677,82023,76987,76987,-5.742,0.96,1.117,0.9636,-0.0574,seasonal,"{""enterprise"": 32335, ""mid_market"": 25406, ""small_business"": 13858, ""startup"": 5389}",false
2016-02,TIM,US,North America,Timber,64356,67274,67034,67034,4.162,0.96,1.1625,0.9636,0.0416,seasonal,"{""enterprise"": 28155, ""mid_market"": 22121, ""small_business"": 12066, ""startup"": 4692}",false
2016-02,CEM,US,North America,Cement,25647,26314,24822,24822,-3.217,0.96,1.1079,0.9636,-0.0322,seasonal,"{""enterprise"": 10426, ""mid_market"": 8192, ""small_business"": 4468, ""startup"": 1738}",false
2016-02,GLS,US,North America,Glass,43799,41793,54050,54050,23.403,0.96,1.1261,0.9636,0.234,seasonal,"{""enterprise"": 22701, ""mid_market"": 17837, ""small_business"": 9729, ""startup"": 3784}",false
2016-02,PAP,US,North America,Paper,70710,72839,72158,72158,2.049,0.96,1.0806,0.9636,0.0205,seasonal,"{""enterprise"": 30307, ""mid_market"": 23812, ""small_business"": 12989, ""startup"": 5051}",false
2016-02,STL,DE,Europe,Steel,55656,57267,52849,52849,-5.043,0.96,1.117,0.9636,-0.0504,seasonal,"{""enterprise"": 22197, ""mid_market"": 17440, ""small_business"": 9513, ""startup"": 3699}",false
2016-02,COP,DE,Europe,Copper,48252,50686,46425,46425,-3.786,0.96,1.1625,0.9636,-0.0379,seasonal,"{""enterprise"": 19499, ""mid_market"": 15320, ""small_business"": 8357, ""startup"": 3250}",false
2016-02,PLA,DE,Europe,Plastic,48663,50288,51240,51240,5.296,0.96,1.0942,0.9636,0.053,seasonal,"{""enterprise"": 21521, ""mid_market"": 16909, ""small_business"": 9223, ""startup"": 3587}",false
2016-02,CTN,DE,Europe,Cotton,72549,73431,71220,71220,-1.831,0.96,1.0715,0.9636,-0.0183,seasonal,"{""enterprise"": 29913, ""mid_market"": 23503, ""small_business"": 12820, ""startup"": 4985}",false
2016-02,SLC,DE,Europe,Silicon,50552,51745,48556,48556,-3.948,0.96,1.208,0.9636,-0.0395,seasonal,"{""enterprise"": 20394, ""mid_market"": 16024, ""small_business"": 8740, ""startup"": 3399}",false
2016-02,ALM,DE,Europe,Aluminum,68362,67834,65622,65622,-4.009,0.96,1.1398,0.9636,-0.0401,seasonal,"{""enterprise"": 27561, ""mid_market"": 21655, ""small_business"": 11812, ""startup"": 4594}",false
2016-02,LIT,DE,Europe,Lithium,47282,45884,38245,38245,-19.113,0.96,1.7085,0.9636,-0.1911,seasonal,"{""enterprise"": 16063, ""mid_market"": 12621, ""small_business"": 6884, ""startup"": 2677}",false
2016-02,NIC,DE,Europe,Nickel,94090,96111,86742,86742,-7.81,0.96,1.39,0.9636,-0.0781,seasonal,"{""enterprise"": 36432, ""mid_market"": 28625, ""small_business"": 15614, ""startup"": 6072}",false
2016-02,REE,DE,Europe,Rare Earth,73069,73380,69432,69432,-4.978,0.96,1.481,0.9636,-0.0498,seasonal,"{""enterprise"": 29161, ""mid_market"": 22913, ""small_business"": 12498, ""startup"": 4860}",false
2016-02,SEM,DE,Europe,Semiconductors,73554,75481,75568,75568,2.738,0.96,1.299,0.9636,0.0274,seasonal,"{""enterprise"": 31739, ""mid_market"": 24938, ""small_business"": 13602, ""startup"": 5290}",false
2016-02,RBR,DE,Europe,Rubber,79211,80633,90879,90879,14.729,0.96,1.117,0.9636,0.1473,seasonal,"{""enterprise"": 38169, ""mid_market"": 29990, ""small_business"": 16358, ""startup"": 6362}",false
2016-02,TIM,DE,Europe,Timber,62413,65121,58835,58835,-5.732,0.96,1.1625,0.9636,-0.0573,seasonal,"{""enterprise"": 24711, ""mid_market"": 19416, ""small_business"": 10590, ""startup"": 4118}",false
2016-02,CEM,DE,Europe,Cement,24873,24181,24098,24098,-3.115,0.96,1.1079,0.9636,-0.0312,seasonal,"{""enterprise"": 10121, ""mid_market"": 7953, ""small_business"": 4338, ""startup"": 1687}",false
2016-02,GLS,DE,Europe,Glass,42477,41260,37611,37611,-11.455,0.96,1.1261,0.9636,-0.1145,seasonal,"{""enterprise"": 15797, ""mid_market"": 12412, ""small_business"": 6770, ""startup"": 2633}",false
2016-02,PAP,DE,Europe,Paper,68575,67210,60766,60766,-11.386,0.96,1.0806,0.9636,-0.1139,seasonal,"{""enterprise"": 25522, ""mid_market"": 20053, ""small_business"": 10938, ""startup"": 4254}",false
2016-02,STL,JP,Asia,Steel,54270,50271,55448,55448,2.172,0.96,1.117,0.9636,0.0217,seasonal,"{""enterprise"": 23289, ""mid_market"": 18298, ""small_business"": 9981, ""startup"": 3881}",false
2016-02,COP,JP,Asia,Copper,47050,46900,48610,48610,3.317,0.96,1.1625,0.9636,0.0332,seasonal,"{""enterprise"": 20417, ""mid_market"": 16042, ""small_business"": 8750, ""startup"": 3403}",false
2016-02,PLA,JP,Asia,Plastic,47451,46857,51661,51661,8.873,0.96,1.0942,0.9636,0.0887,seasonal,"{""enterprise"": 21698, ""mid_market"": 17048, ""small_business"": 9299, ""startup"": 3616}",false
2016-02,CTN,JP,Asia,Cotton,70742,72894,66923,66923,-5.398,0.96,1.0715,0.9636,-0.054,seasonal,"{""enterprise"": 28108, ""mid_market"": 22085, ""small_business"": 12046, ""startup"": 4685}",false
2016-02,SLC,JP,Asia,Silicon,49293,49456,51098,51098,3.663,0.96,1.208,0.9636,0.0366,seasonal,"{""enterprise"": 21461, ""mid_market"": 16863, ""small_business"": 9198, ""startup"": 3577}",false
2016-02,ALM,JP,Asia,Aluminum,66660,68114,62420,62420,-6.36,0.96,1.1398,0.9636,-0.0636,seasonal,"{""enterprise"": 26217, ""mid_market"": 20599, ""small_business"": 11236, ""startup"": 4369}",false
2016-02,LIT,JP,Asia,Lithium,46104,45078,50798,50798,10.181,0.96,1.7085,0.9636,0.1018,seasonal,"{""enterprise"": 21335, ""mid_market"": 16763, ""small_business"": 9144, ""startup"": 3556}",false
2016-02,NIC,JP,Asia,Nickel,91746,92250,81241,81241,-11.451,0.96,1.39,0.9636,-0.1145,seasonal,"{""enterprise"": 34121, ""mid_market"": 26810, ""small_business"": 14623, ""startup"": 5687}",false
2016-02,REE,JP,Asia,Rare Earth,71249,74008,68303,68303,-4.135,0.96,1.481,0.9636,-0.0413,seasonal,"{""enterprise"": 28688, ""mid_market"": 22540, ""small_business"": 12295, ""startup"": 4781}",false
2016-02,SEM,JP,Asia,Semiconductors,71722,72938,82614,82614,15.186,0.96,1.299,0.9636,0.1519,seasonal,"{""enterprise"": 34698, ""mid_market"": 27263, ""small_business"": 14871, ""startup"": 5783}",false
2016-02,RBR,JP,Asia,Rubber,77238,76190,65228,65228,-15.55,0.96,1.117,0.9636,-0.1555,seasonal,"{""enterprise"": 27396, ""mid_market"": 21525, ""small_business"": 11741, ""startup"": 4566}",false
2016-02,TIM,JP,Asia,Timber,60858,59410,55677,55677,-8.513,0.96,1.1625,0.9636,-0.0851,seasonal,"{""enterprise"": 23385, ""mid_market"": 18374, ""small_business"": 10022, ""startup"": 3897}",false
2016-02,CEM,JP,Asia,Cement,24254,25278,25425,25425,4.832,0.96,1.1079,0.9636,0.0483,seasonal,"{""enterprise"": 10679, ""mid_market"": 8391, ""small_business"": 4577, ""startup"": 1780}",false
2016-02,GLS,JP,Asia,Glass,41419,42169,43343,43343,4.645,0.96,1.1261,0.9636,0.0464,seasonal,"{""enterprise"": 18204, ""mid_market"": 14303, ""small_business"": 7802, ""startup"": 3034}",false
2016-02,PAP,JP,Asia,Paper,66867,66498,68869,68869,2.995,0.96,1.0806,0.9636,0.0299,seasonal,"{""enterprise"": 28925, ""mid_market"": 22727, ""small_business"": 12397, ""startup"": 4821}",false
2016-02,STL,VN,Asia,Steel,38647,39204,43920,43920,13.643,0.96,1.117,0.9636,0.1364,seasonal,"{""enterprise"": 18446, ""mid_market"": 14494, ""small_business"": 7906, ""startup"": 3074}",false
2016-02,COP,VN,Asia,Copper,33506,31731,30590,30590,-8.702,0.96,1.1625,0.9636,-0.087,seasonal,"{""enterprise"": 12848, ""mid_market"": 10095, ""small_business"": 5506, ""startup"": 2141}",false
2016-02,PLA,VN,Asia,Plastic,33791,33458,29701,29701,-12.104,0.96,1.0942,0.9636,-0.121,seasonal,"{""enterprise"": 12475, ""mid_market"": 9802, ""small_business"": 5346, ""startup"": 2079}",false
2016-02,CTN,VN,Asia,Cotton,50377,50997,44509,44509,-11.649,0.96,1.0715,0.9636,-0.1165,seasonal,"{""enterprise"": 18694, ""mid_market"": 14688, ""small_business"": 8012, ""startup"": 3116}",false
2016-02,SLC,VN,Asia,Silicon,35103,33870,35470,35470,1.047,0.96,1.208,0.9636,0.0105,seasonal,"{""enterprise"": 14898, ""mid_market"": 11705, ""small_business"": 6385, ""startup"": 2483}",false
2016-02,ALM,VN,Asia,Aluminum,47470,46065,45477,45477,-4.2,0.96,1.1398,0.9636,-0.042,seasonal,"{""enterprise"": 19100, ""mid_market"": 15008, ""small_business"": 8186, ""startup"": 3183}",false
2016-02,LIT,VN,Asia,Lithium,32832,33218,36983,36983,12.643,0.96,1.7085,0.9636,0.1264,seasonal,"{""enterprise"": 15533, ""mid_market"": 12205, ""small_business"": 6657, ""startup"": 2589}",false
2016-02,NIC,VN,Asia,Nickel,65336,63480,58871,58871,-9.894,0.96,1.39,0.9636,-0.0989,seasonal,"{""enterprise"": 24726, ""mid_market"": 19428, ""small_business"": 10597, ""startup"": 4121}",false
2016-02,REE,VN,Asia,Rare Earth,50739,50431,44607,44607,-12.085,0.96,1.481,0.9636,-0.1209,seasonal,"{""enterprise"": 18735, ""mid_market"": 14720, ""small_business"": 8029, ""startup"": 3123}",false
2016-02,SEM,VN,Asia,Semiconductors,51076,52689,53829,53829,5.39,0.96,1.299,0.9636,0.0539,seasonal,"{""enterprise"": 22608, ""mid_market"": 17764, ""small_business"": 9689, ""startup"": 3768}",false
2016-02,RBR,VN,Asia,Rubber,55004,54334,59192,59192,7.615,0.96,1.117,0.9636,0.0761,seasonal,"{""enterprise"": 24861, ""mid_market"": 19534, ""small_business"": 10655, ""startup"": 4143}",false
2016-02,TIM,VN,Asia,Timber,43339,42054,46595,46595,7.513,0.96,1.1625,0.9636,0.0751,seasonal,"{""enterprise"": 19570, ""mid_market"": 15376, ""small_business"": 8387, ""startup"": 3262}",false
2016-02,CEM,VN,Asia,Cement,17272,16914,17866,17866,3.444,0.96,1.1079,0.9636,0.0344,seasonal,"{""enterprise"": 7504, ""mid_market"": 5896, ""small_business"": 3216, ""startup"": 1251}",false
2016-02,GLS,VN,Asia,Glass,29496,29001,29995,29995,1.694,0.96,1.1261,0.9636,0.0169,seasonal,"{""enterprise"": 12598, ""mid_market"": 9899, ""small_business"": 5399, ""startup"": 2100}",false
2016-02,PAP,VN,Asia,Paper,47618,49149,51997,51997,9.196,0.96,1.0806,0.9636,0.092,seasonal,"{""enterprise"": 21839, ""mid_market"": 17159, ""small_business"": 9360, ""startup"": 3640}",false
2016-02,STL,BR,South America,Steel,40865,41411,39269,39269,-3.906,0.96,1.117,0.9636,-0.0391,seasonal,"{""enterprise"": 16493, ""mid_market"": 12959, ""small_business"": 7068, ""startup"": 2749}",false
2016-02,COP,BR,South America,Copper,35429,36601,39543,39543,11.614,0.96,1.1625,0.9636,0.1161,seasonal,"{""enterprise"": 16608, ""mid_market"": 13049, ""small_business"": 7118, ""startup"": 2768}",false
2016-02,PLA,BR,South America,Plastic,35731,34912,43487,43487,21.707,0.96,1.0942,0.9636,0.2171,seasonal,"{""enterprise"": 18265, ""mid_market"": 14351, ""small_business"": 7828, ""startup"": 3044}",false
2016-02,CTN,BR,South America,Cotton,53268,53986,49860,49860,-6.399,0.96,1.0715,0.9636,-0.064,seasonal,"{""enterprise"": 20941, ""mid_market"": 16454, ""small_business"": 8975, ""startup"": 3490}",false
2016-02,SLC,BR,South America,Silicon,37117,36998,37876,37876,2.043,0.96,1.208,0.9636,0.0204,seasonal,"{""enterprise"": 15908, ""mid_market"": 12499, ""small_business"": 6818, ""startup"": 2651}",false
2016-02,ALM,BR,South America,Aluminum,50195,52299,49809,49809,-0.769,0.96,1.1398,0.9636,-0.0077,seasonal,"{""enterprise"": 20920, ""mid_market"": 16437, ""small_business"": 8966, ""startup"": 3487}",false
2016-02,LIT,BR,South America,Lithium,34716,32356,31670,31670,-8.776,0.96,1.7085,0.9636,-0.0878,seasonal,"{""enterprise"": 13301, ""mid_market"": 10451, ""small_business"": 5701, ""startup"": 2217}",false
2016-02,NIC,BR,South America,Nickel,69085,70130,63055,63055,-8.728,0.96,1.39,0.9636,-0.0873,seasonal,"{""enterprise"": 26483, ""mid_market"": 20808, ""small_business"": 11350, ""startup"": 4414}",false
2016-02,REE,BR,South America,Rare Earth,53650,53217,50571,50571,-5.74,0.96,1.481,0.9636,-0.0574,seasonal,"{""enterprise"": 21240, ""mid_market"": 16689, ""small_business"": 9103, ""startup"": 3540}",false
2016-02,SEM,BR,South America,Semiconductors,54007,55278,55962,55962,3.62,0.96,1.299,0.9636,0.0362,seasonal,"{""enterprise"": 23504, ""mid_market"": 18468, ""small_business"": 10073, ""startup"": 3917}",false
2016-02,RBR,BR,South America,Rubber,58161,59345,56143,56143,-3.468,0.96,1.117,0.9636,-0.0347,seasonal,"{""enterprise"": 23580, ""mid_market"": 18528, ""small_business"": 10106, ""startup"": 3930}",false
2016-02,TIM,BR,South America,Timber,45826,46537,48395,48395,5.605,0.96,1.1625,0.9636,0.056,seasonal,"{""enterprise"": 20326, ""mid_market"": 15970, ""small_business"": 8711, ""startup"": 3388}",false
2016-02,CEM,BR,South America,Cement,18263,18403,19351,19351,5.958,0.96,1.1079,0.9636,0.0596,seasonal,"{""enterprise"": 8128, ""mid_market"": 6386, ""small_business"": 3483, ""startup"": 1355}",false
2016-02,GLS,BR,South America,Glass,31188,30927,29930,29930,-4.034,0.96,1.1261,0.9636,-0.0403,seasonal,"{""enterprise"": 12571, ""mid_market"": 9877, ""small_business"": 5388, ""startup"": 2095}",false
2016-02,PAP,BR,South America,Paper,50351,50879,56958,56958,13.122,0.96,1.0806,0.9636,0.1312,seasonal,"{""enterprise"": 23922, ""mid_market"": 18796, ""small_business"": 10252, ""startup"": 3987}",false
2016-02,STL,KR,Asia,Steel,52580,51983,49695,49695,-5.488,0.96,1.117,0.9636,-0.0549,seasonal,"{""enterprise"": 20872, ""mid_market"": 16399, ""small_business"": 8945, ""startup"": 3479}",false
2016-02,COP,KR,Asia,Copper,45585,46433,47653,47653,4.536,0.96,1.1625,0.9636,0.0454,seasonal,"{""enterprise"": 20015, ""mid_market"": 15726, ""small_business"": 8578, ""startup"": 3336}",false
2016-02,PLA,KR,Asia,Plastic,45974,45320,48495,48495,5.484,0.96,1.0942,0.9636,0.0548,seasonal,"{""enterprise"": 20368, ""mid_market"": 16004, ""small_business"": 8729, ""startup"": 3395}",false
2016-02,CTN,KR,Asia,Cotton,68539,64472,73227,73227,6.839,0.96,1.0715,0.9636,0.0684,seasonal,"{""enterprise"": 30755, ""mid_market"": 24165, ""small_business"": 13181, ""startup"": 5126}",false
2016-02,SLC,KR,Asia,Silicon,47758,46806,53143,53143,11.275,0.96,1.208,0.9636,0.1128,seasonal,"{""enterprise"": 22320, ""mid_market"": 17537, ""small_business"": 9566, ""startup"": 3720}",false
2016-02,ALM,KR,Asia,Aluminum,64585,63218,71009,71009,9.948,0.96,1.1398,0.9636,0.0995,seasonal,"{""enterprise"": 29824, ""mid_market"": 23433, ""small_business"": 12782, ""startup"": 4971}",false
2016-02,LIT,KR,Asia,Lithium,44669,46957,41650,41650,-6.758,0.96,1.7085,0.9636,-0.0676,seasonal,"{""enterprise"": 17493, ""mid_market"": 13745, ""small_business"": 7497, ""startup"": 2916}",false
2016-02,NIC,KR,Asia,Nickel,88890,86343,86660,86660,-2.509,0.96,1.39,0.9636,-0.0251,seasonal,"{""enterprise"": 36398, ""mid_market"": 28598, ""small_business"": 15599, ""startup"": 6066}",false
2016-02,REE,KR,Asia,Rare Earth,69031,70831,73375,73375,6.293,0.96,1.481,0.9636,0.0629,seasonal,"{""enterprise"": 30818, ""mid_market"": 24214, ""small_business"": 13208, ""startup"": 5136}",false
2016-02,SEM,KR,Asia,Semiconductors,69490,70757,59584,59584,-14.255,0.96,1.299,0.9636,-0.1426,seasonal,"{""enterprise"": 25025, ""mid_market"": 19663, ""small_business"": 10725, ""startup"": 4171}",false
2016-02,RBR,KR,Asia,Rubber,74834,73401,74911,74911,0.103,0.96,1.117,0.9636,0.001,seasonal,"{""enterprise"": 31463, ""mid_market"": 24721, ""small_business"": 13484, ""startup"": 5244}",false
2016-02,TIM,KR,Asia,Timber,58964,58999,60888,60888,3.264,0.96,1.1625,0.9636,0.0326,seasonal,"{""enterprise"": 25573, ""mid_market"": 20093, ""small_business"": 10960, ""startup"": 4262}",false
2016-02,CEM,KR,Asia,Cement,23499,24718,23525,23525,0.113,0.96,1.1079,0.9636,0.0011,seasonal,"{""enterprise"": 9881, ""mid_market"": 7763, ""small_business"": 4235, ""startup"": 1647}",false
2016-02,GLS,KR,Asia,Glass,40129,40613,39835,39835,-0.733,0.96,1.1261,0.9636,-0.0073,seasonal,"{""enterprise"": 16731, ""mid_market"": 13146, ""small_business"": 7170, ""startup"": 2789}",false
2016-02,PAP,KR,Asia,Paper,64785,64410,56906,56906,-12.162,0.96,1.0806,0.9636,-0.1216,seasonal,"{""enterprise"": 23901, ""mid_market"": 18779, ""small_business"": 10243, ""startup"": 3983}",false
2016-02,STL,MX,North America,Steel,42729,42170,44280,44280,3.63,0.96,1.117,0.9636,0.0363,seasonal,"{""enterprise"": 18598, ""mid_market"": 14613, ""small_business"": 7971, ""startup"": 3100}",false
2016-02,COP,MX,North America,Copper,37045,37538,35299,35299,-4.713,0.96,1.1625,0.9636,-0.0471,seasonal,"{""enterprise"": 14826, ""mid_market"": 11649, ""small_business"": 6354, ""startup"": 2471}",false
2016-02,PLA,MX,North America,Plastic,37361,37217,37912,37912,1.475,0.96,1.0942,0.9636,0.0148,seasonal,"{""enterprise"": 15923, ""mid_market"": 12511, ""small_business"": 6824, ""startup"": 2654}",false
2016-02,CTN,MX,North America,Cotton,55699,56050,62860,62860,12.858,0.96,1.0715,0.9636,0.1286,seasonal,"{""enterprise"": 26402, ""mid_market"": 20744, ""small_business"": 11315, ""startup"": 4400}",false
2016-02,SLC,MX,North America,Silicon,38811,39133,41909,41909,7.983,0.96,1.208,0.9636,0.0798,seasonal,"{""enterprise"": 17602, ""mid_market"": 13830, ""small_business"": 7544, ""startup"": 2934}",false
2016-02,ALM,MX,North America,Aluminum,52485,54119,53943,53943,2.777,0.96,1.1398,0.9636,0.0278,seasonal,"{""enterprise"": 22656, ""mid_market"": 17801, ""small_business"": 9710, ""startup"": 3776}",false
2016-02,LIT,MX,North America,Lithium,36300,37122,32743,32743,-9.8,0.96,1.7085,0.9636,-0.098,seasonal,"{""enterprise"": 13752, ""mid_market"": 10805, ""small_business"": 5894, ""startup"": 2292}",false
2016-02,NIC,MX,North America,Nickel,72237,73824,77534,77534,7.333,0.96,1.39,0.9636,0.0733,seasonal,"{""enterprise"": 32565, ""mid_market"": 25586, ""small_business"": 13956, ""startup"": 5427}",false
2016-02,REE,MX,North America,Rare Earth,56098,56668,61906,61906,10.353,0.96,1.481,0.9636,0.1035,seasonal,"{""enterprise"": 26001, ""mid_market"": 20429, ""small_business"": 11143, ""startup"": 4333}",false
2016-02,SEM,MX,North America,Semiconductors,56471,56299,56373,56373,-0.174,0.96,1.299,0.9636,-0.0017,seasonal,"{""enterprise"": 23677, ""mid_market"": 18603, ""small_business"": 10147, ""startup"": 3946}",false
2016-02,RBR,MX,North America,Rubber,60814,60823,60955,60955,0.231,0.96,1.117,0.9636,0.0023,seasonal,"{""enterprise"": 25601, ""mid_market"": 20115, ""small_business"": 10972, ""startup"": 4267}",false
2016-02,TIM,MX,North America,Timber,47917,50005,47493,47493,-0.884,0.96,1.1625,0.9636,-0.0088,seasonal,"{""enterprise"": 19947, ""mid_market"": 15673, ""small_business"": 8549, ""startup"": 3325}",false
2016-02,CEM,MX,North America,Cement,19096,18664,19645,19645,2.876,0.96,1.1079,0.9636,0.0288,seasonal,"{""enterprise"": 8251, ""mid_market"": 6483, ""small_business"": 3536, ""startup"": 1375}",false
2016-02,GLS,MX,North America,Glass,32611,31800,36390,36390,11.587,0.96,1.1261,0.9636,0.1159,seasonal,"{""enterprise"": 15284, ""mid_market"": 12009, ""small_business"": 6550, ""startup"": 2547}",false
2016-02,PAP,MX,North America,Paper,52648,52820,59129,59129,12.311,0.96,1.0806,0.9636,0.1231,seasonal,"{""enterprise"": 24834, ""mid_market"": 19513, ""small_business"": 10643, ""startup"": 4139}",false
2016-02,STL,TH,Asia,Steel,38975,39672,46037,46037,18.12,0.96,1.117,0.9636,0.1812,seasonal,"{""enterprise"": 19336, ""mid_market"": 15192, ""small_business"": 8287, ""startup"": 3223}",false
2016-02,COP,TH,Asia,Copper,33790,33135,32131,32131,-4.909,0.96,1.1625,0.9636,-0.0491,seasonal,"{""enterprise"": 13495, ""mid_market"": 10603, ""small_business"": 5784, ""startup"": 2249}",false
2016-02,PLA,TH,Asia,Plastic,34078,34677,37062,37062,8.759,0.96,1.0942,0.9636,0.0876,seasonal,"{""enterprise"": 15566, ""mid_market"": 12231, ""small_business"": 6671, ""startup"": 2594}",false
2016-02,CTN,TH,Asia,Cotton,50804,48636,49310,49310,-2.941,0.96,1.0715,0.9636,-0.0294,seasonal,"{""enterprise"": 20710, ""mid_market"": 16272, ""small_business"": 8876, ""startup"": 3452}",false
2016-02,SLC,TH,Asia,Silicon,35400,37105,33070,33070,-6.581,0.96,1.208,0.9636,-0.0658,seasonal,"{""enterprise"": 13890, ""mid_market"": 10913, ""small_business"": 5953, ""startup"": 2315}",false
2016-02,ALM,TH,Asia,Aluminum,47873,46518,48388,48388,1.076,0.96,1.1398,0.9636,0.0108,seasonal,"{""enterprise"": 20323, ""mid_market"": 15968, ""small_business"": 8710, ""startup"": 3387}",false
2016-02,LIT,TH,Asia,Lithium,33110,32793,35501,35501,7.22,0.96,1.7085,0.9636,0.0722,seasonal,"{""enterprise"": 14911, ""mid_market"": 11715, ""small_business"": 6390, ""startup"": 2485}",false
2016-02,NIC,TH,Asia,Nickel,65889,63395,68070,68070,3.309,0.96,1.39,0.9636,0.0331,seasonal,"{""enterprise"": 28589, ""mid_market"": 22463, ""small_business"": 12253, ""startup"": 4765}",false
2016-02,REE,TH,Asia,Rare Earth,51169,53729,54943,54943,7.376,0.96,1.481,0.9636,0.0738,seasonal,"{""enterprise"": 23076, ""mid_market"": 18131, ""small_business"": 9890, ""startup"": 3846}",false
2016-02,SEM,TH,Asia,Semiconductors,51509,51524,50085,50085,-2.763,0.96,1.299,0.9636,-0.0276,seasonal,"{""enterprise"": 21036, ""mid_market"": 16528, ""small_business"": 9015, ""startup"": 3506}",false
2016-02,RBR,TH,Asia,Rubber,55470,54936,53327,53327,-3.863,0.96,1.117,0.9636,-0.0386,seasonal,"{""enterprise"": 22398, ""mid_market"": 17598, ""small_business"": 9599, ""startup"": 3733}",false
2016-02,TIM,TH,Asia,Timber,43706,43815,43679,43679,-0.062,0.96,1.1625,0.9636,-0.0006,seasonal,"{""enterprise"": 18345, ""mid_market"": 14414, ""small_business"": 7862, ""startup"": 3058}",false
2016-02,CEM,TH,Asia,Cement,17418,16593,16370,16370,-6.016,0.96,1.1079,0.9636,-0.0602,seasonal,"{""enterprise"": 6876, ""mid_market"": 5402, ""small_business"": 2947, ""startup"": 1146}",false
2016-02,GLS,TH,Asia,Glass,29745,29340,30988,30988,4.176,0.96,1.1261,0.9636,0.0418,seasonal,"{""enterprise"": 13015, ""mid_market"": 10226, ""small_business"": 5578, ""startup"": 2169}",false
2016-02,PAP,TH,Asia,Paper,48021,48333,51128,51128,6.468,0.96,1.0806,0.9636,0.0647,seasonal,"{""enterprise"": 21474, ""mid_market"": 16872, ""small_business"": 9203, ""startup"": 3579}",false
2016-02,STL,PL,Europe,Steel,45433,46359,46955,46955,3.351,0.96,1.117,0.9636,0.0335,seasonal,"{""enterprise"": 19721, ""mid_market"": 15495, ""small_business"": 8452, ""startup"": 3287}",false
2016-02,COP,PL,Europe,Copper,39388,39193,38457,38457,-2.364,0.96,1.1625,0.9636,-0.0236,seasonal,"{""enterprise"": 16152, ""mid_market"": 12691, ""small_business"": 6922, ""startup"": 2692}",false
2016-02,PLA,PL,Europe,Plastic,39724,38620,42524,42524,7.048,0.96,1.0942,0.9636,0.0705,seasonal,"{""enterprise"": 17860, ""mid_market"": 14033, ""small_business"": 7654, ""startup"": 2977}",false
2016-02,CTN,PL,Europe,Cotton,59222,61564,57680,57680,-2.605,0.96,1.0715,0.9636,-0.026,seasonal,"{""enterprise"": 24226, ""mid_market"": 19034, ""small_business"": 10382, ""startup"": 4038}",false
