log_id,timestamp,user_id,user_role,action_type,entity_type,entity_id,field_changed,old_value,new_value,ip_address,user_agent,session_id,result,error_message,duration_ms
LOG-0027571,2021-08-19T15:16:00Z,USR-0079,procurement_manager,VIEW,purchase_order,PO-127042,,,,10.71.87.155,Safari/macOS,SES-006882,success,,1149
LOG-0027572,2022-08-14T08:10:00Z,USR-0041,admin,VIEW,purchase_order,PO-124647,,,,10.104.222.115,API-client/2.1,SES-016667,success,,1265
LOG-0027573,2020-12-20T20:17:00Z,USR-0010,viewer,VIEW,purchase_order,PO-108481,,,,10.19.233.58,API-client/2.1,SES-020167,success,,213
LOG-0027574,2021-12-08T07:25:00Z,USR-0035,analyst,ARCHIVE,purchase_order,PO-143491,,,,10.25.206.195,API-client/2.1,SES-021044,success,,2107
LOG-0027575,2017-06-06T03:14:00Z,USR-0046,procurement_manager,UPDATE,purchase_order,PO-136893,total_usd,pending,,10.98.135.221,Safari/macOS,SES-006394,success,,2074
LOG-0027576,2023-08-01T03:43:00Z,USR-0055,viewer,VIEW,purchase_order,PO-130367,,,,10.161.66.42,Chrome/macOS,SES-020947,success,,1050
LOG-0027577,2015-08-28T01:04:00Z,USR-0064,analyst,CREATE,purchase_order,PO-144232,,,,10.215.59.126,Chrome/macOS,SES-001189,success,,1561
LOG-0027578,2023-04-17T00:39:00Z,USR-0021,viewer,CREATE,purchase_order,PO-111388,,,,10.117.47.206,Safari/macOS,SES-010130,success,,1525
LOG-0027579,2018-03-01T21:32:00Z,USR-0030,admin,LOGIN,purchase_order,PO-109888,,,,10.90.193.95,API-client/2.1,SES-002313,success,,1085
LOG-0027580,2022-06-09T00:11:00Z,USR-0061,procurement_manager,VIEW,purchase_order,PO-111639,,,,10.47.132.230,Edge/Windows,SES-009255,success,,1433
LOG-0027581,2024-02-21T06:43:00Z,USR-0011,admin,UPDATE,purchase_order,PO-119221,total_usd,pending,,10.51.105.126,API-client/2.1,SES-011424,success,,66
LOG-0027582,2016-10-17T03:28:00Z,USR-0033,admin,UPDATE,purchase_order,PO-139045,payment_terms,pending,,10.172.168.28,API-client/2.1,SES-016840,success,,286
LOG-0027583,2019-04-14T04:15:00Z,USR-0035,analyst,EXPORT,purchase_order,PO-135291,,,,10.185.200.106,Edge/Windows,SES-014689,success,,998
LOG-0027584,2023-11-25T12:27:00Z,USR-0035,viewer,REJECT,purchase_order,PO-128284,total_usd,,,10.18.64.50,Edge/Windows,SES-002899,success,,31
LOG-0027585,2015-12-07T19:17:00Z,USR-0014,analyst,VIEW,purchase_order,PO-133775,,,,10.132.119.207,Edge/Windows,SES-008932,success,,1668
LOG-0027586,2017-11-05T04:17:00Z,USR-0032,viewer,UPDATE,purchase_order,PO-147533,status,pending,,10.206.134.28,API-client/2.1,SES-007859,success,,1496
LOG-0027587,2017-05-30T23:54:00Z,USR-0075,viewer,VIEW,purchase_order,PO-100706,,,,10.180.201.137,Edge/Windows,SES-010872,success,,858
LOG-0027588,2021-10-31T11:10:00Z,USR-0085,analyst,VIEW,purchase_order,PO-116368,,,,10.140.124.171,Chrome/macOS,SES-011255,success,,225
LOG-0027589,2024-05-13T18:38:00Z,USR-0006,analyst,APPROVE,purchase_order,PO-139559,total_usd,,approved,10.106.122.242,API-client/2.1,SES-007181,success,,127
LOG-0027590,2020-07-25T10:00:00Z,USR-0027,procurement_manager,UPDATE,purchase_order,PO-148364,risk_score,pending,,10.185.39.20,Edge/Windows,SES-001192,success,,922
LOG-0027591,2019-07-08T12:39:00Z,USR-0061,viewer,VIEW,purchase_order,PO-147489,,,,10.59.231.140,API-client/2.1,SES-008950,success,,2076
LOG-0027592,2017-07-18T00:23:00Z,USR-0015,admin,CANCEL,purchase_order,PO-148639,,,,10.165.195.12,API-client/2.1,SES-013071,success,,67
LOG-0027593,2023-10-06T21:14:00Z,USR-0057,admin,EXPORT,purchase_order,PO-142034,,,,10.52.169.187,Safari/macOS,SES-022448,success,,765
LOG-0027594,2020-08-28T11:36:00Z,USR-0072,viewer,CREATE,purchase_order,PO-137110,,,,10.19.195.33,API-client/2.1,SES-006882,success,,1881
LOG-0027595,2022-04-07T18:23:00Z,USR-0078,admin,UPDATE,purchase_order,PO-133445,risk_score,pending,,10.31.110.45,Safari/macOS,SES-000126,success,,1787
LOG-0027596,2016-09-19T00:15:00Z,USR-0062,admin,UPDATE,purchase_order,PO-112439,risk_score,pending,,10.17.231.146,Chrome/macOS,SES-015666,success,,1874
LOG-0027597,2021-04-02T03:27:00Z,USR-0071,admin,UPDATE,purchase_order,PO-103594,status,pending,,10.214.203.250,Edge/Windows,SES-021175,success,,1982
LOG-0027598,2015-01-30T00:54:00Z,USR-0064,procurement_manager,UPDATE,purchase_order,PO-146096,risk_score,pending,,10.152.58.217,Safari/macOS,SES-023957,success,,385
LOG-0027599,2019-01-12T11:32:00Z,USR-0034,viewer,UPDATE,purchase_order,PO-119901,total_usd,pending,,10.16.150.204,Safari/macOS,SES-023584,success,,1615
LOG-0027600,2016-11-26T03:27:00Z,USR-0042,procurement_manager,CREATE,purchase_order,PO-137196,,,,10.183.67.133,Edge/Windows,SES-022164,success,,2111
LOG-0027601,2024-10-10T09:04:00Z,USR-0085,admin,VIEW,purchase_order,PO-110743,,,,10.210.9.7,Chrome/macOS,SES-008616,success,,1009
LOG-0027602,2020-08-31T05:22:00Z,USR-0003,admin,CREATE,purchase_order,PO-126230,,,,10.17.214.191,API-client/2.1,SES-016628,success,,656
LOG-0027603,2021-08-23T08:21:00Z,USR-0011,analyst,VIEW,purchase_order,PO-117238,,,,10.128.185.189,Edge/Windows,SES-015494,success,,639
LOG-0027604,2018-05-17T17:04:00Z,USR-0015,viewer,VIEW,purchase_order,PO-122267,,,,10.13.90.235,Safari/macOS,SES-004885,success,,2055
LOG-0027605,2015-11-22T02:28:00Z,USR-0055,admin,VIEW,purchase_order,PO-112601,,,,10.90.120.224,Safari/macOS,SES-021427,success,,1399
LOG-0027606,2021-10-27T00:53:00Z,USR-0046,procurement_manager,ARCHIVE,purchase_order,PO-143119,,,,10.197.216.107,Safari/macOS,SES-008963,success,,1334
LOG-0027607,2023-10-07T22:56:00Z,USR-0017,procurement_manager,LOGIN,purchase_order,PO-118952,,,,10.178.113.98,Safari/macOS,SES-019794,success,,1099
LOG-0027608,2015-09-27T22:28:00Z,USR-0011,analyst,UPDATE,purchase_order,PO-123206,risk_score,pending,,10.189.235.119,API-client/2.1,SES-007967,failure,permission denied,496
LOG-0027609,2022-03-29T01:57:00Z,USR-0007,procurement_manager,VIEW,purchase_order,PO-112619,,,,10.204.250.142,Safari/macOS,SES-018245,success,,86
LOG-0027610,2023-11-03T01:27:00Z,USR-0048,procurement_manager,UPDATE,purchase_order,PO-105071,payment_terms,pending,,10.29.6.141,Chrome/macOS,SES-021677,success,,830
LOG-0027611,2018-12-14T23:18:00Z,USR-0040,viewer,VIEW,purchase_order,PO-101184,,,,10.103.253.46,Edge/Windows,SES-007508,success,,788
LOG-0027612,2024-12-10T22:21:00Z,USR-0041,viewer,EXPORT,purchase_order,PO-133172,,,,10.198.228.59,Edge/Windows,SES-006714,success,,1805
LOG-0027613,2018-07-07T23:36:00Z,USR-0010,analyst,VIEW,purchase_order,PO-136808,,,,10.64.77.13,Safari/macOS,SES-006673,success,,1980
LOG-0027614,2017-12-02T04:40:00Z,USR-0070,analyst,UPDATE,purchase_order,PO-108025,risk_score,pending,,10.154.18.118,Chrome/macOS,SES-001609,success,,1900
LOG-0027615,2020-12-01T18:03:00Z,USR-0035,procurement_manager,UPDATE,purchase_order,PO-121358,total_usd,pending,,10.199.67.137,Edge/Windows,SES-013255,success,,146
LOG-0027616,2017-03-02T08:22:00Z,USR-0045,admin,VIEW,purchase_order,PO-147050,,,,10.169.19.15,Safari/macOS,SES-010319,success,,1071
LOG-0027617,2022-02-01T18:57:00Z,USR-0068,analyst,REJECT,purchase_order,PO-127592,status,,,10.22.108.251,Chrome/macOS,SES-019896,success,,368
LOG-0027618,2021-05-25T13:23:00Z,USR-0052,viewer,UPDATE,purchase_order,PO-136148,payment_terms,pending,,10.135.18.76,API-client/2.1,SES-007756,success,,2116
LOG-0027619,2024-09-13T14:15:00Z,USR-0042,procurement_manager,CREATE,purchase_order,PO-137712,,,,10.56.153.99,Safari/macOS,SES-014413,success,,408
LOG-0027620,2020-06-06T16:57:00Z,USR-0043,procurement_manager,REJECT,purchase_order,PO-143565,status,,,10.59.197.203,API-client/2.1,SES-023869,success,,1721
LOG-0027621,2019-05-23T22:49:00Z,USR-0080,analyst,UPDATE,purchase_order,PO-130121,status,pending,,10.192.159.211,API-client/2.1,SES-008767,success,,850
LOG-0027622,2016-01-26T22:37:00Z,USR-0039,viewer,LOGOUT,purchase_order,PO-100747,,,,10.180.221.251,API-client/2.1,SES-018773,success,,1742
LOG-0027623,2024-07-04T09:12:00Z,USR-0010,procurement_manager,UPDATE,purchase_order,PO-121820,payment_terms,pending,,10.85.92.163,Safari/macOS,SES-013539,success,,1671
LOG-0027624,2016-12-15T16:29:00Z,USR-0006,procurement_manager,UPDATE,purchase_order,PO-130308,payment_terms,pending,,10.51.153.240,Edge/Windows,SES-007895,failure,permission denied,290
LOG-0027625,2015-02-13T04:53:00Z,USR-0008,viewer,VIEW,purchase_order,PO-107033,,,,10.191.47.207,Edge/Windows,SES-015122,success,,1874
LOG-0027626,2024-08-29T04:50:00Z,USR-0033,admin,CREATE,purchase_order,PO-142351,,,,10.145.17.103,Edge/Windows,SES-013685,success,,1433
LOG-0027627,2020-11-02T06:38:00Z,USR-0038,viewer,VIEW,purchase_order,PO-142336,,,,10.182.152.248,API-client/2.1,SES-006395,success,,2270
LOG-0027628,2024-05-17T02:44:00Z,USR-0023,admin,UPDATE,purchase_order,PO-112826,total_usd,pending,,10.211.56.60,Safari/macOS,SES-004427,success,,527
LOG-0027629,2024-10-19T17:26:00Z,USR-0031,procurement_manager,UPDATE,purchase_order,PO-123501,payment_terms,pending,,10.81.85.148,Chrome/macOS,SES-024628,success,,1833
LOG-0027630,2022-04-03T09:02:00Z,USR-0013,procurement_manager,LOGIN,purchase_order,PO-131660,,,,10.166.98.60,Edge/Windows,SES-022636,success,,216
LOG-0027631,2024-07-22T18:06:00Z,USR-0073,viewer,LOGIN,purchase_order,PO-141595,,,,10.220.131.13,Chrome/macOS,SES-021837,success,,210
LOG-0027632,2017-07-27T13:50:00Z,USR-0025,procurement_manager,VIEW,purchase_order,PO-104145,,,,10.100.131.68,Edge/Windows,SES-018903,success,,1794
LOG-0027633,2017-09-22T03:23:00Z,USR-0066,viewer,VIEW,purchase_order,PO-138491,,,,10.175.133.174,Chrome/macOS,SES-003382,success,,2369
LOG-0027634,2023-01-26T10:45:00Z,USR-0057,analyst,UPDATE,purchase_order,PO-118914,total_usd,pending,,10.77.132.66,API-client/2.1,SES-015511,success,,1786
LOG-0027635,2020-10-06T16:34:00Z,USR-0057,viewer,REJECT,purchase_order,PO-131399,total_usd,,,10.114.202.181,Edge/Windows,SES-004214,success,,1019
LOG-0027636,2023-05-08T17:53:00Z,USR-0082,procurement_manager,APPROVE,purchase_order,PO-100305,payment_terms,,approved,10.161.232.130,Edge/Windows,SES-007648,success,,2376
LOG-0027637,2022-07-08T03:30:00Z,USR-0079,admin,CREATE,purchase_order,PO-110888,,,,10.62.90.221,Chrome/macOS,SES-011245,success,,1325
LOG-0027638,2016-06-03T04:17:00Z,USR-0023,analyst,VIEW,purchase_order,PO-133152,,,,10.60.252.143,API-client/2.1,SES-005890,success,,799
LOG-0027639,2023-05-07T22:00:00Z,USR-0060,procurement_manager,UPDATE,purchase_order,PO-145355,risk_score,pending,,10.136.209.51,API-client/2.1,SES-007825,success,,2344
LOG-0027640,2019-08-13T07:22:00Z,USR-0009,procurement_manager,SUBMIT,purchase_order,PO-102351,,,,10.188.75.102,API-client/2.1,SES-010800,success,,428
LOG-0027641,2022-10-27T07:33:00Z,USR-0063,analyst,UPDATE,purchase_order,PO-100116,status,pending,,10.113.78.80,Edge/Windows,SES-011660,success,,1224
LOG-0027642,2019-10-17T23:55:00Z,USR-0043,procurement_manager,VIEW,purchase_order,PO-144774,,,,10.211.190.17,Safari/macOS,SES-022236,success,,1447
LOG-0027643,2022-04-09T16:27:00Z,USR-0063,analyst,UPDATE,purchase_order,PO-105018,total_usd,pending,,10.47.110.20,Safari/macOS,SES-008544,success,,923
LOG-0027644,2016-02-13T14:38:00Z,USR-0083,admin,VIEW,purchase_order,PO-122043,,,,10.88.115.103,Chrome/macOS,SES-005471,success,,62
LOG-0027645,2020-09-16T01:55:00Z,USR-0044,analyst,CREATE,purchase_order,PO-114569,,,,10.141.176.134,API-client/2.1,SES-015312,success,,2225
LOG-0027646,2023-10-30T07:01:00Z,USR-0056,procurement_manager,LOGOUT,purchase_order,PO-119917,,,,10.129.72.24,Chrome/macOS,SES-006728,success,,2131
LOG-0027647,2015-07-26T21:27:00Z,USR-0026,admin,UPDATE,purchase_order,PO-145999,payment_terms,pending,,10.39.128.100,Chrome/macOS,SES-014563,success,,1831
LOG-0027648,2015-07-23T03:32:00Z,USR-0058,procurement_manager,VIEW,purchase_order,PO-135566,,,,10.149.43.46,Chrome/macOS,SES-010478,success,,671
LOG-0027649,2018-12-14T03:48:00Z,USR-0009,procurement_manager,UPDATE,purchase_order,PO-123344,risk_score,pending,,10.110.179.97,Chrome/macOS,SES-001689,success,,529
LOG-0027650,2017-01-31T14:52:00Z,USR-0054,procurement_manager,ARCHIVE,purchase_order,PO-105221,,,,10.166.7.65,API-client/2.1,SES-008170,success,,737
LOG-0027651,2024-03-24T12:42:00Z,USR-0024,admin,UPDATE,purchase_order,PO-125015,risk_score,pending,,10.219.123.3,API-client/2.1,SES-018977,success,,557
LOG-0027652,2018-12-14T00:32:00Z,USR-0064,viewer,APPROVE,purchase_order,PO-121586,status,,approved,10.129.154.186,Safari/macOS,SES-016188,success,,432
LOG-0027653,2017-08-19T21:36:00Z,USR-0046,procurement_manager,LOGIN,purchase_order,PO-128668,,,,10.69.89.249,Safari/macOS,SES-002483,success,,1474
LOG-0027654,2023-11-17T17:26:00Z,USR-0077,viewer,VIEW,purchase_order,PO-131728,,,,10.198.158.56,Safari/macOS,SES-018265,success,,2274
LOG-0027655,2017-10-24T09:05:00Z,USR-0066,procurement_manager,VIEW,purchase_order,PO-104027,,,,10.173.193.39,Safari/macOS,SES-014809,success,,1494
LOG-0027656,2015-04-02T18:19:00Z,USR-0009,analyst,VIEW,purchase_order,PO-123714,,,,10.90.75.102,Chrome/macOS,SES-008426,success,,2350
LOG-0027657,2019-03-05T16:44:00Z,USR-0082,viewer,VIEW,purchase_order,PO-136013,,,,10.80.110.197,Edge/Windows,SES-009329,success,,288
LOG-0027658,2017-10-28T08:28:00Z,USR-0080,admin,UPDATE,purchase_order,PO-123507,payment_terms,pending,,10.91.251.191,Edge/Windows,SES-000517,success,,968
LOG-0027659,2015-04-15T21:25:00Z,USR-0040,admin,SUBMIT,purchase_order,PO-142042,,,,10.69.141.77,Chrome/macOS,SES-014329,success,,1223
LOG-0027660,2023-11-26T19:17:00Z,USR-0011,viewer,UPDATE,purchase_order,PO-148579,risk_score,pending,,10.13.143.161,Safari/macOS,SES-006454,success,,409
LOG-0027661,2021-03-08T08:40:00Z,USR-0013,analyst,UPDATE,purchase_order,PO-130051,total_usd,pending,,10.125.121.55,Edge/Windows,SES-013055,failure,permission denied,1510
LOG-0027662,2022-03-04T15:57:00Z,USR-0078,procurement_manager,ARCHIVE,purchase_order,PO-114432,,,,10.1.110.163,Safari/macOS,SES-008121,success,,566
LOG-0027663,2015-08-19T18:01:00Z,USR-0032,procurement_manager,LOGIN,purchase_order,PO-136668,,,,10.142.99.121,Edge/Windows,SES-024323,success,,1064
LOG-0027664,2020-08-24T02:01:00Z,USR-0075,admin,APPROVE,purchase_order,PO-100918,risk_score,,approved,10.116.49.77,Safari/macOS,SES-009684,success,,2045
LOG-0027665,2024-07-14T15:08:00Z,USR-0070,admin,UPDATE,purchase_order,PO-109980,payment_terms,pending,,10.138.96.228,Edge/Windows,SES-019703,success,,1263
LOG-0027666,2024-12-03T15:23:00Z,USR-0004,admin,CREATE,purchase_order,PO-114094,,,,10.166.38.92,Safari/macOS,SES-004301,success,,1383
LOG-0027667,2019-07-28T17:28:00Z,USR-0072,procurement_manager,CREATE,purchase_order,PO-144891,,,,10.72.93.107,Chrome/macOS,SES-015238,success,,1047
LOG-0027668,2020-07-31T16:05:00Z,USR-0059,procurement_manager,LOGIN,purchase_order,PO-125133,,,,10.92.100.206,API-client/2.1,SES-008071,success,,1157
LOG-0027669,2023-07-23T19:13:00Z,USR-0025,procurement_manager,CREATE,purchase_order,PO-112427,,,,10.127.52.101,Safari/macOS,SES-022126,success,,607
LOG-0027670,2021-08-13T01:17:00Z,USR-0042,procurement_manager,VIEW,customer,CUS-0207,,,,10.21.225.187,Edge/Windows,SES-010409,success,,1298
LOG-0027671,2020-11-22T04:14:00Z,USR-0035,viewer,SUBMIT,purchase_order,PO-147131,,,,10.45.65.17,Chrome/macOS,SES-008541,success,,491
LOG-0027672,2020-12-13T15:37:00Z,USR-0068,procurement_manager,UPDATE,purchase_order,PO-111753,total_usd,pending,,10.34.45.12,API-client/2.1,SES-007750,success,,152
LOG-0027673,2019-01-27T11:03:00Z,USR-0038,analyst,VIEW,purchase_order,PO-104546,,,,10.134.28.222,API-client/2.1,SES-019684,success,,335
LOG-0027674,2023-11-12T12:23:00Z,USR-0031,admin,VIEW,purchase_order,PO-121689,,,,10.21.108.101,Safari/macOS,SES-007889,success,,711
LOG-0027675,2019-03-17T21:21:00Z,USR-0077,procurement_manager,VIEW,purchase_order,PO-124705,,,,10.159.31.188,Edge/Windows,SES-013259,success,,920
LOG-0027676,2016-02-20T00:07:00Z,USR-0037,admin,UPDATE,purchase_order,PO-140191,risk_score,pending,,10.183.138.183,API-client/2.1,SES-010446,success,,350
LOG-0027677,2021-01-31T08:12:00Z,USR-0002,procurement_manager,VIEW,purchase_order,PO-115549,,,,10.105.231.60,Chrome/macOS,SES-018977,success,,2108
LOG-0027678,2019-07-06T10:32:00Z,USR-0025,analyst,CANCEL,purchase_order,PO-128135,,,,10.159.39.185,Edge/Windows,SES-005983,success,,1471
LOG-0027679,2021-11-01T12:50:00Z,USR-0070,procurement_manager,CREATE,purchase_order,PO-126322,,,,10.75.193.218,Edge/Windows,SES-021038,success,,690
LOG-0027680,2023-09-05T23:09:00Z,USR-0031,analyst,CREATE,purchase_order,PO-128342,,,,10.201.141.198,Safari/macOS,SES-019777,success,,2042
LOG-0027681,2020-03-19T23:18:00Z,USR-0032,viewer,EXPORT,purchase_order,PO-117740,,,,10.26.207.94,Chrome/macOS,SES-011857,success,,324
LOG-0027682,2016-09-21T13:29:00Z,USR-0022,analyst,APPROVE,purchase_order,PO-149221,status,,approved,10.47.6.9,Chrome/macOS,SES-021273,success,,551
LOG-0027683,2016-02-07T15:23:00Z,USR-0003,viewer,UPDATE,purchase_order,PO-124439,total_usd,pending,,10.65.87.202,Chrome/macOS,SES-005600,success,,1982
LOG-0027684,2020-04-08T21:11:00Z,USR-0067,admin,VIEW,purchase_order,PO-140783,,,,10.80.101.213,Edge/Windows,SES-014424,success,,798
LOG-0027685,2024-01-20T00:56:00Z,USR-0066,viewer,UPDATE,customer,CUS-0161,status,pending,,10.22.84.180,Safari/macOS,SES-009617,success,,2333
LOG-0027686,2020-04-11T01:50:00Z,USR-0060,viewer,VIEW,purchase_order,PO-128581,,,,10.165.176.94,Chrome/macOS,SES-014483,success,,590
LOG-0027687,2023-07-15T17:50:00Z,USR-0039,viewer,VIEW,purchase_order,PO-116232,,,,10.113.245.124,Chrome/macOS,SES-022413,success,,2175
LOG-0027688,2019-06-17T04:32:00Z,USR-0063,admin,APPROVE,purchase_order,PO-110990,risk_score,,approved,10.79.180.147,Chrome/macOS,SES-020219,success,,1830
LOG-0027689,2018-05-28T02:10:00Z,USR-0050,procurement_manager,VIEW,purchase_order,PO-107585,,,,10.141.123.25,Safari/macOS,SES-019159,success,,2034
LOG-0027690,2015-03-24T13:36:00Z,USR-0068,analyst,UPDATE,purchase_order,PO-148328,risk_score,pending,,10.38.46.121,Safari/macOS,SES-021082,success,,1671
LOG-0027691,2018-06-09T03:43:00Z,USR-0047,viewer,VIEW,purchase_order,PO-116574,,,,10.191.118.200,API-client/2.1,SES-021706,success,,1433
LOG-0027692,2017-02-16T06:51:00Z,USR-0024,procurement_manager,VIEW,purchase_order,PO-127849,,,,10.185.133.116,Edge/Windows,SES-015115,success,,1434
LOG-0027693,2024-10-23T06:59:00Z,USR-0073,procurement_manager,VIEW,purchase_order,PO-106769,,,,10.142.199.56,Chrome/macOS,SES-021283,success,,811
LOG-0027694,2017-06-30T23:20:00Z,USR-0076,analyst,VIEW,purchase_order,PO-119586,,,,10.174.83.113,Chrome/macOS,SES-001775,success,,598
LOG-0027695,2024-12-20T16:03:00Z,USR-0079,viewer,UPDATE,purchase_order,PO-113731,status,pending,,10.205.24.232,Safari/macOS,SES-009266,success,,1016
LOG-0027696,2018-08-09T05:10:00Z,USR-0073,viewer,UPDATE,purchase_order,PO-114424,risk_score,pending,,10.133.113.184,Chrome/macOS,SES-007363,success,,244
LOG-0027697,2021-11-04T16:32:00Z,USR-0067,viewer,CREATE,purchase_order,PO-127308,,,,10.53.177.184,Chrome/macOS,SES-009333,success,,1877
LOG-0027698,2022-07-17T18:40:00Z,USR-0074,admin,UPDATE,purchase_order,PO-113173,total_usd,pending,,10.171.248.22,Chrome/macOS,SES-024279,success,,1084
LOG-0027699,2019-09-05T08:14:00Z,USR-0015,admin,UPDATE,purchase_order,PO-122304,total_usd,pending,,10.93.61.237,Edge/Windows,SES-008792,failure,permission denied,1367
LOG-0027700,2018-02-18T07:08:00Z,USR-0014,viewer,APPROVE,purchase_order,PO-102362,payment_terms,,approved,10.175.204.215,API-client/2.1,SES-014219,success,,85
LOG-0027701,2016-05-28T08:46:00Z,USR-0015,procurement_manager,VIEW,purchase_order,PO-129063,,,,10.105.110.125,API-client/2.1,SES-016971,success,,2150
LOG-0027702,2019-03-01T20:04:00Z,USR-0054,viewer,REJECT,purchase_order,PO-118655,payment_terms,,,10.108.9.38,Chrome/macOS,SES-000839,success,,151
LOG-0027703,2021-06-17T02:05:00Z,USR-0056,admin,SUBMIT,purchase_order,PO-114107,,,,10.9.155.104,Safari/macOS,SES-022962,success,,1620
LOG-0027704,2019-01-18T23:25:00Z,USR-0041,analyst,UPDATE,purchase_order,PO-143318,payment_terms,pending,,10.172.143.109,API-client/2.1,SES-023572,success,,2166
LOG-0027705,2020-06-04T16:24:00Z,USR-0080,analyst,UPDATE,purchase_order,PO-144695,status,pending,,10.4.209.236,API-client/2.1,SES-006791,success,,1280
LOG-0027706,2015-02-03T23:06:00Z,USR-0054,analyst,VIEW,purchase_order,PO-126755,,,,10.151.207.14,API-client/2.1,SES-011341,success,,1388
LOG-0027707,2024-11-07T19:06:00Z,USR-0021,procurement_manager,LOGIN,purchase_order,PO-119238,,,,10.131.245.164,Safari/macOS,SES-002071,success,,864
LOG-0027708,2022-08-23T15:12:00Z,USR-0052,analyst,APPROVE,purchase_order,PO-122457,payment_terms,,approved,10.82.67.212,API-client/2.1,SES-008880,success,,2116
LOG-0027709,2023-09-02T09:14:00Z,USR-0004,admin,UPDATE,purchase_order,PO-115631,payment_terms,pending,,10.158.123.225,Chrome/macOS,SES-010121,success,,1049
LOG-0027710,2019-11-22T05:07:00Z,USR-0030,admin,UPDATE,purchase_order,PO-114336,status,pending,,10.9.182.20,Chrome/macOS,SES-010721,success,,1763
LOG-0027711,2018-09-21T22:02:00Z,USR-0073,analyst,LOGIN,purchase_order,PO-100728,,,,10.60.207.178,API-client/2.1,SES-022777,success,,2096
LOG-0027712,2020-03-09T17:22:00Z,USR-0017,viewer,VIEW,purchase_order,PO-131269,,,,10.178.53.129,Safari/macOS,SES-013029,success,,1034
LOG-0027713,2020-08-18T05:22:00Z,USR-0083,procurement_manager,LOGIN,purchase_order,PO-140055,,,,10.81.165.141,Safari/macOS,SES-011613,success,,1768
LOG-0027714,2019-04-05T07:47:00Z,USR-0035,analyst,UPDATE,purchase_order,PO-138312,status,pending,,10.120.110.91,Chrome/macOS,SES-021970,success,,630
LOG-0027715,2015-11-12T18:14:00Z,USR-0004,analyst,VIEW,purchase_order,PO-149500,,,,10.5.192.168,Chrome/macOS,SES-024887,success,,1289
LOG-0027716,2015-12-03T11:49:00Z,USR-0051,admin,UPDATE,purchase_order,PO-121409,total_usd,pending,,10.42.102.134,Safari/macOS,SES-020208,success,,2133
LOG-0027717,2024-08-27T16:05:00Z,USR-0030,procurement_manager,UPDATE,purchase_order,PO-143892,total_usd,pending,,10.184.28.219,API-client/2.1,SES-005015,success,,1263
LOG-0027718,2024-06-04T19:20:00Z,USR-0038,analyst,VIEW,purchase_order,PO-102892,,,,10.109.36.235,Chrome/macOS,SES-009066,success,,1114
LOG-0027719,2021-02-16T13:57:00Z,USR-0065,viewer,UPDATE,purchase_order,PO-111388,total_usd,pending,,10.126.155.200,Safari/macOS,SES-001805,success,,1261
LOG-0027720,2021-06-17T01:41:00Z,USR-0035,viewer,CREATE,purchase_order,PO-103865,,,,10.157.244.140,Safari/macOS,SES-000089,success,,822
LOG-0027721,2022-12-27T09:55:00Z,USR-0072,analyst,LOGIN,purchase_order,PO-132988,,,,10.214.176.19,Chrome/macOS,SES-012065,success,,856
LOG-0027722,2015-06-08T07:03:00Z,USR-0010,admin,APPROVE,purchase_order,PO-113098,payment_terms,,approved,10.66.156.7,Chrome/macOS,SES-002417,success,,1237
LOG-0027723,2024-02-13T12:08:00Z,USR-0066,analyst,DELETE,purchase_order,PO-120171,,,,10.6.152.28,Safari/macOS,SES-003727,success,,1526
LOG-0027724,2018-07-08T12:43:00Z,USR-0010,viewer,UPDATE,purchase_order,PO-113914,total_usd,pending,,10.1.179.195,API-client/2.1,SES-001856,success,,65
LOG-0027725,2021-03-21T06:57:00Z,USR-0056,admin,CREATE,purchase_order,PO-141790,,,,10.13.216.156,Edge/Windows,SES-015031,success,,909
LOG-0027726,2022-11-20T12:25:00Z,USR-0074,admin,VIEW,purchase_order,PO-102617,,,,10.93.108.158,Safari/macOS,SES-018103,success,,696
LOG-0027727,2022-12-21T10:12:00Z,USR-0068,procurement_manager,VIEW,purchase_order,PO-142433,,,,10.80.164.24,Safari/macOS,SES-017878,success,,1972
LOG-0027728,2016-04-28T19:20:00Z,USR-0040,viewer,LOGIN,purchase_order,PO-139571,,,,10.49.133.167,Chrome/macOS,SES-023645,success,,2140
LOG-0027729,2016-02-26T04:46:00Z,USR-0031,viewer,LOGIN,purchase_order,PO-109255,,,,10.55.43.90,Edge/Windows,SES-014899,success,,1484
LOG-0027730,2024-06-01T02:11:00Z,USR-0084,procurement_manager,VIEW,purchase_order,PO-140547,,,,10.90.254.106,API-client/2.1,SES-020493,success,,2180
LOG-0027731,2024-10-20T19:42:00Z,USR-0069,admin,LOGOUT,purchase_order,PO-143539,,,,10.142.137.207,Chrome/macOS,SES-022152,success,,472
LOG-0027732,2019-01-12T19:21:00Z,USR-0025,viewer,VIEW,purchase_order,PO-101959,,,,10.134.145.250,Chrome/macOS,SES-005301,success,,2195
LOG-0027733,2022-04-28T06:47:00Z,USR-0048,procurement_manager,VIEW,purchase_order,PO-121861,,,,10.210.95.201,API-client/2.1,SES-013042,success,,369
LOG-0027734,2015-03-07T19:23:00Z,USR-0049,admin,VIEW,purchase_order,PO-126347,,,,10.111.245.10,Edge/Windows,SES-009605,success,,2274
LOG-0027735,2024-06-08T13:22:00Z,USR-0074,viewer,CREATE,purchase_order,PO-126831,,,,10.64.150.247,Edge/Windows,SES-002369,success,,2375
