date,supplier_id,country_code,quality_score,delivery_score,cost_score,sustainability_score,overall_score,response_time_hours,on_time_delivery_rate,on_time_delivery,order_accuracy,fill_rate,defect_rate_ppm,defect_rate_pct,response_rate,dispute_count,escalation_count,avg_resolution_days,orders_count,revenue_generated,kpi_compliance,audit_score,incidents_count
2016-02,SUP-0164,MX,100,93.18,86.43,80.79,90.1,25.0,93.18,93.18,100,91.32,3135,0.314,88.98,0,1,2.54,20,668194.14,87.2,97.72,0
2016-02,SUP-0165,MX,86.01,83.42,62.27,78.2,77.48,4.5,83.42,83.42,86.09,85.44,15978,1.598,93.48,1,1,7.07,29,1642879.27,71.94,78.9,0
2016-02,SUP-0166,MX,74.37,93.07,77.45,86.25,82.79,24.7,93.07,93.07,73.07,94.56,29555,2.956,90.4,0,1,13.52,41,1687407.74,79.16,73.64,0
2016-02,SUP-0167,MX,94.51,97.57,84.15,70.97,86.8,26.5,97.57,97.57,92.91,100,7838,0.784,88.6,0,0,2.59,66,306372.2,86.54,93.08,0
2016-02,SUP-0168,MX,92.94,92.49,60.74,61.89,77.02,6.5,92.49,92.49,94.91,92.77,14293,1.429,95.99,2,0,13.65,7,382894.79,74.48,85.26,0
2016-02,SUP-0169,MX,99.11,81.93,72.02,66.17,79.81,41.2,81.93,81.93,97.73,82.74,3216,0.322,79.46,2,0,9.94,16,1263978.88,79.84,90.98,0
2016-02,SUP-0170,MX,78.43,93.26,73.83,67.62,78.29,21.4,93.26,93.26,79.17,94.38,26645,2.664,91.24,0,0,12.86,62,1796275.58,76.14,77.99,0
2016-02,SUP-0171,TH,87.24,89.48,75.75,70.32,80.7,13.1,89.48,89.48,88.19,88.66,20285,2.029,91.58,0,0,2.85,48,1848913.7,80.59,83.27,0
2016-02,SUP-0172,TH,93.92,96.13,60.51,59.5,77.52,8.6,96.13,96.13,94.19,96.66,5236,0.524,96.73,0,0,3.03,49,1243868.05,81.66,90.56,0
2016-02,SUP-0173,TH,99.13,96.86,66.46,75.99,84.61,16.6,96.86,96.86,100,95.04,8278,0.828,94.92,0,0,5.05,75,1383589.87,80.76,98.58,0
2016-02,SUP-0174,TH,82.31,94.95,78.09,64.6,79.99,35.1,94.95,94.95,83.88,96.73,16801,1.68,81.93,0,0,11.67,14,624992.23,80.11,85.86,0
2016-02,SUP-0175,TH,87.17,85.07,59.85,75.56,76.91,9.2,85.07,85.07,88.66,84.34,12438,1.244,98.74,0,0,8.39,57,656282.72,73.42,89.09,1
2016-02,SUP-0176,TH,91.52,92.65,81.22,57.98,80.84,10.6,92.65,92.65,93.51,90.56,16560,1.656,97.31,0,0,10.38,34,1352025.62,79.19,92.59,2
2016-02,SUP-0177,TH,91.11,86.24,66.13,83.39,81.72,46.6,86.24,86.24,88.4,87.31,9059,0.906,77.11,0,0,6.09,75,1923813.13,83.92,81.5,0
2016-02,SUP-0178,TH,89.75,89.69,90.57,72.45,85.62,37.3,89.69,89.69,87.67,86.13,9390,0.939,79.6,0,0,4.74,63,195069.13,83.87,83.61,1
2016-02,SUP-0179,PL,86.29,71.11,77.24,68.75,75.84,8.3,71.11,71.11,82.81,71.93,13970,1.397,94.11,0,0,10.44,61,40473.19,79.74,95.47,2
2016-02,SUP-0180,PL,100,91.17,71.98,58.53,80.42,7.2,91.17,91.17,100,90.24,4412,0.441,95.37,2,0,13.28,38,720441.64,82.35,96.2,0
2016-02,SUP-0181,PL,86.94,85.19,87.55,61.06,80.19,31.6,85.19,85.19,85.59,85.13,19076,1.908,83.84,1,0,12.91,27,624464.35,80.88,90.33,1
2016-02,SUP-0182,PL,99.17,84.51,84.77,73.99,85.61,18.6,84.51,84.51,99.63,86.05,5349,0.535,88.85,1,0,2.31,31,1786235.07,84.79,88.78,0
2016-02,SUP-0183,PL,100,90.63,73.1,75.82,84.89,44.5,90.63,90.63,100,91.1,9326,0.933,80.35,0,0,10.38,18,1369427.39,80.06,100,2
2016-02,SUP-0184,PL,96.0,82.34,100,77.29,88.91,7.3,82.34,82.34,97.06,82.16,8918,0.892,97.6,0,0,12.63,52,1884325.8,91.56,90.74,0
2016-02,SUP-0185,PL,96.03,81.7,76.81,56.28,77.71,13.6,81.7,81.7,93.44,82.76,8138,0.814,92.44,0,0,5.84,17,1158876.42,77.7,80.94,0
2016-02,SUP-0186,PL,85.74,92.26,78.27,65.89,80.54,31.7,92.26,92.26,84.43,91.91,14060,1.406,80.65,0,0,6.91,66,179324.24,77.21,85.98,0
2016-02,SUP-0187,TR,100,87.76,51.48,57.91,74.29,40.1,87.76,87.76,100,88.33,6334,0.633,83.91,0,1,8.42,44,823869.58,76.8,100,0
2016-02,SUP-0188,TR,79.23,74.18,79.56,60.04,73.25,23.8,74.18,74.18,79.53,76.39,25681,2.568,86.88,0,0,2.27,68,696439.9,71.69,82.45,2
2016-02,SUP-0189,TR,92.8,85.5,64.04,66.94,77.32,12.0,85.5,85.5,90.07,85.14,15272,1.527,96.01,0,0,2.65,12,496461.13,73.76,90.81,0
2016-02,SUP-0190,TR,80.58,81.67,62.76,70.41,73.85,47.7,81.67,81.67,81.63,85.07,23522,2.352,76.21,0,1,4.28,32,135106.67,71.02,86.46,0
2016-02,SUP-0191,TR,87.59,88.84,77.06,65.85,79.83,15.0,88.84,88.84,88.45,88.07,15579,1.558,92.26,0,0,9.42,23,436558.03,78.34,81.57,1
2016-02,SUP-0192,TR,100,81.5,78.38,76.87,84.19,26.3,81.5,81.5,96.78,82.37,7227,0.723,85.27,0,0,4.02,21,1799888.75,86.61,96.4,0
2016-02,SUP-0193,ZA,96.89,84.6,71.17,64.86,79.38,47.6,84.6,84.6,100,85.01,7930,0.793,73.26,0,0,11.24,9,251339.32,76.99,90.46,0
2016-02,SUP-0194,ZA,81.14,78.45,77.0,55.76,73.09,3.7,78.45,78.45,80.59,82.41,16094,1.609,97.47,1,0,9.75,29,1387981.56,72.79,82.21,0
2016-02,SUP-0195,ZA,86.93,90.83,71.33,73.62,80.68,29.0,90.83,90.83,87.81,90.43,15448,1.545,86.66,2,0,10.52,77,1824616.53,79.36,85.22,0
2016-02,SUP-0196,ZA,96.06,87.84,86.39,55.37,81.42,30.5,87.84,87.84,95.62,84.99,3563,0.356,82.42,1,0,11.07,36,505178.86,79.46,94.39,0
2016-02,SUP-0197,AU,85.64,85.34,79.22,74.3,81.12,22.5,85.34,85.34,86.67,81.78,19401,1.94,86.39,0,1,2.99,43,1018733.19,86.33,90.51,0
2016-02,SUP-0198,AU,77.47,96.73,71.28,78.73,81.05,43.4,96.73,96.73,78.4,99.86,26309,2.631,82.35,0,0,11.01,63,321103.63,75.43,74.91,0
2016-02,SUP-0199,AU,80.86,79.54,69.44,58.18,72.01,6.8,79.54,79.54,80.62,79.95,21963,2.196,94.69,0,0,8.01,19,1880811.74,72.83,81.69,0
2016-02,SUP-0200,AU,90.26,83.76,84.97,79.99,84.74,21.4,83.76,83.76,91.94,83.99,9669,0.967,89.45,0,0,6.12,48,1374584.23,87.73,88.58,0
2016-02,SUP-0201,CA,82.29,73.59,88.7,88.61,83.3,11.4,73.59,73.59,86.21,72.94,24578,2.458,94.46,0,1,2.73,28,18276.5,85.59,81.52,0
2016-02,SUP-0202,CA,93.07,91.63,66.03,85.03,83.94,32.2,91.63,91.63,94.69,90.16,10277,1.028,84.6,0,2,13.61,78,1925455.51,83.66,94.15,2
2016-02,SUP-0203,CA,72.78,93.54,72.28,73.9,78.12,37.6,93.54,93.54,68.97,95.82,24125,2.413,81.9,0,1,10.51,51,1601944.76,76.98,68.81,1
2016-02,SUP-0204,CA,85.79,100,76.06,83.2,86.26,17.3,100,100,86.09,99.9,19066,1.907,91.81,0,2,9.82,28,1017496.83,93.04,84.03,0
2016-02,SUP-0205,CA,93.1,89.05,74.92,79.88,84.24,42.0,89.05,89.05,93.37,88.46,11866,1.187,76.53,0,2,13.63,29,1957542.7,84.71,85.93,0
2016-03,SUP-0001,CN,97.51,95.43,69.64,62.15,81.18,25.4,95.43,95.43,98.54,94.98,6887,0.689,87.29,0,0,11.22,22,190648.67,79.7,94.38,1
2016-03,SUP-0002,CN,78.62,85.56,85.67,68.65,79.62,33.1,85.56,85.56,77.34,85.54,23860,2.386,82.08,0,0,3.07,11,715874.34,80.61,74.65,0
2016-03,SUP-0003,CN,98.43,79.46,65.76,67.87,77.88,47.9,79.46,79.46,94.35,78.28,10057,1.006,77.47,1,0,3.91,5,1803550.55,79.82,100,0
2016-03,SUP-0004,CN,85.23,93.27,73.9,69.74,80.54,5.7,93.27,93.27,86.7,90.8,15445,1.544,95.64,0,0,9.56,55,1554107.26,78.79,81.44,0
2016-03,SUP-0005,CN,96.73,80.8,76.85,75.17,82.39,15.9,80.8,80.8,96.24,79.43,8228,0.823,92.82,0,0,9.37,44,1570482.93,76.57,89.31,0
2016-03,SUP-0006,CN,98.33,87.45,73.94,65.77,81.37,25.4,87.45,87.45,97.83,86.59,8267,0.827,86.16,0,0,9.9,76,380766.95,77.18,95.3,0
2016-03,SUP-0007,CN,99.6,100,88.45,55.64,85.92,31.6,100,100,100,100,10290,1.029,82.91,0,0,13.89,57,700936.04,84.6,95.6,0
2016-03,SUP-0008,CN,93.81,99.48,76.02,65.59,83.72,31.0,99.48,99.48,95.45,97.84,6784,0.678,85.36,1,0,7.89,19,1221645.24,84.58,87.51,0
2016-03,SUP-0009,CN,90.08,87.03,66.02,76.45,79.89,51.4,87.03,87.03,92.88,86.72,12699,1.27,74.3,0,0,1.18,18,558135.09,77.41,92.1,0
2016-03,SUP-0010,CN,76.2,81.9,81.59,81.15,80.21,4.3,81.9,81.9,76.57,82.78,23563,2.356,96.32,2,0,10.92,6,1513877.27,80.7,79.97,0
2016-03,SUP-0011,CN,100,94.96,77.02,68.94,85.23,50.0,94.96,94.96,98.81,91.2,9682,0.968,74.18,0,0,8.67,12,985519.84,85.1,98.62,0
2016-03,SUP-0012,CN,92.44,87.44,63.46,76.17,79.88,12.1,87.44,87.44,90.03,85.59,6487,0.649,92.63,3,0,1.45,44,737241.87,79.7,90.14,0
2016-03,SUP-0013,CN,99.72,87.73,77.83,75.2,85.12,36.7,87.73,87.73,100,91.9,6718,0.672,82.44,0,0,9.38,5,1024794.34,86.27,100,0
2016-03,SUP-0014,CN,95.7,93.17,71.46,88.16,87.12,27.7,93.17,93.17,95.47,89.3,11173,1.117,87.67,0,0,6.17,7,10188.15,90.08,91.91,0
2016-03,SUP-0015,CN,99.1,92.3,77.78,70.34,84.88,19.1,92.3,92.3,98.49,90.38,2670,0.267,91.38,0,0,7.96,33,657556.89,83.27,100,0
2016-03,SUP-0016,CN,99.89,75.41,90.33,82.31,86.98,17.3,75.41,75.41,100,79.39,9395,0.94,90.14,0,1,2.14,49,1884286.39,85.86,100,1
2016-03,SUP-0017,CN,93.09,97.68,73.48,77.79,85.51,41.3,97.68,97.68,92.4,96.35,12587,1.259,78.14,0,0,10.76,68,333079.46,85.92,100,0
2016-03,SUP-0018,CN,92.45,93.64,86.54,64.26,84.22,36.3,93.64,93.64,91.91,93.79,7007,0.701,81.92,0,0,8.21,24,1317054.8,84.56,82.74,0
2016-03,SUP-0019,CN,97.79,89.51,72.15,58.17,79.4,9.4,89.51,89.51,94.63,91.45,4381,0.438,95.01,0,0,6.04,36,869841.37,80.89,93.47,0
2016-03,SUP-0020,CN,100,92.78,60.48,86.34,84.9,18.9,92.78,92.78,100,92.32,8205,0.821,90.82,2,0,7.25,62,394741.23,84.96,96.4,0
2016-03,SUP-0021,CN,85.32,85.64,86.15,84.08,85.3,3.4,85.64,85.64,87.46,85.3,18048,1.805,98.11,0,0,9.03,36,160799.98,86.94,82.72,0
2016-03,SUP-0022,CN,96.52,85.15,90.18,71.18,85.76,22.9,85.15,85.15,94.35,87.13,4487,0.449,89.63,0,0,5.31,27,258515.11,90.74,92.03,1
2016-03,SUP-0023,CN,85.14,95.02,78.89,76.13,83.8,46.0,95.02,95.02,86.2,90.2,19161,1.916,74.72,0,0,6.44,28,162919.47,83.44,80.83,0
2016-03,SUP-0024,CN,78.6,81.48,70.01,71.21,75.32,44.5,81.48,81.48,80.11,81.75,22961,2.296,78.3,0,0,9.6,7,1659576.71,73.12,84.26,0
2016-03,SUP-0025,CN,80.28,92.95,72.37,60.69,76.58,12.4,92.95,92.95,79.2,90.48,22669,2.267,93.51,0,0,9.11,51,434971.66,77.48,76.07,0
2016-03,SUP-0026,CN,91.8,100,71.77,79.73,85.83,30.8,100,100,91.02,100,11875,1.188,84.35,0,0,6.14,75,1206647.93,88.46,90.65,0
2016-03,SUP-0027,CN,87.65,92.5,62.9,100,85.76,14.4,92.5,92.5,88.42,90.07,13954,1.395,92.65,1,0,6.43,22,1182211.02,85.44,83.0,0
2016-03,SUP-0028,CN,100,100,72.66,73.43,86.52,53.2,100,100,98.63,97.83,4356,0.436,72.52,0,0,1.57,10,469681.59,84.93,95.33,0
2016-03,SUP-0029,CN,94.98,74.6,82.79,69.57,80.49,11.4,74.6,74.6,98.11,70.01,5276,0.528,91.47,0,0,1.91,31,322042.09,81.63,89.41,0
2016-03,SUP-0030,CN,95.94,100,81.61,54.57,83.03,17.0,100,100,97.85,100,12799,1.28,92.53,0,0,5.76,10,1561432.6,87.08,92.43,0
2016-03,SUP-0031,CN,88.27,72.83,77.13,68.35,76.65,24.9,72.83,72.83,83.85,70.55,16781,1.678,86.65,0,0,7.69,27,395794.12,74.27,88.02,0
2016-03,SUP-0032,CN,92.18,79.91,78.89,54.06,76.26,22.8,79.91,79.91,89.39,78.75,9884,0.988,89.69,0,0,13.63,21,952126.74,74.26,90.49,0
2016-03,SUP-0033,CN,91.49,80.89,83.33,68.52,81.06,30.6,80.89,80.89,89.68,76.74,14116,1.412,84.63,0,0,13.68,37,908540.44,81.05,87.68,0
2016-03,SUP-0034,CN,87.21,84.68,83.18,85.33,85.1,31.8,84.68,84.68,87.25,82.87,11310,1.131,83.0,0,0,5.37,33,1576152.96,88.48,79.75,1
2016-03,SUP-0035,CN,100,84.82,72.13,71.13,82.02,16.6,84.82,84.82,100,85.26,4002,0.4,91.77,0,0,7.4,51,772382.86,81.09,94.15,0
2016-03,SUP-0036,IN,94.88,87.47,80.72,71.75,83.7,27.6,87.47,87.47,93.82,87.12,12410,1.241,84.68,0,0,6.67,65,1100126.0,87.02,91.65,0
2016-03,SUP-0037,IN,85.58,99.72,80.58,58.43,81.08,35.3,99.72,99.72,84.86,99.34,18899,1.89,84.79,0,0,13.29,22,1243956.97,79.59,89.43,1
2016-03,SUP-0038,IN,92.15,95.82,59.0,71.04,79.5,10.8,95.82,95.82,94.27,95.24,15254,1.525,91.74,0,0,10.9,15,1803956.08,81.39,94.77,0
2016-03,SUP-0039,IN,100,83.46,62.66,79.51,81.41,2.6,83.46,83.46,99.24,83.69,6440,0.644,99.37,0,0,12.32,16,1318976.29,82.05,100,0
2016-03,SUP-0040,IN,98.93,87.98,76.83,86.37,87.53,30.0,87.98,87.98,98.91,86.23,4766,0.477,82.47,0,0,12.34,18,1954665.19,83.25,100,1
2016-03,SUP-0041,IN,90.14,81.03,77.54,71.32,80.01,4.2,81.03,81.03,92.4,82.3,12201,1.22,98.82,1,0,8.18,30,452945.4,81.43,90.69,0
2016-03,SUP-0042,IN,89.62,97.28,88.64,72.57,87.03,24.6,97.28,97.28,84.13,95.27,17490,1.749,87.39,1,0,7.11,36,107545.15,89.37,88.04,0
2016-03,SUP-0043,IN,91.8,82.78,76.34,54.02,76.24,30.0,82.78,82.78,89.56,85.28,7169,0.717,81.86,0,0,5.26,33,985624.2,77.59,82.97,0
2016-03,SUP-0044,IN,100,83.35,59.23,78.42,80.25,9.4,83.35,83.35,98.8,85.46,7619,0.762,97.08,0,0,12.9,68,1527406.45,79.74,95.0,0
2016-03,SUP-0045,IN,99.77,64.66,66.37,78.11,77.23,48.4,64.66,64.66,96.32,65.33,8322,0.832,78.62,0,0,7.28,76,1988522.08,71.58,94.23,1
2016-03,SUP-0046,IN,91.44,84.09,90.62,72.51,84.67,12.3,84.09,84.09,93.64,84.74,9181,0.918,91.86,2,0,4.17,60,1548643.3,82.47,94.74,0
2016-03,SUP-0047,IN,84.68,86.56,78.4,88.64,84.57,23.3,86.56,86.56,83.51,85.08,13238,1.324,89.12,0,0,6.71,57,770003.29,85.68,87.56,0
2016-03,SUP-0048,IN,87.25,85.09,71.54,68.93,78.2,20.4,85.09,85.09,89.52,87.76,18715,1.871,92.63,0,0,11.36,45,450945.77,79.24,96.82,1
2016-03,SUP-0049,IN,83.56,80.1,76.52,73.26,78.36,13.1,80.1,80.1,85.77,78.75,14539,1.454,92.57,0,1,10.07,43,77795.39,78.73,75.56,0
2016-03,SUP-0050,IN,83.65,83.41,83.7,71.92,80.67,35.8,83.41,83.41,82.82,85.24,22791,2.279,83.73,0,0,6.15,31,152197.11,81.53,78.95,0
2016-03,SUP-0051,IN,100,84.08,64.84,78.1,81.75,10.1,84.08,84.08,100,86.46,500,0.05,95.08,0,0,8.67,54,1071494.58,87.34,95.33,0
2016-03,SUP-0052,IN,96.54,76.18,78.85,74.45,81.5,15.0,76.18,76.18,96.54,79.82,10101,1.01,93.04,1,1,12.49,55,908867.84,79.55,96.57,1
2016-03,SUP-0053,IN,93.05,93.41,80.24,74.32,85.25,23.6,93.41,93.41,93.29,93.41,9926,0.993,86.11,0,0,7.83,7,1161071.21,88.76,93.93,1
2016-03,SUP-0054,IN,89.34,79.51,79.18,70.92,79.74,7.8,79.51,79.51,88.03,79.71,10628,1.063,94.99,0,0,12.49,6,729880.87,72.65,84.57,0
2016-03,SUP-0055,IN,90.51,76.44,83.44,81.85,83.06,5.0,76.44,76.44,91.41,77.0,13249,1.325,99.61,0,0,13.02,31,648422.59,80.82,81.09,0
2016-03,SUP-0056,IN,93.89,78.98,64.44,65.24,75.64,14.6,78.98,78.98,92.82,82.22,5727,0.573,94.55,0,0,6.85,60,1629862.13,79.8,92.29,0
2016-03,SUP-0057,IN,97.37,92.65,76.19,69.1,83.82,50.7,92.65,92.65,96.16,91.89,9633,0.963,75.38,2,0,5.45,7,1941789.65,87.59,98.37,0
2016-03,SUP-0058,IN,87.54,91.7,80.53,71.51,82.82,18.2,91.7,91.7,91.04,92.76,10849,1.085,89.81,0,0,10.9,53,1638044.52,78.96,84.78,1
2016-03,SUP-0059,IN,85.34,86.82,77.07,76.33,81.39,12.8,86.82,86.82,82.61,89.39,20256,2.026,96.65,0,0,4.73,24,1599611.36,84.73,87.19,0
2016-03,SUP-0060,IN,99.47,82.39,66.73,67.33,78.98,27.4,82.39,82.39,100,83.34,8311,0.831,87.66,0,0,11.54,19,184231.91,77.26,96.71,0
2016-03,SUP-0061,IN,98.24,79.28,78.96,77.44,83.48,39.2,79.28,79.28,96.96,75.29,2713,0.271,79.35,0,0,1.86,67,948365.41,81.44,95.58,0
2016-03,SUP-0062,IN,97.14,95.74,71.57,63.1,81.89,45.3,95.74,95.74,96.37,94.82,8835,0.884,76.47,0,0,7.0,42,1696285.76,86.98,100,0
2016-03,SUP-0063,IN,93.55,83.47,61.48,70.78,77.32,2.2,83.47,83.47,95.69,84.21,15150,1.515,96.75,2,1,13.18,56,1002850.15,77.59,94.98,0
2016-03,SUP-0064,IN,100,94.28,73.14,80.78,87.05,13.3,94.28,94.28,100,93.37,7619,0.762,92.85,0,0,2.07,64,1283994.66,86.31,99.87,0
2016-03,SUP-0065,IN,81.77,82.74,79.83,63.96,77.08,40.2,82.74,82.74,81.83,82.72,17781,1.778,77.85,0,0,3.63,17,195778.47,81.69,80.75,0
2016-03,SUP-0066,US,98.6,77.85,80.01,84.1,85.14,21.1,77.85,77.85,100,79.64,2892,0.289,88.67,1,0,11.65,25,941758.32,79.28,93.71,0
2016-03,SUP-0067,US,87.95,83.39,78.05,80.14,82.38,21.1,83.39,83.39,88.98,83.75,17894,1.789,91.08,2,0,5.7,44,1632552.36,84.3,80.99,1
2016-03,SUP-0068,US,98.36,89.1,83.58,75.24,86.57,48.0,89.1,89.1,98.63,88.08,5799,0.58,77.63,0,1,3.05,27,716678.35,83.52,98.01,0
2016-03,SUP-0069,US,77.67,94.56,79.2,68.29,79.93,30.5,94.56,94.56,76.46,93.71,28032,2.803,84.18,0,0,10.25,31,770433.95,80.14,73.51,0
2016-03,SUP-0070,US,91.88,84.12,78.92,73.82,82.18,7.1,84.12,84.12,91.88,84.65,14629,1.463,96.0,2,0,10.15,54,26233.77,80.2,83.32,2
2016-03,SUP-0071,US,85.49,88.0,81.24,69.04,80.94,36.2,88.0,88.0,88.13,88.54,12583,1.258,82.02,0,1,9.56,25,1210713.53,75.98,81.02,2
2016-03,SUP-0072,US,89.9,95.46,76.14,62.87,81.09,6.4,95.46,95.46,87.89,96.39,15981,1.598,98.33,0,0,9.13,54,1078420.34,81.63,80.15,2
2016-03,SUP-0073,US,86.49,89.83,85.48,75.45,84.31,3.8,89.83,89.83,86.14,87.99,17713,1.771,98.25,0,0,8.75,58,1898270.78,86.9,88.71,0
2016-03,SUP-0074,US,86.16,98.04,79.26,70.91,83.59,23.7,98.04,98.04,86.93,100,20670,2.067,87.21,0,0,8.51,35,1083550.94,83.87,86.4,0
2016-03,SUP-0075,US,97.5,97.22,66.0,84.37,86.27,16.8,97.22,97.22,97.77,100,11174,1.117,92.14,0,0,3.66,43,238826.35,83.86,92.86,0
2016-03,SUP-0076,US,99.14,97.16,82.73,87.29,91.58,3.6,97.16,97.16,100,95.91,1435,0.144,97.58,0,0,9.47,78,1691368.54,94.05,89.04,0
2016-03,SUP-0077,US,97.62,86.68,70.77,67.71,80.7,34.4,86.68,86.68,99.78,84.41,9746,0.975,77.29,0,0,7.66,25,1462460.7,86.38,99.51,0
2016-03,SUP-0078,US,88.98,75.37,89.24,63.62,79.3,37.9,75.37,75.37,88.53,77.22,17163,1.716,81.32,0,0,1.42,61,860034.21,78.57,91.69,1
2016-03,SUP-0079,US,85.41,79.67,86.22,66.27,79.39,61.4,79.67,79.67,84.64,77.43,18180,1.818,66.79,0,1,4.89,64,32648.26,85.9,84.49,0
2016-03,SUP-0080,US,88.66,100,76.74,89.7,88.77,42.3,100,100,87.23,100,18871,1.887,79.86,0,0,11.89,52,1057737.26,89.38,84.88,1
2016-03,SUP-0081,US,92.53,91.51,64.7,67.28,79.0,40.6,91.51,91.51,93.23,90.82,10635,1.064,78.76,0,0,9.13,33,1839376.02,74.85,92.97,0
2016-03,SUP-0082,US,100,100,67.85,67.47,83.83,9.0,100,100,100,97.47,1458,0.146,94.56,0,1,12.8,79,1355651.97,85.29,100,2
2016-03,SUP-0083,US,92.22,87.07,84.94,70.39,83.66,44.3,87.07,87.07,91.6,84.62,15968,1.597,78.45,0,0,7.81,44,919564.52,83.83,95.03,0
2016-03,SUP-0084,US,99.43,79.89,72.04,61.85,78.3,49.3,79.89,79.89,100,81.41,6411,0.641,78.48,0,0,1.56,65,367493.88,76.81,90.84,1
2016-03,SUP-0085,US,88.73,88.04,81.87,79.2,84.46,30.8,88.04,88.04,88.09,88.4,15984,1.598,85.81,0,1,10.12,34,278482.11,80.61,85.02,0
2016-03,SUP-0086,US,89.47,96.21,78.24,53.27,79.3,46.4,96.21,96.21,87.41,95.83,11992,1.199,76.02,0,0,13.57,9,512367.93,77.77,92.29,0
2016-03,SUP-0087,US,97.51,96.51,68.23,78.96,85.3,33.7,96.51,96.51,97.88,94.85,5731,0.573,88.74,0,0,6.68,34,1834387.29,83.47,95.31,0
2016-03,SUP-0088,US,97.85,90.94,81.01,76.07,86.47,16.2,90.94,90.94,96.12,93.52,11550,1.155,90.28,1,0,9.9,66,1544134.8,88.77,92.77,0
2016-03,SUP-0089,US,99.84,87.09,58.78,77.1,80.7,21.4,87.09,87.09,99.17,87.99,9676,0.968,88.81,1,1,10.16,35,1481506.77,80.13,95.94,0
2016-03,SUP-0090,US,88.62,83.34,64.85,80.16,79.25,7.6,83.34,83.34,87.9,84.16,15916,1.592,96.17,3,0,3.98,72,1320085.3,80.5,89.31,0
2016-03,SUP-0091,DE,84.91,89.3,82.57,68.49,81.32,33.2,89.3,89.3,82.88,90.81,22259,2.226,83.33,0,0,7.81,13,1931317.82,83.79,85.54,0
2016-03,SUP-0092,DE,83.4,78.75,80.18,77.29,79.9,59.5,78.75,78.75,84.26,79.88,22289,2.229,68.86,0,0,11.63,76,754095.21,80.76,83.09,0
2016-03,SUP-0093,DE,95.3,83.59,81.86,73.75,83.62,61.1,83.59,83.59,97.93,86.48,9139,0.914,70.02,0,0,7.13,9,1893228.9,84.5,88.14,2
2016-03,SUP-0094,DE,83.98,94.95,79.16,84.93,85.75,14.2,94.95,94.95,83.9,94.35,15102,1.51,92.57,1,0,12.65,48,1285479.12,84.99,77.03,0
2016-03,SUP-0095,DE,91.97,86.19,78.87,94.48,87.88,8.1,86.19,86.19,92.74,87.55,7003,0.7,96.11,0,0,10.94,78,1442656.31,93.16,80.77,0
2016-03,SUP-0096,DE,90.36,90.15,78.15,83.67,85.58,13.6,90.15,90.15,89.63,91.34,18021,1.802,91.29,0,0,7.58,56,550568.91,83.73,89.11,0
2016-03,SUP-0097,DE,78.4,84.85,79.24,98.61,85.27,42.6,84.85,84.85,82.69,85.42,19597,1.96,77.67,1,0,10.01,63,504032.91,82.24,83.45,0
2016-03,SUP-0098,DE,86.11,81.99,72.2,65.35,76.41,36.4,81.99,81.99,86.97,82.41,12566,1.257,81.53,0,0,11.11,47,1286783.02,76.65,84.14,0
2016-03,SUP-0099,DE,82.82,97.34,73.66,86.96,85.2,16.0,97.34,97.34,82.86,97.27,21617,2.162,89.31,0,0,4.15,34,1411076.26,84.05,81.87,0
2016-03,SUP-0100,DE,100,91.39,70.77,79.26,85.35,33.4,91.39,91.39,98.87,90.63,2759,0.276,82.41,0,0,2.5,55,1018390.68,80.38,97.67,1
2016-03,SUP-0101,DE,92.18,80.05,76.93,98.33,86.87,27.5,80.05,80.05,90.0,84.28,13528,1.353,87.26,0,0,12.61,33,1247428.95,86.26,92.2,0
2016-03,SUP-0102,DE,98.71,85.93,83.43,66.67,83.69,38.8,85.93,85.93,98.14,83.14,4294,0.429,76.84,0,0,7.57,16,574386.93,83.77,94.82,0
2016-03,SUP-0103,DE,84.34,99.61,74.35,72.62,82.73,7.4,99.61,99.61,82.1,99.85,21237,2.124,96.17,1,0,6.9,53,1193664.83,82.23,86.53,0
2016-03,SUP-0104,DE,85.03,77.73,60.87,79.9,75.88,43.3,77.73,77.73,83.49,81.16,14276,1.428,79.64,0,0,4.13,53,1912158.88,73.36,85.21,0
2016-03,SUP-0105,DE,94.91,95.49,71.46,74.86,84.18,18.1,95.49,95.49,93.52,93.54,4673,0.467,89.54,0,0,11.87,18,856161.07,87.99,91.7,0
2016-03,SUP-0106,DE,87.09,79.64,73.67,84.91,81.33,25.4,79.64,79.64,87.55,82.31,19130,1.913,89.4,0,0,10.66,49,1953977.44,78.11,94.45,0
2016-03,SUP-0107,DE,98.77,89.41,81.48,66.76,84.1,30.7,89.41,89.41,98.56,90.36,10823,1.082,80.82,1,0,7.6,44,294036.63,79.04,100,0
2016-03,SUP-0108,DE,100,84.31,78.52,88.53,87.84,32.6,84.31,84.31,97.83,85.35,500,0.05,85.75,0,0,1.96,11,1683385.35,84.99,100,0
2016-03,SUP-0109,JP,96.75,92.43,86.22,86.98,90.6,7.9,92.43,92.43,93.43,91.41,6713,0.671,97.2,0,0,11.3,19,370474.1,89.7,97.54,0
2016-03,SUP-0110,JP,100,87.96,91.21,82.29,90.36,,87.96,87.96,95.92,88.16,4965,0.497,86.45,0,0,9.66,7,86822.09,90.19,100,0
2016-03,SUP-0111,JP,100,95.94,67.25,66.82,82.5,8.6,95.94,95.94,98.32,97.75,2514,0.251,93.34,0,0,6.97,79,692541.67,80.73,96.36,0
