date,currency,country_code,rate_to_usd,volatility_30d
2018-07,KRW,KR,1351.441998,0.01714
2018-07,MXN,MX,16.501566,0.01714
2018-07,THB,TH,34.932242,0.01714
2018-07,PLN,PL,3.873679,0.01714
2018-07,TRY,TR,26.680868,0.01714
2018-07,ZAR,ZA,17.816,0.01714
2018-07,AUD,AU,1.500774,0.01714
2018-07,CAD,CA,1.298888,0.01714
2018-08,INR,IN,86.815029,0.01946
2018-08,CNY,CN,6.845243,0.01946
2018-08,USD,US,0.975854,0.01946
2018-08,EUR,DE,0.942681,0.01946
2018-08,JPY,JP,148.56709,0.01946
2018-08,VND,VN,23933.308626,0.01946
2018-08,BRL,BR,4.828362,0.01946
2018-08,KRW,KR,1352.835656,0.01946
2018-08,MXN,MX,16.621246,0.01946
2018-08,THB,TH,35.576398,0.01946
2018-08,PLN,PL,3.882911,0.01946
2018-08,TRY,TR,26.939604,0.01946
2018-08,ZAR,ZA,17.63837,0.01946
2018-08,AUD,AU,1.511144,0.01946
2018-08,CAD,CA,1.307358,0.01946
2018-09,INR,IN,86.154486,0.02135
2018-09,CNY,CN,6.774194,0.02135
2018-09,USD,US,0.972178,0.02135
2018-09,EUR,DE,0.944827,0.02135
2018-09,JPY,JP,149.777446,0.02135
2018-09,VND,VN,23479.385591,0.02135
2018-09,BRL,BR,4.897124,0.02135
2018-09,KRW,KR,1357.559984,0.02135
2018-09,MXN,MX,16.821465,0.02135
2018-09,THB,TH,35.213116,0.02135
2018-09,PLN,PL,3.837641,0.02135
2018-09,TRY,TR,26.95559,0.02135
2018-09,ZAR,ZA,17.677904,0.02135
2018-09,AUD,AU,1.521252,0.02135
2018-09,CAD,CA,1.297656,0.02135
2018-10,INR,IN,85.824296,0.02276
2018-10,CNY,CN,6.884055,0.02276
2018-10,USD,US,0.978071,0.02276
2018-10,EUR,DE,0.947071,0.02276
2018-10,JPY,JP,146.894249,0.02276
2018-10,VND,VN,23883.70186,0.02276
2018-10,BRL,BR,4.928317,0.02276
2018-10,KRW,KR,1353.953936,0.02276
2018-10,MXN,MX,16.689651,0.02276
2018-10,THB,TH,35.430036,0.02276
2018-10,PLN,PL,3.846424,0.02276
2018-10,TRY,TR,26.885318,0.02276
2018-10,ZAR,ZA,18.103686,0.02276
2018-10,AUD,AU,1.497481,0.02276
2018-10,CAD,CA,1.300932,0.02276
2018-11,INR,IN,86.019943,0.02365
2018-11,CNY,CN,6.829627,0.02365
2018-11,USD,US,0.953704,0.02365
2018-11,EUR,DE,0.953776,0.02365
2018-11,JPY,JP,149.419229,0.02365
2018-11,VND,VN,23564.86074,0.02365
2018-11,BRL,BR,4.928424,0.02365
2018-11,KRW,KR,1377.367419,0.02365
2018-11,MXN,MX,16.786652,0.02365
2018-11,THB,TH,36.095703,0.02365
2018-11,PLN,PL,3.907593,0.02365
2018-11,TRY,TR,26.234577,0.02365
2018-11,ZAR,ZA,17.749818,0.02365
2018-11,AUD,AU,1.490082,0.02365
2018-11,CAD,CA,1.316668,0.02365
2018-12,INR,IN,85.843327,0.024
2018-12,CNY,CN,6.903043,0.024
2018-12,USD,US,0.96126,0.024
2018-12,EUR,DE,0.961201,0.024
2018-12,JPY,JP,148.864969,0.024
2018-12,VND,VN,23709.868403,0.024
2018-12,BRL,BR,4.878434,0.024
2018-12,KRW,KR,1350.369823,0.024
2018-12,MXN,MX,16.98164,0.024
2018-12,THB,TH,35.701781,0.024
2018-12,PLN,PL,3.888236,0.024
2018-12,TRY,TR,26.67345,0.024
2018-12,ZAR,ZA,17.869485,0.024
2018-12,AUD,AU,1.486956,0.024
2018-12,CAD,CA,1.304076,0.024
2019-01,INR,IN,86.289596,0.02379
2019-01,CNY,CN,6.89945,0.02379
2019-01,USD,US,0.97571,0.02379
2019-01,EUR,DE,0.946605,0.02379
2019-01,JPY,JP,148.608776,0.02379
2019-01,VND,VN,23610.6121,0.02379
2019-01,BRL,BR,4.885606,0.02379
2019-01,KRW,KR,1344.407126,0.02379
2019-01,MXN,MX,17.200054,0.02379
2019-01,THB,TH,35.550784,0.02379
2019-01,PLN,PL,3.939895,0.02379
2019-01,TRY,TR,26.395297,0.02379
2019-01,ZAR,ZA,17.804357,0.02379
2019-01,AUD,AU,1.476851,0.02379
2019-01,CAD,CA,1.289448,0.02379
2019-02,INR,IN,85.186656,0.02303
2019-02,CNY,CN,6.930249,0.02303
2019-02,USD,US,0.951403,0.02303
2019-02,EUR,DE,0.935836,0.02303
2019-02,JPY,JP,149.658511,0.02303
2019-02,VND,VN,23581.852643,0.02303
2019-02,BRL,BR,4.983987,0.02303
2019-02,KRW,KR,1390.781738,0.02303
2019-02,MXN,MX,16.913209,0.02303
2019-02,THB,TH,35.810591,0.02303
2019-02,PLN,PL,3.882679,0.02303
2019-02,TRY,TR,26.499814,0.02303
2019-02,ZAR,ZA,17.577231,0.02303
2019-02,AUD,AU,1.46638,0.02303
2019-02,CAD,CA,1.274117,0.02303
2019-03,INR,IN,84.86603,0.02175
2019-03,CNY,CN,6.928718,0.02175
2019-03,USD,US,0.961,0.02175
2019-03,EUR,DE,0.945465,0.02175
2019-03,JPY,JP,149.996113,0.02175
2019-03,VND,VN,23796.568264,0.02175
2019-03,BRL,BR,4.961143,0.02175
2019-03,KRW,KR,1360.478249,0.02175
2019-03,MXN,MX,17.011658,0.02175
2019-03,THB,TH,36.225536,0.02175
2019-03,PLN,PL,3.890621,0.02175
2019-03,TRY,TR,26.742415,0.02175
2019-03,ZAR,ZA,17.958772,0.02175
2019-03,AUD,AU,1.456237,0.02175
2019-03,CAD,CA,1.316332,0.02175
2019-04,INR,IN,85.008983,0.01997
2019-04,CNY,CN,7.046278,0.01997
2019-04,USD,US,0.941965,0.01997
2019-04,EUR,DE,0.953125,0.01997
2019-04,JPY,JP,152.332466,0.01997
2019-04,VND,VN,23564.826339,0.01997
2019-04,BRL,BR,4.925832,0.01997
2019-04,KRW,KR,1379.66577,0.01997
2019-04,MXN,MX,17.091192,0.01997
2019-04,THB,TH,36.356632,0.01997
2019-04,PLN,PL,3.92247,0.01997
2019-04,TRY,TR,26.18198,0.01997
2019-04,ZAR,ZA,17.74371,0.01997
2019-04,AUD,AU,1.464927,0.01997
2019-04,CAD,CA,1.29012,0.01997
2019-05,INR,IN,85.000734,0.01775
2019-05,CNY,CN,6.957049,0.01775
2019-05,USD,US,0.96303,0.01775
2019-05,EUR,DE,0.967566,0.01775
2019-05,JPY,JP,151.28104,0.01775
2019-05,VND,VN,23709.75098,0.01775
2019-05,BRL,BR,5.00727,0.01775
2019-05,KRW,KR,1366.625547,0.01775
2019-05,MXN,MX,17.232254,0.01775
2019-05,THB,TH,36.225208,0.01775
2019-05,PLN,PL,3.921514,0.01775
2019-05,TRY,TR,26.58244,0.01775
2019-05,ZAR,ZA,18.122953,0.01775
2019-05,AUD,AU,1.46106,0.01775
2019-05,CAD,CA,1.29223,0.01775
2019-06,INR,IN,85.731265,0.01515
2019-06,CNY,CN,6.944694,0.01515
2019-06,USD,US,0.962178,0.01515
2019-06,EUR,DE,0.95635,0.01515
2019-06,JPY,JP,150.792908,0.01515
2019-06,VND,VN,23308.40547,0.01515
2019-06,BRL,BR,5.052166,0.01515
2019-06,KRW,KR,1371.93582,0.01515
2019-06,MXN,MX,17.063131,0.01515
2019-06,THB,TH,36.176371,0.01515
2019-06,PLN,PL,3.95864,0.01515
2019-06,TRY,TR,26.386959,0.01515
2019-06,ZAR,ZA,18.136656,0.01515
2019-06,AUD,AU,1.471212,0.01515
2019-06,CAD,CA,1.337566,0.01515
2019-07,INR,IN,84.827587,0.01224
2019-07,CNY,CN,6.977924,0.01224
2019-07,USD,US,0.95959,0.01224
2019-07,EUR,DE,0.95751,0.01224
2019-07,JPY,JP,150.746178,0.01224
2019-07,VND,VN,23661.29058,0.01224
2019-07,BRL,BR,5.065832,0.01224
2019-07,KRW,KR,1376.320726,0.01224
2019-07,MXN,MX,17.044652,0.01224
2019-07,THB,TH,36.315805,0.01224
2019-07,PLN,PL,3.97265,0.01224
2019-07,TRY,TR,26.299575,0.01224
2019-07,ZAR,ZA,18.093009,0.01224
2019-07,AUD,AU,1.45853,0.01224
2019-07,CAD,CA,1.292622,0.01224
2019-08,INR,IN,83.849815,0.00911
2019-08,CNY,CN,7.075514,0.00911
2019-08,USD,US,0.978673,0.00911
2019-08,EUR,DE,0.952059,0.00911
2019-08,JPY,JP,153.123702,0.00911
2019-08,VND,VN,23759.560635,0.00911
2019-08,BRL,BR,4.975442,0.00911
2019-08,KRW,KR,1391.499933,0.00911
2019-08,MXN,MX,17.012048,0.00911
2019-08,THB,TH,36.246138,0.00911
2019-08,PLN,PL,3.933603,0.00911
2019-08,TRY,TR,26.149006,0.00911
2019-08,ZAR,ZA,17.907344,0.00911
2019-08,AUD,AU,1.468107,0.00911
2019-08,CAD,CA,1.292468,0.00911
2019-09,INR,IN,84.058308,0.00583
2019-09,CNY,CN,7.059032,0.00583
2019-09,USD,US,0.976998,0.00583
2019-09,EUR,DE,0.959947,0.00583
2019-09,JPY,JP,150.433169,0.00583
2019-09,VND,VN,23746.06456,0.00583
2019-09,BRL,BR,4.988268,0.00583
2019-09,KRW,KR,1394.671106,0.00583
2019-09,MXN,MX,17.339868,0.00583
2019-09,THB,TH,36.134967,0.00583
2019-09,PLN,PL,3.998887,0.00583
2019-09,TRY,TR,26.398401,0.00583
2019-09,ZAR,ZA,18.178769,0.00583
2019-09,AUD,AU,1.468418,0.00583
2019-09,CAD,CA,1.317504,0.00583
2019-10,INR,IN,84.552756,0.0055
2019-10,CNY,CN,7.091903,0.0055
2019-10,USD,US,0.959902,0.0055
2019-10,EUR,DE,0.959176,0.0055
2019-10,JPY,JP,154.067727,0.0055
2019-10,VND,VN,23697.926204,0.0055
2019-10,BRL,BR,5.061886,0.0055
2019-10,KRW,KR,1385.434662,0.0055
2019-10,MXN,MX,17.231853,0.0055
2019-10,THB,TH,36.430282,0.0055
2019-10,PLN,PL,4.015332,0.0055
2019-10,TRY,TR,25.85229,0.0055
2019-10,ZAR,ZA,18.264804,0.0055
2019-10,AUD,AU,1.489767,0.0055
2019-10,CAD,CA,1.289507,0.0055
2019-11,INR,IN,83.728085,0.00879
2019-11,CNY,CN,7.080466,0.00879
2019-11,USD,US,0.974592,0.00879
2019-11,EUR,DE,0.941291,0.00879
2019-11,JPY,JP,153.619542,0.00879
2019-11,VND,VN,23611.723887,0.00879
2019-11,BRL,BR,5.062588,0.00879
2019-11,KRW,KR,1349.070555,0.00879
2019-11,MXN,MX,17.430182,0.00879
2019-11,THB,TH,36.220354,0.00879
2019-11,PLN,PL,4.017296,0.00879
2019-11,TRY,TR,26.588111,0.00879
2019-11,ZAR,ZA,18.181644,0.00879
2019-11,AUD,AU,1.481232,0.00879
2019-11,CAD,CA,1.318346,0.00879
2019-12,INR,IN,83.55245,0.01195
2019-12,CNY,CN,7.137947,0.01195
2019-12,USD,US,0.973722,0.01195
2019-12,EUR,DE,0.94968,0.01195
2019-12,JPY,JP,151.722807,0.01195
2019-12,VND,VN,23536.300882,0.01195
2019-12,BRL,BR,5.102353,0.01195
2019-12,KRW,KR,1367.143556,0.01195
2019-12,MXN,MX,17.620281,0.01195
2019-12,THB,TH,37.158769,0.01195
2019-12,PLN,PL,3.962062,0.01195
2019-12,TRY,TR,26.613091,0.01195
2019-12,ZAR,ZA,18.442516,0.01195
2019-12,AUD,AU,1.46014,0.01195
2019-12,CAD,CA,1.341831,0.01195
2020-01,INR,IN,84.039989,0.01488
2020-01,CNY,CN,7.04708,0.01488
2020-01,USD,US,0.972576,0.01488
2020-01,EUR,DE,0.948776,0.01488
2020-01,JPY,JP,153.062618,0.01488
2020-01,VND,VN,23767.91463,0.01488
2020-01,BRL,BR,5.049676,0.01488
2020-01,KRW,KR,1368.312936,0.01488
2020-01,MXN,MX,17.54297,0.01488
2020-01,THB,TH,36.590173,0.01488
2020-01,PLN,PL,4.037373,0.01488
2020-01,TRY,TR,25.890759,0.01488
2020-01,ZAR,ZA,18.617225,0.01488
2020-01,AUD,AU,1.47457,0.01488
2020-01,CAD,CA,1.323954,0.01488
2020-02,INR,IN,82.949012,0.01751
2020-02,CNY,CN,7.097164,0.01751
2020-02,USD,US,0.984935,0.01751
2020-02,EUR,DE,0.947405,0.01751
2020-02,JPY,JP,153.128329,0.01751
2020-02,VND,VN,23694.975677,0.01751
2020-02,BRL,BR,5.10504,0.01751
2020-02,KRW,KR,1391.321138,0.01751
2020-02,MXN,MX,17.470424,0.01751
2020-02,THB,TH,36.651237,0.01751
2020-02,PLN,PL,4.066509,0.01751
2020-02,TRY,TR,26.259893,0.01751
2020-02,ZAR,ZA,18.003952,0.01751
2020-02,AUD,AU,1.446499,0.01751
2020-02,CAD,CA,1.32466,0.01751
2020-03,INR,IN,82.53362,0.01977
2020-03,CNY,CN,7.19207,0.01977
2020-03,USD,US,0.980813,0.01977
2020-03,EUR,DE,0.947064,0.01977
2020-03,JPY,JP,154.127688,0.01977
2020-03,VND,VN,23694.521983,0.01977
2020-03,BRL,BR,5.063848,0.01977
2020-03,KRW,KR,1354.393211,0.01977
2020-03,MXN,MX,17.49992,0.01977
2020-03,THB,TH,36.575194,0.01977
2020-03,PLN,PL,3.981284,0.01977
2020-03,TRY,TR,26.051071,0.01977
2020-03,ZAR,ZA,18.268974,0.01977
2020-03,AUD,AU,1.479226,0.01977
2020-03,CAD,CA,1.313455,0.01977
2020-04,INR,IN,82.626094,0.02159
2020-04,CNY,CN,7.215298,0.02159
2020-04,USD,US,0.975222,0.02159
2020-04,EUR,DE,0.955769,0.02159
2020-04,JPY,JP,156.34842,0.02159
2020-04,VND,VN,23977.855698,0.02159
2020-04,BRL,BR,5.10596,0.02159
2020-04,KRW,KR,1398.138954,0.02159
2020-04,MXN,MX,17.794098,0.02159
2020-04,THB,TH,36.925984,0.02159
2020-04,PLN,PL,4.083705,0.02159
2020-04,TRY,TR,25.933281,0.02159
2020-04,ZAR,ZA,18.278492,0.02159
2020-04,AUD,AU,1.468955,0.02159
2020-04,CAD,CA,1.359053,0.02159
2020-05,INR,IN,81.668617,0.02293
2020-05,CNY,CN,7.142532,0.02293
2020-05,USD,US,0.963112,0.02293
2020-05,EUR,DE,0.951565,0.02293
2020-05,JPY,JP,154.015568,0.02293
2020-05,VND,VN,23849.814284,0.02293
2020-05,BRL,BR,5.164351,0.02293
2020-05,KRW,KR,1363.637892,0.02293
2020-05,MXN,MX,17.618928,0.02293
2020-05,THB,TH,36.578452,0.02293
2020-05,PLN,PL,4.047597,0.02293
2020-05,TRY,TR,26.081192,0.02293
2020-05,ZAR,ZA,18.401906,0.02293
2020-05,AUD,AU,1.475815,0.02293
2020-05,CAD,CA,1.336327,0.02293
2020-06,INR,IN,82.768298,0.02374
2020-06,CNY,CN,7.289298,0.02374
2020-06,USD,US,0.98222,0.02374
2020-06,EUR,DE,0.941194,0.02374
2020-06,JPY,JP,153.391029,0.02374
2020-06,VND,VN,23976.505701,0.02374
2020-06,BRL,BR,5.107231,0.02374
2020-06,KRW,KR,1378.659219,0.02374
2020-06,MXN,MX,17.430634,0.02374
2020-06,THB,TH,36.543935,0.02374
2020-06,PLN,PL,4.055094,0.02374
2020-06,TRY,TR,25.956548,0.02374
2020-06,ZAR,ZA,18.657147,0.02374
2020-06,AUD,AU,1.47867,0.02374
2020-06,CAD,CA,1.324403,0.02374
2020-07,INR,IN,80.853318,0.024
2020-07,CNY,CN,7.177328,0.024
2020-07,USD,US,0.981673,0.024
2020-07,EUR,DE,0.940198,0.024
2020-07,JPY,JP,153.663839,0.024
2020-07,VND,VN,23918.669136,0.024
2020-07,BRL,BR,5.126398,0.024
2020-07,KRW,KR,1357.519797,0.024
2020-07,MXN,MX,17.620053,0.024
2020-07,THB,TH,37.049457,0.024
2020-07,PLN,PL,4.137503,0.024
2020-07,TRY,TR,26.225284,0.024
2020-07,ZAR,ZA,18.428091,0.024
2020-07,AUD,AU,1.464357,0.024
2020-07,CAD,CA,1.32762,0.024
2020-08,INR,IN,82.749468,0.02371
2020-08,CNY,CN,7.243416,0.02371
2020-08,USD,US,0.97726,0.02371
2020-08,EUR,DE,0.944165,0.02371
2020-08,JPY,JP,155.649189,0.02371
2020-08,VND,VN,24201.639359,0.02371
2020-08,BRL,BR,5.105248,0.02371
2020-08,KRW,KR,1357.067383,0.02371
2020-08,MXN,MX,17.649168,0.02371
2020-08,THB,TH,36.660904,0.02371
2020-08,PLN,PL,4.031522,0.02371
2020-08,TRY,TR,26.785164,0.02371
2020-08,ZAR,ZA,18.490317,0.02371
2020-08,AUD,AU,1.485214,0.02371
2020-08,CAD,CA,1.340016,0.02371
2020-09,INR,IN,82.82645,0.02287
2020-09,CNY,CN,7.256972,0.02287
2020-09,USD,US,0.984058,0.02287
2020-09,EUR,DE,0.940837,0.02287
2020-09,JPY,JP,154.739843,0.02287
2020-09,VND,VN,24258.98232,0.02287
2020-09,BRL,BR,5.03276,0.02287
2020-09,KRW,KR,1388.354481,0.02287
2020-09,MXN,MX,17.68179,0.02287
2020-09,THB,TH,36.604826,0.02287
2020-09,PLN,PL,4.096896,0.02287
2020-09,TRY,TR,26.34023,0.02287
2020-09,ZAR,ZA,18.481416,0.02287
2020-09,AUD,AU,1.475065,0.02287
2020-09,CAD,CA,1.35859,0.02287
2020-10,INR,IN,81.240245,0.02151
2020-10,CNY,CN,7.173041,0.02151
2020-10,USD,US,0.985503,0.02151
2020-10,EUR,DE,0.939466,0.02151
2020-10,JPY,JP,154.872387,0.02151
2020-10,VND,VN,24183.983161,0.02151
2020-10,BRL,BR,5.153393,0.02151
2020-10,KRW,KR,1355.727501,0.02151
2020-10,MXN,MX,17.572035,0.02151
2020-10,THB,TH,36.814275,0.02151
2020-10,PLN,PL,4.094967,0.02151
2020-10,TRY,TR,26.126666,0.02151
2020-10,ZAR,ZA,18.425923,0.02151
2020-10,AUD,AU,1.467591,0.02151
2020-10,CAD,CA,1.328957,0.02151
2020-11,INR,IN,80.489189,0.01966
2020-11,CNY,CN,7.263036,0.01966
2020-11,USD,US,0.987654,0.01966
2020-11,EUR,DE,0.937437,0.01966
2020-11,JPY,JP,154.935171,0.01966
2020-11,VND,VN,24346.267065,0.01966
2020-11,BRL,BR,5.108755,0.01966
2020-11,KRW,KR,1352.373593,0.01966
2020-11,MXN,MX,17.584578,0.01966
2020-11,THB,TH,36.766433,0.01966
2020-11,PLN,PL,4.128058,0.01966
2020-11,TRY,TR,26.000314,0.01966
2020-11,ZAR,ZA,18.719408,0.01966
2020-11,AUD,AU,1.461883,0.01966
2020-11,CAD,CA,1.353527,0.01966
2020-12,INR,IN,81.632384,0.01738
2020-12,CNY,CN,7.213041,0.01738
2020-12,USD,US,0.993133,0.01738
2020-12,EUR,DE,0.942993,0.01738
2020-12,JPY,JP,153.828647,0.01738
2020-12,VND,VN,24311.959918,0.01738
2020-12,BRL,BR,5.08481,0.01738
2020-12,KRW,KR,1351.864389,0.01738
2020-12,MXN,MX,17.644436,0.01738
2020-12,THB,TH,36.447787,0.01738
2020-12,PLN,PL,4.153639,0.01738
2020-12,TRY,TR,25.998398,0.01738
2020-12,ZAR,ZA,18.863295,0.01738
2020-12,AUD,AU,1.481891,0.01738
2020-12,CAD,CA,1.360573,0.01738
2021-01,INR,IN,81.20251,0.01473
2021-01,CNY,CN,7.327409,0.01473
2021-01,USD,US,1.004071,0.01473
2021-01,EUR,DE,0.915843,0.01473
2021-01,JPY,JP,155.571287,0.01473
2021-01,VND,VN,24347.703057,0.01473
2021-01,BRL,BR,5.179992,0.01473
2021-01,KRW,KR,1358.584725,0.01473
2021-01,MXN,MX,17.984148,0.01473
2021-01,THB,TH,36.614949,0.01473
2021-01,PLN,PL,4.123488,0.01473
2021-01,TRY,TR,26.269649,0.01473
2021-01,ZAR,ZA,18.979248,0.01473
2021-01,AUD,AU,1.491934,0.01473
2021-01,CAD,CA,1.360993,0.01473
2021-02,INR,IN,80.753656,0.01178
2021-02,CNY,CN,7.344402,0.01178
2021-02,USD,US,0.992363,0.01178
2021-02,EUR,DE,0.926854,0.01178
2021-02,JPY,JP,151.61577,0.01178
2021-02,VND,VN,24694.026835,0.01178
2021-02,BRL,BR,5.064945,0.01178
2021-02,KRW,KR,1338.917226,0.01178
2021-02,MXN,MX,17.676429,0.01178
2021-02,THB,TH,36.660056,0.01178
2021-02,PLN,PL,4.131905,0.01178
2021-02,TRY,TR,26.243412,0.01178
2021-02,ZAR,ZA,18.777942,0.01178
2021-02,AUD,AU,1.49413,0.01178
2021-02,CAD,CA,1.360949,0.01178
2021-03,INR,IN,80.775785,0.00862
2021-03,CNY,CN,7.30475,0.00862
2021-03,USD,US,0.993242,0.00862
2021-03,EUR,DE,0.933634,0.00862
2021-03,JPY,JP,153.132245,0.00862
2021-03,VND,VN,24647.221965,0.00862
2021-03,BRL,BR,5.097107,0.00862
2021-03,KRW,KR,1339.802318,0.00862
2021-03,MXN,MX,17.885222,0.00862
2021-03,THB,TH,35.851539,0.00862
2021-03,PLN,PL,4.125791,0.00862
2021-03,TRY,TR,26.222251,0.00862
2021-03,ZAR,ZA,18.80865,0.00862
2021-03,AUD,AU,1.494272,0.00862
2021-03,CAD,CA,1.360722,0.00862
2021-04,INR,IN,80.866636,0.00533
2021-04,CNY,CN,7.273369,0.00533
2021-04,USD,US,0.995962,0.00533
2021-04,EUR,DE,0.917528,0.00533
2021-04,JPY,JP,152.80854,0.00533
2021-04,VND,VN,24227.953235,0.00533
2021-04,BRL,BR,5.196542,0.00533
2021-04,KRW,KR,1345.930345,0.00533
2021-04,MXN,MX,17.736858,0.00533
2021-04,THB,TH,36.529387,0.00533
2021-04,PLN,PL,4.102817,0.00533
2021-04,TRY,TR,26.31668,0.00533
2021-04,ZAR,ZA,19.133001,0.00533
2021-04,AUD,AU,1.499692,0.00533
2021-04,CAD,CA,1.3787,0.00533
2021-05,INR,IN,79.712324,0.006
2021-05,CNY,CN,7.212199,0.006
2021-05,USD,US,1.004525,0.006
2021-05,EUR,DE,0.915122,0.006
2021-05,JPY,JP,152.822387,0.006
2021-05,VND,VN,24645.00197,0.006
2021-05,BRL,BR,5.125927,0.006
2021-05,KRW,KR,1354.804636,0.006
2021-05,MXN,MX,17.820593,0.006
2021-05,THB,TH,36.316586,0.006
2021-05,PLN,PL,4.12882,0.006
2021-05,TRY,TR,26.61797,0.006
2021-05,ZAR,ZA,18.883142,0.006
2021-05,AUD,AU,1.520259,0.006
2021-05,CAD,CA,1.372497,0.006
2021-06,INR,IN,81.828999,0.00928
2021-06,CNY,CN,7.309401,0.00928
2021-06,USD,US,1.015513,0.00928
2021-06,EUR,DE,0.924099,0.00928
2021-06,JPY,JP,154.294408,0.00928
2021-06,VND,VN,24736.291548,0.00928
2021-06,BRL,BR,5.064199,0.00928
2021-06,KRW,KR,1333.389647,0.00928
2021-06,MXN,MX,17.947258,0.00928
2021-06,THB,TH,35.945761,0.00928
2021-06,PLN,PL,4.208036,0.00928
2021-06,TRY,TR,26.600823,0.00928
2021-06,ZAR,ZA,18.855571,0.00928
2021-06,AUD,AU,1.489088,0.00928
2021-06,CAD,CA,1.373035,0.00928
2021-07,INR,IN,81.569528,0.0124
2021-07,CNY,CN,7.402938,0.0124
2021-07,USD,US,1.004011,0.0124
2021-07,EUR,DE,0.898727,0.0124
2021-07,JPY,JP,151.864934,0.0124
2021-07,VND,VN,25185.865023,0.0124
2021-07,BRL,BR,5.071541,0.0124
2021-07,KRW,KR,1318.416214,0.0124
2021-07,MXN,MX,17.752528,0.0124
2021-07,THB,TH,36.480964,0.0124
2021-07,PLN,PL,4.149394,0.0124
2021-07,TRY,TR,26.427741,0.0124
2021-07,ZAR,ZA,18.864668,0.0124
2021-07,AUD,AU,1.48709,0.0124
2021-07,CAD,CA,1.38924,0.0124
2021-08,INR,IN,80.881179,0.0153
2021-08,CNY,CN,7.427993,0.0153
2021-08,USD,US,1.002596,0.0153
2021-08,EUR,DE,0.905372,0.0153
2021-08,JPY,JP,154.417519,0.0153
2021-08,VND,VN,24788.88951,0.0153
2021-08,BRL,BR,5.117162,0.0153
2021-08,KRW,KR,1327.362584,0.0153
2021-08,MXN,MX,17.727676,0.0153
2021-08,THB,TH,36.233666,0.0153
2021-08,PLN,PL,4.096853,0.0153
2021-08,TRY,TR,26.262945,0.0153
2021-08,ZAR,ZA,18.917512,0.0153
2021-08,AUD,AU,1.508403,0.0153
2021-08,CAD,CA,1.381232,0.0153
2021-09,INR,IN,79.23611,0.01788
2021-09,CNY,CN,7.471168,0.01788
2021-09,USD,US,1.017207,0.01788
2021-09,EUR,DE,0.906791,0.01788
2021-09,JPY,JP,151.188802,0.01788
2021-09,VND,VN,24936.664146,0.01788
2021-09,BRL,BR,5.039412,0.01788
2021-09,KRW,KR,1332.880296,0.01788
2021-09,MXN,MX,17.782593,0.01788
2021-09,THB,TH,36.014861,0.01788
2021-09,PLN,PL,4.094502,0.01788
2021-09,TRY,TR,26.581342,0.01788
2021-09,ZAR,ZA,19.125538,0.01788
2021-09,AUD,AU,1.507679,0.01788
2021-09,CAD,CA,1.399741,0.01788
2021-10,INR,IN,79.936298,0.02008
2021-10,CNY,CN,7.288015,0.02008
2021-10,USD,US,1.016995,0.02008
2021-10,EUR,DE,0.895182,0.02008
2021-10,JPY,JP,151.950943,0.02008
2021-10,VND,VN,25124.19351,0.02008
2021-10,BRL,BR,5.112516,0.02008
2021-10,KRW,KR,1316.546544,0.02008
2021-10,MXN,MX,17.957254,0.02008
2021-10,THB,TH,35.669786,0.02008
2021-10,PLN,PL,4.125728,0.02008
2021-10,TRY,TR,26.594088,0.02008
2021-10,ZAR,ZA,19.184932,0.02008
2021-10,AUD,AU,1.514706,0.02008
2021-10,CAD,CA,1.388754,0.02008
2021-11,INR,IN,80.917609,0.02183
2021-11,CNY,CN,7.276179,0.02183
2021-11,USD,US,1.023857,0.02183
2021-11,EUR,DE,0.909479,0.02183
2021-11,JPY,JP,151.779883,0.02183
2021-11,VND,VN,24765.468611,0.02183
2021-11,BRL,BR,5.080987,0.02183
2021-11,KRW,KR,1330.981454,0.02183
2021-11,MXN,MX,17.57981,0.02183
2021-11,THB,TH,36.331508,0.02183
2021-11,PLN,PL,4.117204,0.02183
2021-11,TRY,TR,26.876116,0.02183
2021-11,ZAR,ZA,19.265089,0.02183
2021-11,AUD,AU,1.538933,0.02183
2021-11,CAD,CA,1.388395,0.02183
2021-12,INR,IN,79.980279,0.02308
2021-12,CNY,CN,7.30177,0.02308
2021-12,USD,US,1.020762,0.02308
2021-12,EUR,DE,0.911366,0.02308
2021-12,JPY,JP,152.202597,0.02308
2021-12,VND,VN,25202.748812,0.02308
2021-12,BRL,BR,5.12263,0.02308
2021-12,KRW,KR,1320.587808,0.02308
2021-12,MXN,MX,17.862541,0.02308
2021-12,THB,TH,35.973098,0.02308
2021-12,PLN,PL,4.210218,0.02308
2021-12,TRY,TR,26.751781,0.02308
2021-12,ZAR,ZA,19.140332,0.02308
2021-12,AUD,AU,1.511205,0.02308
2021-12,CAD,CA,1.393811,0.02308
2022-01,INR,IN,79.242745,0.02381
2022-01,CNY,CN,7.421587,0.02381
2022-01,USD,US,1.0255,0.02381
2022-01,EUR,DE,0.899242,0.02381
2022-01,JPY,JP,150.890594,0.02381
2022-01,VND,VN,24550.17999,0.02381
2022-01,BRL,BR,5.060391,0.02381
2022-01,KRW,KR,1322.393533,0.02381
2022-01,MXN,MX,17.904513,0.02381
2022-01,THB,TH,35.948856,0.02381
2022-01,PLN,PL,4.142952,0.02381
2022-01,TRY,TR,26.887694,0.02381
2022-01,ZAR,ZA,19.089754,0.02381
2022-01,AUD,AU,1.533524,0.02381
2022-01,CAD,CA,1.40103,0.02381
2022-02,INR,IN,81.113836,0.02399
