order_id,date,order_date,customer_id,supplier_id,commodity_code,commodity,country_code,country,quantity,unit_price_usd,total_usd,currency_code,exchange_rate,expected_delivery_date,actual_delivery_date,lead_time_days,delay_days,status,payment_status,quality_inspection_result,returned_quantity,return_reason,shipment_mode,incoterms,port_of_origin,port_of_destination,priority_level,discount_percent,tax_amount,insurance_amount,tracking_number,carrier_name,notes,payment_terms,is_delayed,is_anomaly
PO-102555,2016-12-21,2016-12-21,CUS-0175,SUP-0167,SLC,Silicon,MX,Mexico,10228,2322.846,23758069.0,MXN,16.486113,2017-01-27,2017-01-27,37,0,delivered,Paid,passed,0,,Sea,CIF,MX-PORT-4,DEST-04,normal,5.51,2517749.91,200444.86,TRK-10002555,FedEx,,Net 60,false,false
PO-102556,2016-03-13,2016-03-13,CUS-0124,SUP-0160,COP,Copper,BR,Brazil,19058,5497.274,104767048.67,BRL,4.769458,2016-05-11,2016-05-10,59,0,delivered,Paid,passed,0,,Air,DAP,BR-PORT-3,DEST-02,normal,11.62,16690298.54,831994.5,TRK-10002556,Kuehne+Nagel,,Net 60,false,false
PO-102557,2016-07-25,2016-07-25,CUS-0303,SUP-0149,ALM,Aluminum,KR,South Korea,22191,2156.685,47858995.83,KRW,1303.565971,2016-07-31,2016-08-01,6,1,delivered,Disputed,passed,0,,Sea,DAP,KR-PORT-1,DEST-07,normal,8.41,6362097.7,936799.19,TRK-10002557,Kuehne+Nagel,,Net 30,false,false
PO-102558,2016-12-26,2016-12-26,CUS-0287,SUP-0196,LIT,Lithium,ZA,South Africa,9301,19308.3398,179586868.9,ZAR,18.05195,2017-02-16,2017-02-13,52,0,delivered,Paid,passed,0,,Air,CIF,ZA-PORT-3,DEST-04,high,1.53,31979044.3,2495560.53,TRK-10002558,DB Schenker,,Net 60,false,false
PO-102559,2016-06-14,2016-06-14,CUS-0318,SUP-0148,PLA,Plastic,KR,South Korea,2332,1228.5957,2865085.27,KRW,1288.84471,2016-07-12,2016-07-15,28,3,delivered,Paid,passed,0,,Sea,DAP,KR-PORT-4,DEST-12,low,5.83,185693.82,45393.88,TRK-10002559,Kuehne+Nagel,,Net 60,false,false
PO-102560,2016-05-05,2016-05-05,CUS-0151,SUP-0138,CTN,Cotton,VN,Vietnam,3791,1185.8599,4495594.81,VND,23744.593411,2016-05-14,2016-05-12,9,0,delivered,Overdue,passed,0,,Road,CIF,VN-PORT-1,DEST-07,normal,1.47,340364.42,85961.81,TRK-10002560,FedEx,,Net 60,false,false
PO-102561,2016-02-06,2016-02-06,CUS-0198,SUP-0077,COP,Copper,US,United States,11392,7514.7681,85608238.62,USD,0.988469,2016-03-07,2016-03-07,30,0,delivered,Paid,passed,0,,Sea,DAP,US-PORT-2,DEST-05,high,7.42,6204061.81,613010.99,TRK-10002561,DHL,,Net 30,false,false
PO-102562,2016-11-04,2016-11-04,CUS-0252,SUP-0158,CTN,Cotton,BR,Brazil,28432,1430.4627,40670916.23,BRL,4.794524,2016-11-20,2016-11-17,16,0,delivered,Paid,passed,0,,Sea,FOB,BR-PORT-2,DEST-09,normal,5.8,2732743.94,646194.89,TRK-10002562,DB Schenker,,Net 45,false,false
PO-102563,2016-05-05,2016-05-05,CUS-0188,SUP-0201,PLA,Plastic,CA,Canada,2365,1231.2445,2911893.13,CAD,1.314573,2016-05-19,2016-05-19,14,0,delivered,Overdue,passed,0,,Sea,FCA,CA-PORT-3,DEST-01,normal,3.73,302150.74,24063.33,TRK-10002563,Kuehne+Nagel,,Net 90,false,false
PO-102564,2016-08-15,2016-08-15,CUS-0233,SUP-0161,STL,Steel,MX,Mexico,4749,417.7558,1983922.49,MXN,16.671054,2016-09-30,,46,0,cancelled,Paid,passed,0,,Sea,FCA,MX-PORT-1,DEST-06,high,2.06,347720.34,36664.4,,DB Schenker,,Net 90,true,false
PO-102565,2016-12-30,2016-12-30,CUS-0226,SUP-0075,STL,Steel,US,United States,22618,517.2729,11699679.13,USD,0.962302,2017-01-31,2017-01-31,32,0,delivered,Paid,passed,0,,Sea,CIF,US-PORT-2,DEST-09,high,1.98,856899.6,94336.84,TRK-10002565,DHL,,Net 45,false,false
PO-102566,2016-07-19,2016-07-19,CUS-0287,SUP-0151,PLA,Plastic,BR,Brazil,18883,985.9436,18617572.76,BRL,4.77928,2016-09-23,2016-09-26,66,3,delivered,Paid,passed,0,,Sea,CIF,BR-PORT-1,DEST-02,normal,6.8,1557779.24,288240.09,TRK-10002566,DHL,,Net 30,false,false
PO-102567,2016-07-18,2016-07-18,CUS-0271,SUP-0013,COP,Copper,CN,China,3878,5566.9242,21588531.86,CNY,6.781239,2016-08-14,2016-08-12,27,0,delivered,Paid,passed,0,,Sea,FOB,CN-PORT-2,DEST-05,normal,11.61,3497265.35,403947.81,TRK-10002567,DHL,,Net 60,false,false
PO-102568,2016-04-27,2016-04-27,CUS-0277,SUP-0187,SEM,Semiconductors,TR,Turkey,29519,5.2351,154533.7,TRY,26.068992,2016-06-05,2016-06-04,39,0,delivered,Paid,passed,0,,Sea,DAP,TR-PORT-1,DEST-07,low,3.41,1795.89,1162.29,TRK-10002568,DHL,,Net 90,false,false
PO-102569,2016-09-24,2016-09-24,CUS-0090,SUP-0183,COP,Copper,PL,Poland,5755,5446.3743,31343883.99,PLN,3.912785,2016-11-20,2016-11-25,57,5,delayed,Paid,passed,0,,Road,CIF,PL-PORT-4,DEST-10,low,3.03,3280318.96,304126.31,TRK-10002569,FedEx,,Net 90,true,false
PO-102570,2016-11-15,2016-11-15,CUS-0203,SUP-0119,STL,Steel,JP,Japan,20531,499.3621,10252402.91,JPY,141.468919,2016-12-08,2016-12-07,23,0,delivered,Paid,passed,0,,Sea,FCA,JP-PORT-2,DEST-09,low,3.47,128933.91,33842.04,TRK-10002570,Maersk,,Net 45,false,false
PO-102571,2016-02-08,2016-02-08,CUS-0282,SUP-0070,STL,Steel,US,United States,11277,533.9356,6021191.63,USD,0.980968,2016-04-15,2016-04-12,67,0,delivered,Pending,passed,0,,Sea,EXW,US-PORT-2,DEST-11,normal,8.82,527443.29,99561.01,TRK-10002571,Maersk,,Net 30,false,false
PO-102572,2016-02-26,2016-02-26,CUS-0302,SUP-0140,CTN,Cotton,KR,South Korea,20746,1539.6896,31942400.48,KRW,1297.742512,2016-03-12,2016-03-09,15,0,delivered,Overdue,passed,0,,Sea,CIF,KR-PORT-1,DEST-09,normal,10.32,4574103.92,542964.99,TRK-10002572,FedEx,,Net 30,false,false
PO-102573,2016-05-05,2016-05-05,CUS-0137,SUP-0189,PLA,Plastic,TR,Turkey,6570,967.8661,6358880.52,TRY,26.267437,2016-06-18,2016-06-21,44,3,delivered,Paid,passed,0,,Air,FOB,TR-PORT-1,DEST-05,normal,6.12,1117934.63,54932.97,TRK-10002573,DHL,,Net 45,false,false
PO-102574,2016-02-16,2016-02-16,CUS-0286,SUP-0100,CTN,Cotton,DE,Germany,21059,1656.878,34892194.52,EUR,0.887773,2016-02-29,2016-02-28,13,0,delivered,Paid,passed,0,,Sea,CIF,DE-PORT-1,DEST-01,normal,9.39,6215111.39,183863.05,TRK-10002574,Kuehne+Nagel,,Net 45,false,false
PO-102575,2016-06-07,2016-06-07,CUS-0161,SUP-0052,COP,Copper,IN,India,29117,4782.3415,139247437.44,INR,80.403573,2016-07-07,2016-07-09,30,2,delivered,Paid,passed,0,,Sea,EXW,IN-PORT-4,DEST-03,normal,2.3,11111223.65,2289412.01,TRK-10002575,DB Schenker,,Net 90,false,false
PO-102576,2016-12-04,2016-12-04,CUS-0107,SUP-0164,COP,Copper,MX,Mexico,15957,5738.5443,91569951.48,MXN,16.502978,2017-01-08,2017-01-05,35,0,delivered,Paid,passed,0,,Sea,DAP,MX-PORT-1,DEST-05,high,6.93,5606894.56,273718.23,TRK-10002576,DHL,,Net 90,false,false
PO-102577,2016-02-19,2016-02-19,CUS-0274,SUP-0051,ALM,Aluminum,IN,India,5847,1647.3667,9632152.82,INR,81.408742,2016-04-04,2016-04-05,45,1,delivered,Paid,passed,0,,Sea,DAP,IN-PORT-2,DEST-04,high,3.45,292920.85,82802.13,TRK-10002577,DHL,,Net 30,false,false
PO-102578,2016-11-15,2016-11-15,CUS-0031,SUP-0033,REE,Rare Earth,CN,China,21221,47046.386,998371356.65,CNY,6.855176,2016-12-20,2016-12-23,35,3,delivered,Paid,passed,0,,Sea,FCA,CN-PORT-1,DEST-11,normal,6.89,97204419.68,7266322.04,TRK-10002578,DHL,,Net 60,false,false
PO-102579,2016-08-09,2016-08-09,CUS-0209,SUP-0048,CTN,Cotton,IN,India,21748,1162.9058,25290875.62,INR,80.096112,2016-09-15,2016-09-16,37,1,delivered,Paid,passed,0,,Air,DAP,IN-PORT-1,DEST-08,normal,8.93,2818323.19,75122.79,TRK-10002579,Kuehne+Nagel,,Net 45,false,false
PO-102580,2016-06-04,2016-06-04,CUS-0052,SUP-0005,SEM,Semiconductors,CN,China,27927,4.7652,133076.66,CNY,6.900407,2016-07-26,2016-07-29,52,3,delivered,Overdue,passed,0,,Sea,FOB,CN-PORT-3,DEST-03,normal,7.71,3971.01,2399.08,TRK-10002580,Kuehne+Nagel,,Net 60,false,false
PO-102581,2016-10-04,2016-10-04,CUS-0198,SUP-0166,PAP,Paper,MX,Mexico,10517,619.4041,6514273.11,MXN,16.516178,2016-10-17,2016-10-16,13,0,delivered,Paid,passed,0,,Sea,EXW,MX-PORT-2,DEST-11,normal,0.31,93985.16,101617.19,TRK-10002581,Maersk,,Net 30,false,false
PO-102582,2016-11-26,2016-11-26,CUS-0058,SUP-0101,LIT,Lithium,DE,Germany,23012,20602.4543,474103678.51,EUR,0.895185,2017-01-23,2017-01-21,58,0,delivered,Overdue,passed,0,,Sea,DAP,DE-PORT-3,DEST-03,normal,10.1,59365847.43,2313563.1,TRK-10002582,Maersk,,Net 30,false,false
PO-102583,2016-05-06,2016-05-06,CUS-0206,SUP-0038,CTN,Cotton,IN,India,10625,1258.9276,13376105.29,INR,80.603535,2016-05-20,2016-05-23,14,3,delivered,Paid,passed,0,,Sea,CIF,IN-PORT-3,DEST-12,normal,2.38,145305.72,95243.1,TRK-10002583,DHL,,Net 60,false,false
PO-102584,2016-04-16,2016-04-16,CUS-0262,SUP-0104,NIC,Nickel,DE,Germany,3172,17742.8048,56280176.81,EUR,0.896364,2016-06-22,2016-06-21,67,0,delivered,Refunded,passed,0,,Sea,FCA,DE-PORT-2,DEST-03,normal,8.98,6294697.78,874119.87,TRK-10002584,Maersk,,Net 45,false,false
PO-102585,2016-03-07,2016-03-07,CUS-0014,SUP-0073,REE,Rare Earth,US,United States,8352,75504.8967,630616897.16,USD,0.961987,2016-03-28,2016-03-25,21,0,delivered,Paid,passed,0,,Road,FCA,US-PORT-1,DEST-03,normal,9.21,88044455.84,4370030.94,TRK-10002585,DHL,,Net 90,false,false
PO-102586,2016-04-30,2016-04-30,CUS-0181,SUP-0200,CTN,Cotton,AU,Australia,7120,1681.4352,11971818.57,AUD,1.484706,2016-06-21,2016-06-20,52,0,delivered,Paid,passed,0,,Road,FOB,AU-PORT-1,DEST-01,normal,7.06,798698.39,220469.5,TRK-10002586,Maersk,,Net 90,false,false
PO-102587,2016-07-05,2016-07-05,CUS-0214,SUP-0039,SEM,Semiconductors,IN,India,10097,4.0471,40863.91,INR,80.431835,2016-09-03,2016-08-31,60,0,delivered,Paid,passed,0,,Air,CIF,IN-PORT-4,DEST-12,normal,9.46,2878.73,267.46,TRK-10002587,FedEx,,Net 60,false,false
PO-102588,2016-10-30,2016-10-30,CUS-0254,SUP-0176,ALM,Aluminum,TH,Thailand,4026,1568.0195,6312846.69,THB,34.272452,2016-11-22,2016-11-19,23,0,delivered,Paid,failed,0,,Air,FCA,TH-PORT-3,DEST-10,low,6.67,547316.09,23476.79,TRK-10002588,Kuehne+Nagel,,Net 45,false,false
PO-102589,2016-06-21,2016-06-21,CUS-0029,SUP-0181,STL,Steel,PL,Poland,5466,424.3338,2319408.73,PLN,3.823447,2016-07-05,2016-07-07,14,2,delivered,Paid,passed,0,,Air,FCA,PL-PORT-4,DEST-07,normal,4.28,409542.31,19420.17,TRK-10002589,DHL,,Net 45,false,false
PO-102590,2016-10-20,2016-10-20,CUS-0073,SUP-0202,STL,Steel,CA,Canada,7841,470.4553,3688839.78,CAD,1.301079,2016-12-11,2016-12-12,52,1,delivered,Paid,passed,0,,Road,CIF,CA-PORT-1,DEST-04,normal,5.64,240979.6,34248.18,TRK-10002590,FedEx,,Net 60,false,false
PO-102591,2016-03-30,2016-03-30,CUS-0245,SUP-0137,STL,Steel,VN,Vietnam,9305,417.8746,3888322.92,VND,24107.364315,2016-06-01,2016-05-29,63,0,delivered,Paid,passed,0,,Road,FOB,VN-PORT-4,DEST-11,low,6.86,462960.66,34781.84,TRK-10002591,Maersk,,Net 45,false,false
PO-102592,2016-06-30,2016-06-30,CUS-0160,SUP-0067,NIC,Nickel,US,United States,1337,17240.3258,23050315.63,USD,0.962352,2016-07-23,2016-07-24,23,1,delivered,Paid,passed,0,,Sea,FCA,US-PORT-1,DEST-09,low,3.21,2471328.76,242405.49,TRK-10002592,Maersk,,Net 60,false,false
PO-102593,2016-12-25,2016-12-25,CUS-0174,SUP-0191,STL,Steel,TR,Turkey,23610,392.5817,9268853.27,TRY,25.940922,2017-02-08,2017-02-11,45,3,delivered,Paid,passed,0,,Air,DAP,TR-PORT-2,DEST-10,normal,6.87,441492.88,140520.2,TRK-10002593,FedEx,,Net 90,false,false
PO-102594,2016-06-04,2016-06-04,CUS-0011,SUP-0001,STL,Steel,CN,China,7616,402.3848,3064562.97,CNY,6.973209,2016-07-15,2016-07-18,41,3,delivered,Paid,passed,0,,Air,FOB,CN-PORT-1,DEST-02,high,1.72,427626.15,25518.09,TRK-10002594,FedEx,,Net 30,false,false
PO-102595,2016-12-02,2016-12-02,CUS-0182,SUP-0115,STL,Steel,JP,Japan,29134,492.4357,14346623.08,JPY,142.55029,2016-12-23,2016-12-24,21,1,delivered,Paid,passed,0,,Sea,EXW,JP-PORT-4,DEST-06,normal,8.99,205523.35,255523.76,TRK-10002595,DHL,,Net 30,false,false
PO-102596,2016-06-22,2016-06-22,CUS-0100,SUP-0149,PLA,Plastic,KR,South Korea,13479,1149.9391,15500028.87,KRW,1275.979056,2016-06-26,2016-06-28,4,2,delivered,Overdue,passed,0,,Sea,CIF,KR-PORT-4,DEST-03,high,10.73,672298.15,98131.22,TRK-10002596,Kuehne+Nagel,,Net 30,false,false
PO-102597,2016-12-27,2016-12-27,CUS-0002,SUP-0046,LIT,Lithium,IN,India,10236,17113.6418,175175237.79,INR,80.692154,2017-02-16,2017-02-17,51,1,delivered,Paid,passed,0,,Sea,FCA,IN-PORT-1,DEST-03,normal,5.34,4803029.02,1780960.4,TRK-10002597,DB Schenker,,Net 30,false,false
PO-102598,2016-06-13,2016-06-13,CUS-0144,SUP-0182,STL,Steel,PL,Poland,3740,407.7268,1524898.28,PLN,3.823037,2016-07-17,2016-07-18,34,1,delivered,Paid,passed,0,,Sea,CIF,PL-PORT-4,DEST-03,normal,1.74,163372.98,12656.58,TRK-10002598,DB Schenker,,Net 90,false,false
PO-102599,2016-06-19,2016-06-19,CUS-0194,SUP-0021,SLC,Silicon,CN,China,4520,2063.4643,9326858.67,CNY,6.971189,2016-08-13,2016-08-11,55,0,delivered,Paid,passed,0,,Sea,CIF,CN-PORT-3,DEST-04,high,4.05,1185216.73,21777.42,TRK-10002599,Maersk,,Net 90,false,false
PO-102600,2016-01-10,2016-01-10,CUS-0223,SUP-0159,LIT,Lithium,BR,Brazil,3733,18341.2299,68467811.15,BRL,4.909654,2016-03-22,2016-03-20,72,0,delivered,Paid,passed,0,,Air,DDP,BR-PORT-4,DEST-11,normal,1.83,3283723.93,1311383.75,TRK-10002600,DB Schenker,,Net 45,false,false
PO-102601,2016-03-08,2016-03-08,CUS-0252,SUP-0001,STL,Steel,CN,China,25441,393.7174,10016563.57,CNY,7.026668,2016-04-19,2016-04-17,42,0,delivered,Paid,passed,0,,Road,EXW,CN-PORT-1,DEST-03,low,0.74,912473.26,93546.72,TRK-10002601,Kuehne+Nagel,,Net 30,false,false
PO-102602,2016-03-09,2016-03-09,CUS-0284,SUP-0015,COP,Copper,CN,China,24685,5672.8475,140034240.08,CNY,6.906628,2016-03-22,2016-03-20,13,0,delivered,Overdue,passed,0,,Sea,DAP,CN-PORT-3,DEST-10,normal,9.75,1751375.57,2721412.09,TRK-10002602,Maersk,,Net 90,false,false
PO-102603,2016-09-15,2016-09-15,CUS-0217,SUP-0035,RBR,Rubber,CN,China,12464,1289.2095,16068707.34,CNY,6.905389,2016-10-05,2016-10-08,20,3,delivered,Paid,failed,0,,Rail,DDP,CN-PORT-2,DEST-05,normal,4.91,2066796.47,248426.58,TRK-10002603,DHL,,Net 45,false,false
PO-102604,2016-04-10,2016-04-10,CUS-0045,SUP-0132,LIT,Lithium,VN,Vietnam,8930,16873.7092,150682223.18,VND,23809.127602,2016-04-13,2016-04-12,3,0,delivered,Pending,passed,0,,Sea,CIF,VN-PORT-3,DEST-04,low,9.19,8805274.76,1203103.87,TRK-10002604,Kuehne+Nagel,,Net 90,false,false
PO-102605,2016-04-14,2016-04-14,CUS-0135,SUP-0113,CTN,Cotton,JP,Japan,12359,1555.4881,19224278.0,JPY,144.122582,2016-04-17,2016-04-17,3,0,delivered,Pending,passed,0,,Road,FOB,JP-PORT-2,DEST-02,normal,2.94,1165772.59,94064.72,TRK-10002605,FedEx,,Net 60,false,false
PO-102606,2016-11-22,2016-11-22,CUS-0156,SUP-0114,LIT,Lithium,JP,Japan,23367,27501.6148,642630233.49,JPY,144.096821,2016-12-26,2016-12-25,34,0,delivered,Paid,passed,0,,Road,CIF,JP-PORT-2,DEST-02,normal,1.71,92278296.29,10145573.36,TRK-10002606,DB Schenker,,Net 90,false,false
PO-102607,2016-04-19,2016-04-19,CUS-0192,SUP-0030,LIT,Lithium,CN,China,15788,17422.8735,275072326.34,CNY,6.857161,2016-05-26,2016-06-03,37,8,delayed,Paid,passed,0,,Sea,DAP,CN-PORT-4,DEST-04,high,4.36,19300585.09,1341180.06,TRK-10002607,DB Schenker,,Net 60,true,false
PO-102608,2016-10-23,2016-10-23,CUS-0233,SUP-0157,STL,Steel,BR,Brazil,23968,400.8654,9607941.36,BRL,4.820691,2016-11-26,2016-11-28,34,2,delivered,Paid,passed,0,,Road,EXW,BR-PORT-2,DEST-10,low,8.76,990861.72,41001.88,TRK-10002608,DB Schenker,,Net 45,false,false
PO-102609,2016-09-15,2016-09-15,CUS-0011,SUP-0018,LIT,Lithium,CN,China,2363,18502.9254,43722412.62,CNY,6.883944,2016-11-01,2016-11-03,47,2,delivered,Paid,passed,0,,Sea,DDP,CN-PORT-2,DEST-07,normal,2.35,5324528.65,805908.99,TRK-10002609,Maersk,,Net 90,false,false
PO-102610,2016-06-04,2016-06-04,CUS-0122,SUP-0002,STL,Steel,CN,China,3745,391.7751,1467197.93,CNY,6.837496,2016-06-11,2016-06-13,7,2,delivered,Paid,passed,0,,Sea,FOB,CN-PORT-4,DEST-01,normal,11.29,87070.01,18820.52,TRK-10002610,FedEx,,Net 30,false,false
PO-102611,2016-07-01,2016-07-01,CUS-0120,SUP-0006,SEM,Semiconductors,CN,China,24267,5.2042,126290.73,CNY,6.86266,2016-08-19,2016-08-19,49,0,delivered,Paid,passed,0,,Road,FCA,CN-PORT-1,DEST-11,low,1.42,11755.2,2236.06,TRK-10002611,DB Schenker,,Net 90,false,false
PO-102612,2016-03-16,2016-03-16,CUS-0270,SUP-0161,SLC,Silicon,MX,Mexico,559,2119.5972,1184854.86,MXN,16.626451,2016-04-16,2016-04-16,31,0,delivered,Paid,passed,0,,Sea,CIF,MX-PORT-1,DEST-09,low,8.71,180690.27,14637.64,TRK-10002612,DB Schenker,,Net 90,false,false
PO-102613,2016-07-21,2016-07-21,CUS-0250,SUP-0161,STL,Steel,MX,Mexico,5743,396.8024,2278835.92,MXN,16.649187,2016-08-31,2016-08-30,41,0,delivered,Pending,failed,0,,Sea,FCA,MX-PORT-4,DEST-04,low,7.57,287084.4,44223.79,TRK-10002613,DHL,,Net 90,false,false
PO-102614,2016-09-20,2016-09-20,CUS-0283,SUP-0041,PLA,Plastic,IN,India,27444,844.0858,23165090.33,INR,80.313316,2016-11-12,,53,0,cancelled,Paid,passed,0,,Sea,DAP,IN-PORT-3,DEST-01,normal,5.2,3523526.81,111172.57,,DHL,,Net 45,false,false
PO-102615,2016-03-11,2016-03-11,CUS-0319,SUP-0074,LIT,Lithium,US,United States,27652,27307.4825,755106504.75,USD,0.974973,2016-04-09,2016-04-10,29,1,delivered,Paid,failed,0,,Sea,FCA,US-PORT-1,DEST-03,normal,4.43,53674737.73,10905746.35,TRK-10002615,Maersk,,Net 90,false,false
PO-102616,2016-11-13,2016-11-13,CUS-0242,SUP-0034,REE,Rare Earth,CN,China,2717,44052.6374,119691015.72,CNY,6.95985,2016-11-30,2016-12-01,17,1,delivered,Pending,passed,0,,Sea,EXW,CN-PORT-1,DEST-03,high,10.99,18422591.93,1059400.68,TRK-10002616,FedEx,,Net 90,false,false
PO-102617,2016-02-05,2016-02-05,CUS-0245,SUP-0117,PLA,Plastic,JP,Japan,18103,1348.2227,24406875.04,JPY,145.539379,2016-02-20,2016-02-19,15,0,delivered,Paid,passed,0,,Sea,DDP,JP-PORT-2,DEST-07,normal,2.32,3507222.44,439603.47,TRK-10002617,DHL,,Net 60,false,false
PO-102618,2016-11-04,2016-11-04,CUS-0222,SUP-0143,STL,Steel,KR,South Korea,5971,532.4949,3179526.94,KRW,1271.977759,2016-11-20,2016-11-17,16,0,delivered,Paid,passed,0,,Sea,CIF,KR-PORT-1,DEST-06,normal,1.7,222643.68,52467.51,TRK-10002618,Maersk,,Net 45,false,false
PO-102619,2016-10-15,2016-10-15,CUS-0130,SUP-0054,PLA,Plastic,IN,India,6150,923.3099,5678355.87,INR,80.247762,2016-11-08,2016-11-11,24,3,delivered,Paid,passed,0,,Air,FOB,IN-PORT-2,DEST-12,normal,5.34,271067.01,102665.76,TRK-10002619,Kuehne+Nagel,,Net 90,false,false
PO-102620,2016-09-05,2016-09-05,CUS-0068,SUP-0157,STL,Steel,BR,Brazil,9810,427.0711,4189567.63,BRL,4.706459,2016-10-02,2016-09-30,27,0,delivered,Paid,passed,0,,Sea,CIF,BR-PORT-1,DEST-05,normal,6.34,637505.4,72814.99,TRK-10002620,Maersk,,Net 45,false,false
PO-102621,2016-12-29,2016-12-29,CUS-0031,SUP-0023,REE,Rare Earth,CN,China,8390,41247.2843,346064715.25,CNY,6.785803,2017-02-09,2017-02-06,42,0,delivered,Overdue,passed,0,,Road,DAP,CN-PORT-2,DEST-05,high,7.06,48239960.93,1188964.0,TRK-10002621,Maersk,,Net 45,false,false
PO-102622,2016-11-11,2016-11-11,CUS-0182,SUP-0025,TIM,Timber,CN,China,12047,295.3814,3558459.43,CNY,6.88693,2016-11-30,2016-12-01,19,1,delivered,Overdue,passed,0,,Sea,FCA,CN-PORT-2,DEST-08,normal,8.61,83867.33,15034.93,TRK-10002622,Maersk,,Net 60,false,false
PO-102623,2016-05-10,2016-05-10,CUS-0270,SUP-0052,CTN,Cotton,IN,India,8088,1238.6864,10018495.71,INR,80.433175,2016-06-10,2016-06-09,31,0,delivered,Paid,passed,0,,Sea,EXW,IN-PORT-1,DEST-02,normal,6.27,132444.32,181534.96,TRK-10002623,DHL,,Net 90,false,false
PO-102624,2016-11-04,2016-11-04,CUS-0306,SUP-0119,STL,Steel,JP,Japan,18214,522.763,9521605.71,JPY,142.07512,2016-11-16,2016-11-13,12,0,delivered,Paid,passed,0,,Road,EXW,JP-PORT-4,DEST-02,high,4.68,1057844.02,39558.33,TRK-10002624,DB Schenker,,Net 45,false,false
PO-102625,2016-08-06,2016-08-06,CUS-0009,SUP-0090,CTN,Cotton,US,United States,31372,1830.6333,57430627.34,USD,0.967083,2016-08-15,2016-08-12,9,0,delivered,Overdue,passed,0,,Rail,FOB,US-PORT-3,DEST-12,normal,2.71,10025905.52,398405.93,TRK-10002625,FedEx,,Net 30,false,false
PO-102626,2016-03-27,2016-03-27,CUS-0307,SUP-0117,PLA,Plastic,JP,Japan,25875,1156.2307,29917470.28,JPY,144.479549,2016-04-11,2016-04-09,15,0,delivered,Paid,passed,0,,Air,EXW,JP-PORT-2,DEST-03,high,4.18,3143044.47,212008.27,TRK-10002626,Maersk,,Net 60,false,false
PO-102627,2016-12-05,2016-12-05,CUS-0130,SUP-0069,STL,Steel,US,United States,18749,554.022,10387359.14,USD,0.94906,2016-12-24,2016-12-27,19,3,delivered,Paid,passed,0,,Sea,CIF,US-PORT-1,DEST-08,high,8.12,734332.35,144250.98,TRK-10002627,DB Schenker,,Net 45,false,false
PO-102628,2016-10-20,2016-10-20,CUS-0019,SUP-0094,ALM,Aluminum,DE,Germany,4837,2153.2589,10415313.15,EUR,0.885332,2016-10-29,2016-10-27,9,0,delivered,Paid,passed,0,,Air,CIF,DE-PORT-3,DEST-05,low,3.98,451933.1,88336.61,TRK-10002628,Maersk,,Net 30,false,false
PO-102629,2016-01-08,2016-01-08,CUS-0297,SUP-0125,LIT,Lithium,VN,Vietnam,36344,12344.4454,448646521.94,VND,24329.453632,2016-01-30,2016-01-29,22,0,delivered,Paid,passed,0,,Air,FCA,VN-PORT-1,DEST-08,normal,3.22,13379037.55,5094545.22,TRK-10002629,FedEx,,Net 45,false,false
PO-102630,2016-02-24,2016-02-24,CUS-0152,SUP-0122,STL,Steel,JP,Japan,27797,503.1543,13986179.3,JPY,144.657548,2016-03-13,2016-03-13,18,0,delivered,Paid,passed,0,,Rail,EXW,JP-PORT-2,DEST-01,low,6.73,595685.74,54121.84,TRK-10002630,Kuehne+Nagel,,Net 45,false,false
PO-102631,2016-11-08,2016-11-08,CUS-0273,SUP-0160,PLA,Plastic,BR,Brazil,20789,941.8207,19579511.06,BRL,4.760882,2016-12-29,2017-01-01,51,3,delivered,Overdue,passed,0,,Sea,EXW,BR-PORT-2,DEST-06,normal,5.17,280997.57,84971.6,TRK-10002631,Maersk,,Net 60,false,false
PO-102632,2016-09-08,2016-09-08,CUS-0104,SUP-0203,STL,Steel,CA,Canada,16031,523.2683,8388514.3,CAD,1.294647,2016-09-29,2016-10-02,21,3,delivered,Pending,passed,0,,Sea,CIF,CA-PORT-1,DEST-10,normal,6.25,269222.72,78560.84,TRK-10002632,DB Schenker,,Net 90,false,false
PO-102633,2016-04-02,2016-04-02,CUS-0216,SUP-0159,LIT,Lithium,BR,Brazil,12520,12861.4911,161025868.4,BRL,4.851772,2016-06-17,2016-06-14,76,0,delivered,Paid,passed,0,,Sea,FOB,BR-PORT-4,DEST-02,normal,4.31,26263841.21,2123876.41,TRK-10002633,Maersk,,Net 45,false,false
PO-102634,2016-09-28,2016-09-28,CUS-0034,SUP-0196,CTN,Cotton,ZA,South Africa,19335,1239.9131,23973720.5,ZAR,17.980419,2016-11-03,2016-10-31,36,0,delivered,Paid,passed,0,,Sea,FOB,ZA-PORT-4,DEST-09,normal,10.69,1761563.58,365969.14,TRK-10002634,DB Schenker,,Net 60,false,false
PO-102635,2016-09-14,2016-09-14,CUS-0275,SUP-0060,STL,Steel,IN,India,10726,369.66,3964973.12,INR,79.919629,2016-10-11,2016-10-11,27,0,returned,Paid,passed,1564,damage in transit,Sea,EXW,IN-PORT-1,DEST-01,normal,4.97,305645.39,70688.67,TRK-10002635,DB Schenker,,Net 60,false,false
