date,entity_type,entity_id,revenue_usd,cost_usd,gross_margin,operating_expenses,ebitda,net_profit,cash_flow,accounts_receivable,accounts_payable,inventory_value,working_capital,roi_percent
2015-08,supplier,SUP-0138,1823543.99,1440761.26,20.991,225800.32,156982.41,108890.81,19933.0,329093.02,135121.9,432462.34,306170.0,9.541
2015-08,supplier,SUP-0139,4584280.85,3206927.81,30.045,229281.12,1148071.92,834139.53,-75486.39,918789.77,615393.88,485006.21,540291.5,7.41
2015-08,supplier,SUP-0140,3980735.83,2976671.54,25.223,211253.38,792810.91,616458.81,233039.19,695891.0,548373.17,990442.57,959012.78,5.414
2015-08,supplier,SUP-0141,567329.82,370049.81,34.773,43100.32,154179.69,139484.24,-67676.66,45078.28,28914.55,107715.97,84604.98,16.854
2015-08,supplier,SUP-0142,680115.38,480224.84,29.391,83540.49,116350.06,64388.64,-33177.15,93417.04,34763.59,99532.78,70668.17,9.682
2015-08,supplier,SUP-0143,2549414.47,2168879.94,14.926,166344.85,214189.68,145192.09,708460.69,262583.73,352300.7,638722.16,644534.82,17.126
2015-08,supplier,SUP-0144,2300435.2,1395792.17,39.325,174190.19,730452.84,664232.71,216051.72,256753.07,228859.71,175901.81,669595.56,7.697
2015-08,supplier,SUP-0145,545242.84,405693.84,25.594,64973.51,74575.49,40592.46,84452.16,91109.14,39827.96,103245.21,80931.64,14.244
2015-08,supplier,SUP-0146,4857968.36,2689618.22,44.635,487378.59,1680971.54,1522815.96,-850164.8,1169114.65,325799.39,231924.24,982009.89,21.037
2015-08,supplier,SUP-0147,3805587.97,2171492.5,42.939,190832.49,1443262.97,1145555.57,-188780.93,826982.79,252092.98,557795.44,981822.67,23.336
2015-08,supplier,SUP-0148,3946650.1,2525584.28,36.007,565463.92,855601.89,574824.25,144475.95,762220.81,129343.09,889361.42,952194.51,10.48
2015-08,supplier,SUP-0149,3503250.95,2755910.01,21.333,604127.71,143213.22,5173.87,264160.71,678395.39,242183.67,858077.16,925892.53,25.367
2015-08,supplier,SUP-0150,4516713.81,3808175.31,15.687,699351.79,9186.71,-91046.81,472865.74,500380.52,611105.36,1306092.45,1150824.4,26.028
2015-08,supplier,SUP-0151,529644.27,340121.16,35.783,84532.88,104990.24,70899.89,-83054.04,125985.85,47938.92,30995.87,33985.86,31.103
2015-08,supplier,SUP-0152,2417808.77,1747558.9,27.721,395790.87,274459.01,91774.35,684692.5,379203.29,165704.14,196976.93,221517.66,25.129
2015-08,supplier,SUP-0153,3792912.97,3025254.96,20.239,548252.53,219405.49,-29564.95,-655711.31,934856.88,483857.77,1168434.89,1134360.14,15.881
2015-08,supplier,SUP-0154,159280.34,97354.77,38.878,8236.98,53688.59,42980.15,-13079.23,34704.64,13395.88,16574.14,23517.51,17.92
2015-08,supplier,SUP-0155,2260378.16,1295650.48,42.68,116343.42,848384.26,729205.54,-442358.95,181993.4,85619.54,162859.0,350404.68,16.121
2015-08,supplier,SUP-0156,3199906.28,2205645.84,31.072,167340.22,826920.23,715905.88,-271972.56,624479.29,268434.54,857995.76,484668.59,11.426
2015-08,supplier,SUP-0157,2513715.63,1984612.31,21.049,230543.47,298559.84,125153.47,514923.09,476379.02,345539.21,476867.21,293795.98,7.742
2015-08,supplier,SUP-0158,4062948.47,3129339.93,22.979,448914.63,484693.91,247277.35,-227544.23,527560.6,431615.28,318754.13,515498.69,27.854
2015-08,supplier,SUP-0159,1071200.59,712640.36,33.473,80342.46,278217.77,212491.19,135120.46,107684.77,93147.8,209536.88,313046.14,4.753
2015-08,supplier,SUP-0160,4562754.47,3101578.34,32.024,628352.11,832824.02,736942.63,-188885.27,770983.87,510611.35,296517.51,438624.29,29.801
2015-08,supplier,SUP-0161,572143.65,337823.42,40.955,84602.66,149717.57,132814.83,81900.84,74075.61,55900.74,66472.31,135642.15,5.316
2015-08,supplier,SUP-0162,1880096.58,1277542.59,32.049,249072.45,353481.55,265709.22,159815.34,287373.34,226006.68,508286.23,214349.97,11.221
2015-08,supplier,SUP-0163,1518666.18,948677.16,37.532,177737.18,392251.83,351021.46,-277582.7,360996.01,106136.27,324157.73,131087.98,12.344
2015-08,supplier,SUP-0164,4403378.85,3118925.96,29.17,290878.52,993574.36,776676.19,-678532.82,542570.12,365495.36,437876.37,1298419.56,24.673
2015-08,supplier,SUP-0165,3572566.97,2371225.83,33.627,482894.27,718446.88,590326.29,-459904.29,646879.74,281865.69,281840.63,1058387.73,26.832
2015-08,supplier,SUP-0166,777640.55,620075.09,20.262,118820.65,38744.8,-12633.37,-129430.75,172169.71,76002.47,165921.16,151232.26,28.429
2015-08,supplier,SUP-0167,2546204.18,1581889.67,37.873,237237.75,727076.75,541451.28,-6027.76,172248.27,283743.58,348224.31,404009.38,29.623
2015-08,supplier,SUP-0168,909211.92,509294.09,43.985,159985.51,239932.32,182010.81,-86680.74,134143.76,52529.63,199703.91,133528.02,21.332
2015-08,supplier,SUP-0169,1610721.13,1262543.39,21.616,266367.39,81810.36,-26583.1,66945.65,110699.16,219870.65,167441.62,122653.44,21.918
2015-08,supplier,SUP-0170,1502551.36,852889.57,43.237,255659.34,394002.45,308185.86,-194323.56,163949.54,48304.92,115138.52,291202.17,23.189
2015-08,supplier,SUP-0171,3739293.44,2216984.43,40.711,552604.23,969704.78,739512.5,993223.78,617744.74,183624.94,418379.71,944520.56,30.518
2015-08,supplier,SUP-0172,1724411.54,1107933.59,35.75,140695.91,475782.04,410446.59,-96788.76,318223.74,177360.26,128391.64,207106.9,19.481
2015-08,supplier,SUP-0173,238163.76,169480.74,28.839,39925.69,28757.33,13059.48,9985.38,31639.64,16075.71,59489.79,34239.86,8.585
2015-08,supplier,SUP-0174,1103446.1,763763.8,30.784,82187.75,257494.55,214915.01,227636.98,126284.49,123920.24,145299.95,215527.6,30.975
2015-08,supplier,SUP-0175,918452.14,795169.79,13.423,91604.16,31678.19,10813.52,-139434.21,135719.83,118875.56,260478.03,192937.44,11.313
2015-08,supplier,SUP-0176,2366413.26,1482368.49,37.358,374089.1,509955.67,368031.67,218976.29,139409.91,274335.48,485759.26,609986.53,26.008
2015-08,supplier,SUP-0177,2177788.84,1560507.83,28.344,182192.13,435088.88,349893.48,-118786.44,455762.3,298050.39,310000.3,401642.48,19.813
2015-08,supplier,SUP-0178,4453686.6,2603167.97,41.55,696995.12,1153523.51,883042.99,315643.58,976313.17,391785.42,792873.39,1320682.92,16.851
2015-08,supplier,SUP-0179,2117883.01,1656919.33,21.765,150352.31,310611.37,199456.28,442126.73,345997.01,183631.72,620146.14,188545.6,7.505
2015-08,supplier,SUP-0180,1882584.55,1401585.39,25.55,174695.23,306303.93,231257.47,-325437.9,317543.55,171026.36,402336.97,304419.38,26.363
2015-08,supplier,SUP-0181,2837350.48,1889687.09,33.4,156524.19,791139.2,596874.26,-36074.44,273849.66,143395.36,360762.46,352406.96,13.606
2015-08,supplier,SUP-0182,3479149.56,1940272.36,44.231,431568.75,1107308.46,960547.08,-550081.59,249505.53,249687.96,579439.72,614363.83,8.13
2015-08,supplier,SUP-0183,4679635.97,3022908.98,35.403,709796.38,946930.6,708752.17,386956.09,1028219.16,330506.22,289462.79,263797.06,10.022
2015-08,supplier,SUP-0184,3982642.6,3204371.63,19.542,611292.61,166978.36,56357.55,575417.05,971927.36,220325.13,934844.97,479789.42,19.666
2015-08,supplier,SUP-0185,404148.76,241661.27,40.205,46304.02,116183.48,94466.13,90096.09,83110.47,20643.45,72312.37,48107.28,16.527
2015-08,supplier,SUP-0186,1639981.58,1380314.11,15.834,122547.42,137120.05,49093.5,146316.94,234248.74,222228.45,261839.58,270012.42,6.401
2015-08,supplier,SUP-0187,4056118.26,3234076.97,20.267,691072.21,130969.07,-130364.92,-26865.55,337301.01,495678.53,866485.1,416359.52,26.558
2015-08,supplier,SUP-0188,3232041.66,2796163.13,13.486,223699.43,212179.11,-21113.42,-441029.84,300335.68,492471.89,419414.0,812533.36,13.38
2015-08,supplier,SUP-0189,3542577.18,2163510.5,38.928,622750.88,756315.79,485856.66,-285138.56,251280.0,357834.52,232311.77,978379.58,28.875
2015-08,supplier,SUP-0190,2383518.42,2096526.4,12.041,301786.72,-14794.7,-62916.35,-178815.29,193752.45,222591.62,269168.68,560664.72,8.309
2015-08,supplier,SUP-0191,3321796.97,2810966.47,15.378,510227.55,602.95,-145534.6,427091.75,625548.03,551553.06,508249.4,958396.71,31.965
2015-08,supplier,SUP-0192,2819154.24,2028802.05,28.035,238360.87,551991.32,487827.42,-559215.58,419299.09,248184.13,405351.48,818074.49,27.837
2015-08,supplier,SUP-0193,3207836.06,2562576.54,20.115,183284.71,461974.81,271359.57,42313.72,278680.72,436454.92,734878.19,541940.08,27.675
2015-08,supplier,SUP-0194,879356.47,513815.29,41.569,119305.44,246235.75,224817.39,71312.82,144886.51,27276.34,182173.14,76540.27,30.057
2015-08,supplier,SUP-0195,4588304.14,3083724.87,32.792,382699.66,1121879.61,823435.99,475370.45,673421.92,509793.24,511224.03,893936.14,22.44
2015-08,supplier,SUP-0196,1834920.63,1013476.4,44.767,309052.19,512392.04,435165.06,-276836.05,395180.35,52291.1,380561.35,435793.23,21.794
2015-08,supplier,SUP-0197,3120650.96,2626803.12,15.825,531451.85,-37604.0,-233278.59,-34607.89,777723.9,366048.41,552115.99,746754.27,21.821
2015-08,supplier,SUP-0198,2213388.96,1445627.94,34.687,391756.09,376004.93,203845.4,-29422.88,506702.82,89771.54,235604.61,154997.33,27.466
2015-08,supplier,SUP-0199,1556260.72,1096442.0,29.546,213149.94,246668.78,179011.32,344234.81,307194.1,215325.17,117681.76,330219.34,13.159
2015-08,supplier,SUP-0200,1600334.0,1169040.49,26.95,125783.91,305509.6,213870.4,160045.31,349551.03,175266.54,385263.66,119787.38,27.821
2015-08,supplier,SUP-0201,3073470.39,2522620.94,17.923,536167.33,14682.12,-74989.35,527435.03,708369.16,480186.47,907978.37,779680.07,28.124
2015-08,supplier,SUP-0202,1461438.18,1157238.72,20.815,213355.67,90843.79,-2774.74,301975.87,178162.96,160051.96,220285.83,215094.08,25.146
2015-08,supplier,SUP-0203,3240225.35,1828774.11,43.56,410294.56,1001156.67,750863.86,-631367.22,650540.1,206971.87,336949.8,452522.11,26.889
2015-08,supplier,SUP-0204,4515458.2,3166765.76,29.868,374865.11,973827.33,752802.03,-157269.16,507849.62,548962.69,660928.23,902964.55,21.312
2015-08,supplier,SUP-0205,135504.42,78285.89,42.226,15617.51,41601.02,33879.55,-10792.11,14440.09,7446.17,9265.8,25233.6,28.355
2015-08,customer,CUS-0001,338599.04,187099.17,44.743,49824.02,101675.85,76524.01,-56346.96,33795.78,16520.65,51440.63,67776.92,31.893
2015-08,customer,CUS-0002,2977150.09,2103643.67,29.34,400198.6,473307.83,269965.13,-559353.27,434407.76,125192.0,326842.18,320899.54,22.017
2015-08,customer,CUS-0003,424638.03,300028.08,29.345,39960.23,84649.71,59219.69,26609.09,59600.57,57455.33,37687.71,97906.74,19.255
2015-08,customer,CUS-0004,3200960.89,2388886.98,25.37,163643.0,648430.91,476064.39,685238.18,676413.37,257041.54,849915.53,815717.92,6.949
2015-08,customer,CUS-0005,3874396.09,3343452.9,13.704,602793.14,-71849.95,-337926.15,358106.49,354411.26,657611.54,663157.68,1023087.4,10.473
2015-08,customer,CUS-0006,1509664.89,899675.35,40.406,86936.83,523052.71,469291.69,72829.78,210461.59,132579.63,347291.96,256313.06,7.511
2015-08,customer,CUS-0007,467107.81,398541.13,14.679,45276.61,23290.07,-2354.12,102360.53,39746.36,29899.93,143209.37,89423.94,30.268
2015-08,customer,CUS-0008,612965.6,411280.73,32.903,33423.52,168261.34,140165.88,19244.63,115088.27,77954.28,160629.67,72821.93,4.281
2015-08,customer,CUS-0009,3309853.46,2493314.7,24.67,539500.32,277038.43,13264.12,798593.93,414225.37,362091.76,716424.5,518818.28,4.005
2015-08,customer,CUS-0010,4777485.49,3357729.24,29.718,818164.41,601591.85,438120.48,-806692.95,798957.51,297091.88,1191560.19,1367652.07,6.453
2015-08,customer,CUS-0011,2444802.49,1698924.0,30.509,308151.03,437727.46,365700.67,564118.01,471513.98,194392.45,405389.17,399912.18,31.557
2015-08,customer,CUS-0012,582085.82,509133.26,12.533,100329.44,-27376.88,-58226.15,148510.16,80731.28,93819.28,169479.71,51026.25,5.846
2015-08,customer,CUS-0013,4479070.57,3183854.41,28.917,318670.68,976545.48,669933.95,-295688.96,818285.27,371567.41,1033584.43,308121.87,11.008
2015-08,customer,CUS-0014,817582.78,640041.19,21.715,111694.54,65847.05,2661.83,12064.45,103568.57,112796.47,159850.99,159273.83,19.658
2015-08,customer,CUS-0015,3464011.73,2597536.53,25.014,331351.72,535123.48,258253.32,-549563.87,600720.21,326011.97,390474.5,223721.58,10.004
2015-08,customer,CUS-0016,4303966.8,3599927.55,16.358,505985.96,198053.28,8604.25,40343.24,814012.28,485039.06,620536.4,496441.15,12.393
2015-08,customer,CUS-0017,3920091.27,2525047.79,35.587,538691.82,856351.66,676144.26,604696.89,343452.99,218552.61,354015.42,393934.43,23.42
2015-08,customer,CUS-0018,2403381.13,1347862.7,43.918,342650.08,712868.35,571045.11,712681.41,264172.89,74168.75,367309.34,217599.3,21.728
2015-08,customer,CUS-0019,3351248.41,2119633.25,36.751,291758.8,939856.36,839224.29,999995.96,247260.84,323628.61,692060.86,382446.15,16.81
2015-08,customer,CUS-0020,1853477.67,1091989.7,41.084,268447.54,493040.43,402800.65,137397.83,404450.25,58412.98,202574.82,261583.39,6.738
2015-08,customer,CUS-0021,4820901.09,4039992.44,16.198,772690.28,8218.37,-301260.17,896620.19,357877.97,247266.44,1161610.01,648410.81,29.76
2015-08,customer,CUS-0022,559072.28,321827.97,42.435,79287.13,157957.17,140097.09,71352.41,46521.55,53534.56,31634.24,70228.29,26.63
2015-08,customer,CUS-0023,1767748.18,1195809.97,32.354,204510.21,367428.0,305843.75,482203.36,361885.23,199382.53,344261.93,512181.21,18.984
2015-08,customer,CUS-0024,3040808.07,2536821.22,16.574,416763.94,87222.91,-62319.19,224304.8,160251.82,239242.76,764809.49,449532.23,9.824
2015-08,customer,CUS-0025,1326071.43,1003968.44,24.29,98371.98,223731.01,174498.19,122171.97,287415.86,176460.99,278043.22,122842.89,6.156
2015-08,customer,CUS-0026,4637390.48,2584519.28,44.268,631827.13,1421044.08,1201997.54,801988.87,1034703.06,333567.45,212903.63,860387.63,27.902
2015-08,customer,CUS-0027,1245796.4,693465.82,44.336,83289.25,469041.33,439368.35,183132.04,91750.26,38323.24,58585.39,85910.72,26.559
2015-08,customer,CUS-0028,498185.34,349670.23,29.811,66114.21,82400.9,59103.59,86655.73,38288.27,20189.22,133431.22,114945.67,11.8
2015-08,customer,CUS-0029,1858466.59,1428519.91,23.134,191609.18,238337.51,167862.35,-215505.52,263537.76,213745.35,227301.24,343906.91,12.201
2015-08,customer,CUS-0030,533992.18,417566.59,21.803,42196.11,74229.47,53868.53,35355.79,80084.63,37772.71,135182.18,33947.44,26.493
2015-08,customer,CUS-0031,596019.06,517700.46,13.14,30760.26,47558.35,1827.79,-24338.3,122782.13,62080.59,192223.64,156978.07,29.96
2015-08,customer,CUS-0032,4513924.13,3670064.56,18.695,723030.12,120829.44,371.62,-484361.05,967354.88,733139.22,944100.09,943114.6,13.106
2015-08,customer,CUS-0033,2614226.77,2095185.9,19.854,259368.25,259672.62,161883.36,-358547.29,270786.61,336789.46,251712.68,458266.38,5.361
2015-08,customer,CUS-0034,2528455.24,1672073.78,33.87,203191.49,653189.97,572557.21,65076.45,315541.73,215675.2,436022.46,312710.88,22.81
2015-08,customer,CUS-0035,4890012.24,3806589.38,22.156,592346.58,491076.29,190396.46,1276080.04,991272.04,358822.5,983502.69,586887.27,16.002
2015-08,customer,CUS-0036,3966282.3,2743163.3,30.838,297239.53,925879.47,680795.19,653382.01,650729.87,424383.06,408780.97,952821.18,20.834
2015-08,customer,CUS-0037,1745649.72,1126437.58,35.472,194242.43,424969.71,364534.1,-76904.16,103297.76,91614.98,353788.34,194506.83,15.765
2015-08,customer,CUS-0038,4576887.98,2550934.75,44.265,818856.98,1207096.25,854409.04,714699.8,979210.07,142818.46,817647.27,1074866.12,18.435
2015-08,customer,CUS-0039,1573683.36,1270492.33,19.266,239331.8,63859.23,-20264.49,139708.39,340123.66,148983.09,233978.36,329478.19,29.774
2015-08,customer,CUS-0040,4560013.42,3763790.73,17.461,571457.97,224764.72,86054.71,-787470.95,1033417.91,444072.88,1017942.77,798454.54,7.719
2015-08,customer,CUS-0041,3499329.35,2611828.28,25.362,449090.4,438410.68,192797.47,-551579.23,517127.88,252597.1,881278.34,458062.56,29.123
2015-08,customer,CUS-0042,407180.67,242619.63,40.415,46829.07,117731.97,92596.25,-33858.47,80961.97,17240.03,76845.61,75792.69,29.592
2015-08,customer,CUS-0043,1281264.79,911093.88,28.891,190169.12,180001.79,87543.64,72051.74,114574.55,80050.82,131193.23,383250.41,29.198
2015-08,customer,CUS-0044,4234067.48,2693363.05,36.388,439128.3,1101576.13,996975.58,962685.68,494377.23,339476.52,271261.5,780490.18,7.075
2015-08,customer,CUS-0045,4845422.45,3298284.08,31.93,804762.65,742375.72,617004.0,1117607.06,624340.2,490617.52,766743.3,1117454.88,29.86
2015-08,customer,CUS-0046,414327.71,286004.61,30.971,33728.89,94594.21,83988.18,554.79,96615.88,37218.41,51194.7,56388.31,5.426
2015-08,customer,CUS-0047,2423865.13,2082479.97,14.084,138979.11,202406.05,126613.99,287965.65,562355.73,186607.66,367569.5,534892.89,12.214
2015-08,customer,CUS-0048,1557550.37,1155332.39,25.824,277600.18,124617.79,15037.15,197703.43,172697.6,224080.91,120703.18,248423.3,6.82
2015-08,customer,CUS-0049,4367621.44,2440192.62,44.13,602681.68,1324747.14,1190206.34,1152455.43,400730.96,401696.52,458919.92,885024.73,5.32
2015-08,customer,CUS-0050,4163020.41,2341327.59,43.759,662340.16,1159352.66,1043025.91,-564368.69,1033433.56,277826.94,365196.67,466700.86,16.176
2015-08,customer,CUS-0051,2853902.2,1623996.82,43.096,498526.71,731378.67,643852.56,-153489.08,399327.08,240058.21,270192.85,783092.59,5.893
2015-08,customer,CUS-0052,4165477.7,3181160.77,23.63,215136.62,769180.3,455989.66,753904.22,807122.8,276902.98,254636.17,860262.06,12.317
2015-08,customer,CUS-0053,3068586.64,2418032.46,21.2,275040.35,375513.83,138711.76,144642.46,263561.71,302939.18,685540.85,335305.26,4.716
2015-08,customer,CUS-0054,1228661.17,928180.68,24.456,111066.27,189414.22,114868.26,-153315.11,148793.99,157223.86,196232.57,186058.3,10.215
2015-08,customer,CUS-0055,2607900.63,1444088.0,44.626,256938.49,906874.14,815320.89,-402718.71,599579.02,89322.36,152891.7,675202.57,27.662
2015-08,customer,CUS-0056,205506.63,115572.19,43.762,11568.44,78365.99,72608.39,-25387.79,32982.82,7290.89,15760.41,51057.95,20.881
2015-08,customer,CUS-0057,2560935.26,1581092.75,38.261,336046.36,643796.16,488152.7,-267753.0,582865.4,143926.0,127108.03,748246.19,31.879
2015-08,customer,CUS-0058,192386.67,107204.46,44.277,29185.53,55996.68,51588.67,1435.68,40261.01,14376.96,39081.92,30010.13,20.976
2015-08,customer,CUS-0059,559206.06,332745.65,40.497,60973.39,165487.03,139668.8,55344.75,49244.43,59157.72,64952.76,151691.27,21.465
2015-08,customer,CUS-0060,4678175.47,3935838.26,15.868,352793.0,389544.21,258231.42,1301714.43,812866.68,365250.25,1283935.77,1008351.79,21.34
2015-08,customer,CUS-0061,3190234.7,2377954.34,25.461,237104.19,575176.17,425109.43,408731.88,264507.98,132077.62,806784.55,161115.28,8.488
2015-08,customer,CUS-0062,70545.2,40423.89,42.698,4032.48,26088.82,20565.37,-12519.33,5363.24,5758.48,4732.67,12460.12,18.987
2015-08,customer,CUS-0063,4442891.54,3205457.52,27.852,277212.15,960221.86,675631.57,-665191.93,800164.77,475621.14,643090.99,317335.13,21.91
2015-08,customer,CUS-0064,5044666.66,3987705.85,20.952,372486.02,684474.79,322176.86,1339286.31,1109723.25,725926.74,985976.68,477368.73,6.893
2015-08,customer,CUS-0065,3094051.67,1975691.2,36.146,421952.82,696407.64,502735.13,-314091.61,721883.71,285558.15,584278.84,421407.24,9.471
2015-08,customer,CUS-0066,1344245.21,889538.9,33.826,169394.19,285312.12,234510.94,-77488.49,298758.35,87638.58,208292.26,137797.63,25.822
2015-08,customer,CUS-0067,3456896.5,1955488.77,43.432,220485.54,1280922.18,1198791.59,-621635.12,380154.52,312877.57,507562.3,964964.83,18.26
2015-08,customer,CUS-0068,1166173.53,1000257.3,14.227,129899.85,36016.38,-22392.61,258109.84,288112.66,120105.28,262336.55,221933.19,21.011
2015-08,customer,CUS-0069,3170894.1,2453091.98,22.637,491678.49,226123.63,15004.65,567846.03,546020.19,348541.72,934203.04,855270.06,22.569
2015-08,customer,CUS-0070,1987609.9,1112326.35,44.037,227347.86,647935.69,577043.55,174225.03,317763.59,140955.79,411120.71,567101.97,27.328
2015-08,customer,CUS-0071,2919149.17,1688520.95,42.157,522485.63,708142.59,516777.0,-291092.51,328556.02,196130.11,218214.02,482380.65,25.088
2015-08,customer,CUS-0072,666433.57,579850.36,12.992,113286.88,-26703.67,-70104.99,97794.93,110995.33,90485.97,98344.9,48036.52,11.175
2015-08,customer,CUS-0073,4037909.98,3281815.57,18.725,683691.02,72403.39,-232434.04,-780507.91,219430.85,319596.43,1221228.99,440297.33,30.199
2015-08,customer,CUS-0074,2634839.62,2158489.03,18.079,144110.16,332240.42,154994.82,685512.02,448823.7,192083.36,623442.68,210686.52,28.357
2015-08,customer,CUS-0075,1545615.21,933692.56,39.591,170951.58,440971.07,328331.5,408328.18,154697.89,180824.79,88108.65,299602.74,29.538
2015-08,customer,CUS-0076,1771862.56,1354454.14,23.558,182901.72,234506.7,102481.18,312185.93,218544.75,244227.12,528562.46,157842.93,22.29
2015-08,customer,CUS-0077,2462354.95,2162875.04,12.162,192000.6,107479.31,-29206.53,81359.67,124512.4,204993.54,315390.58,433108.14,27.847
2015-08,customer,CUS-0078,3490255.0,2802965.97,19.692,333022.26,354266.77,172341.92,-52721.08,589189.6,159100.07,767096.54,437501.43,27.63
2015-08,customer,CUS-0079,4725135.67,3634176.77,23.088,678421.67,412537.24,206328.95,457137.44,1059559.72,666076.66,1131045.09,1053975.89,22.238
2015-08,customer,CUS-0080,4877528.19,3855694.49,20.95,539354.12,482479.58,384852.97,-940087.06,741347.28,474880.91,758745.4,534042.16,6.607
2015-08,customer,CUS-0081,2777924.62,1794292.25,35.409,220908.16,762724.22,627674.45,756557.11,482930.2,198728.34,202257.38,739068.72,27.832
2015-08,customer,CUS-0082,1126709.32,678328.61,39.796,125058.02,323322.7,287870.03,-207419.58,125833.56,113060.79,82861.74,315060.35,14.969
2015-08,customer,CUS-0083,3013460.23,2627659.45,12.803,238727.94,147072.84,-20956.93,-280495.94,636574.47,517600.49,947132.81,727741.26,7.038
2015-08,customer,CUS-0084,4182580.48,2836683.08,32.179,254584.27,1091313.14,942074.24,921591.01,727470.0,321272.25,412713.54,621759.94,29.118
2015-08,customer,CUS-0085,1719992.51,1512861.97,12.043,284239.25,-77108.72,-118245.22,420693.33,170108.51,269071.17,497535.65,332538.22,18.079
2015-08,customer,CUS-0086,4681444.59,4076859.24,12.915,696307.28,-91721.94,-235386.89,192353.42,647488.33,378432.13,749901.9,814181.2,31.808
2015-08,customer,CUS-0087,3023719.43,2208751.59,26.952,468129.94,346837.91,246711.45,-69199.47,689142.18,363944.25,515625.44,578170.89,24.488
2015-08,customer,CUS-0088,5061640.41,3001469.96,40.702,678050.42,1382120.02,1268611.58,728954.86,466639.07,449281.16,273889.48,971253.15,9.508
2015-08,customer,CUS-0089,967183.68,651520.79,32.637,106631.24,209031.65,147660.22,-42374.33,197830.79,73638.36,94986.68,238832.73,17.539
2015-08,customer,CUS-0090,1555616.29,1104479.39,29.001,154392.49,296744.4,194800.45,447219.92,161047.35,143655.56,351621.21,237717.84,22.653
2015-08,customer,CUS-0091,3277613.5,2863170.79,12.645,428210.53,-13767.83,-147982.24,935985.18,564837.6,559162.41,1095731.62,166234.61,19.421
2015-08,customer,CUS-0092,2162568.51,1883631.55,12.898,243954.13,34982.82,-69155.94,-276999.16,523361.01,364396.98,535323.56,175675.3,19.886
2015-08,customer,CUS-0093,1495338.0,920021.03,38.474,209525.72,365791.25,281990.09,-123033.25,193029.48,79579.09,293949.16,303597.3,23.19
2015-08,customer,CUS-0094,1898794.12,1101408.33,41.994,181190.25,616195.54,563375.89,-342300.6,452463.8,163864.37,330983.31,406550.75,12.822
2015-08,customer,CUS-0095,3483446.57,1982351.66,43.092,407453.47,1093641.44,958729.31,176929.93,398391.48,366243.09,521804.82,1002523.47,6.901
2015-08,customer,CUS-0096,3343977.04,2111654.93,36.852,334726.47,897595.64,780545.89,750624.59,486364.8,299789.83,196796.49,539746.06,13.084
2015-08,customer,CUS-0097,3799830.29,2193604.48,42.271,498628.38,1107597.43,976781.08,-382183.63,527919.28,383902.51,412579.82,1041813.48,13.821
2015-08,customer,CUS-0098,2747028.73,1979452.11,27.942,465161.31,302415.31,193240.94,292555.37,500116.99,262551.04,484847.35,709980.5,25.294
2015-08,customer,CUS-0099,3048658.59,2580407.58,15.359,537792.15,-69541.14,-250749.24,399966.54,344588.56,215154.96,791672.95,537678.8,27.784
2015-08,customer,CUS-0100,2056570.88,1524477.82,25.873,115173.37,416919.68,271714.91,379139.95,504578.63,195614.27,366824.33,570280.77,17.055
2015-08,customer,CUS-0101,2375437.59,2073022.3,12.731,323920.2,-21504.91,-155672.57,-284956.57,233705.85,384026.05,440559.52,195701.75,19.363
2015-08,customer,CUS-0102,3400960.0,2751980.57,19.082,323870.6,325108.83,242125.14,37011.78,226429.32,311103.65,561791.42,606641.0,11.678
2015-08,customer,CUS-0103,494427.05,351386.02,28.931,83260.77,59780.26,33060.45,145829.61,78034.26,63733.23,134114.18,111233.91,13.295
2015-08,customer,CUS-0104,4361374.86,3385022.32,22.386,326139.34,650213.2,540942.78,320828.89,1054192.78,666796.67,1309771.11,1302246.2,29.18
2015-08,customer,CUS-0105,2624861.45,1707799.95,34.938,355231.43,561830.07,408315.39,575372.76,511505.66,129914.64,449402.18,395614.59,20.621
2015-08,customer,CUS-0106,1130908.17,626586.8,44.594,172038.94,332282.42,305348.75,175474.46,98686.08,73304.72,236625.39,190796.98,28.899
2015-08,customer,CUS-0107,3473556.9,2932458.64,15.578,334857.71,206240.54,125227.43,-63615.59,407647.25,422646.11,1073744.93,530949.37,30.693
2015-08,customer,CUS-0108,1210284.15,926934.02,23.412,157108.46,126241.67,54113.75,-172081.9,241987.83,104750.97,300296.73,123203.48,19.242
2015-08,customer,CUS-0109,1575469.49,952371.0,39.55,265768.03,357330.45,283823.93,201846.67,380614.22,169841.33,256164.68,373383.67,5.491
2015-08,customer,CUS-0110,1037813.79,633326.79,38.975,69938.34,334548.65,261073.48,158942.59,157843.54,74548.02,156668.02,132845.43,16.486
2015-08,customer,CUS-0111,4565006.81,3529071.4,22.693,602412.41,433522.99,267891.15,647802.15,517936.31,563291.72,649831.11,1210982.39,16.204
2015-08,customer,CUS-0112,3882989.9,2502156.86,35.561,334538.53,1046294.51,865647.03,937837.24,880119.09,219509.79,258257.53,949489.32,13.646
2015-08,customer,CUS-0113,983988.38,681743.08,30.716,76842.92,225402.39,149746.49,294030.08,100363.23,99110.08,218179.58,210104.26,5.412
2015-08,customer,CUS-0114,2141280.75,1764838.7,17.58,286545.65,89896.4,-42366.43,60365.6,116403.13,135861.57,269917.82,216879.87,8.796
2015-08,customer,CUS-0115,3241754.71,2838033.69,12.454,238167.12,165553.91,68973.74,-135952.49,208696.45,297341.56,675167.46,222152.08,31.577
